"Year","OHI_Region","Stock_genera","Annual_Catch_kg","Avg_Catch_Ref2018.2022","n_Years_Ref2018.2022","Carta_est.Status","CMSY_est.B","RAM_n_Assessments","Carta_StockStatus","CMSY_StockStatus","RAM_StockStatus","StockStatus_Pick","StockStatus_capped"
2022,"region_9","carcharhinus",436337.75,1264737.26,5,"maximally harvested",30920.6758,NA,1,1.044347103,NA,1.044347103,1
2023,"region_9","carcharhinus",466165,1264737.26,5,"maximally harvested",29135.76359,NA,1,0.984061619,NA,0.984061619,0.984061619
2024,"region_9","carcharhinus",310309.05,1264737.26,5,"maximally harvested",27415.26985,NA,1,0.925951872,NA,0.925951872,0.925951872
2018,"region_1","caulolatilus",548,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2020,"region_1","caulolatilus",73.7,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2022,"region_1","caulolatilus",95,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_1","caulolatilus",714,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2021,"region_1_2_baja_tbd","caulolatilus",7,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_1_2_baja_tbd","caulolatilus",81,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2024,"region_1_2_baja_tbd","caulolatilus",160,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2018,"region_2","caulolatilus",3574,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_2","caulolatilus",1087.1,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_2","caulolatilus",44174,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_2","caulolatilus",24247.1,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_2","caulolatilus",26137.8,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_2","caulolatilus",15515,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_2","caulolatilus",23365.7,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2018,"region_3","caulolatilus",80061.5,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_3","caulolatilus",48312.6,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_3","caulolatilus",32924.4,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_3","caulolatilus",61492.3,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_3","caulolatilus",43161.2,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_3","caulolatilus",38114,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_3","caulolatilus",14407.7,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2023,"region_3_4_bcs_tbd","caulolatilus",271,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2018,"region_4","caulolatilus",128435.5,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_4","caulolatilus",114634.8,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_4","caulolatilus",138996.9,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_4","caulolatilus",190083.1,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_4","caulolatilus",208582.2,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_4","caulolatilus",197076,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_4","caulolatilus",132189.45,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2022,"region_4_5_6_sonora_tbd","caulolatilus",300,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2018,"region_5","caulolatilus",30794.4,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_5","caulolatilus",15291,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_5","caulolatilus",6195.3,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_5","caulolatilus",11227,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_5","caulolatilus",934,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_5","caulolatilus",11910,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_5","caulolatilus",13137.5,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2018,"region_6","caulolatilus",8743.1,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_6","caulolatilus",8520,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_6","caulolatilus",8488.5,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_6","caulolatilus",75410.4,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_6","caulolatilus",36550,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_6","caulolatilus",22285,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_6","caulolatilus",9118,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2018,"region_7","caulolatilus",65962.3,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_7","caulolatilus",53719.1,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_7","caulolatilus",37097.9,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_7","caulolatilus",54715.8,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_7","caulolatilus",27439.85,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_7","caulolatilus",9492,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_7","caulolatilus",10505.8,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2018,"region_8","caulolatilus",106251.2,NA,NA,NA,6547.437552,NA,NA,1.24245802,NA,1.24245802,1
2019,"region_8","caulolatilus",117942.9,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_8","caulolatilus",40533.1,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_8","caulolatilus",110318.3,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_8","caulolatilus",96408,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_8","caulolatilus",104260,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2024,"region_8","caulolatilus",68399.8,NA,NA,NA,7806.542717,NA,NA,1.481388945,NA,1.481388945,1
2019,"region_9","caulolatilus",660,NA,NA,NA,6752.867903,NA,NA,1.281440994,NA,1.281440994,1
2020,"region_9","caulolatilus",10,NA,NA,NA,7000.957142,NA,NA,1.328519024,NA,1.328519024,1
2021,"region_9","caulolatilus",25,NA,NA,NA,7290.094695,NA,NA,1.383386485,NA,1.383386485,1
2022,"region_9","caulolatilus",2257,NA,NA,NA,7510.842627,NA,NA,1.425276161,NA,1.425276161,1
2023,"region_9","caulolatilus",1372,NA,NA,NA,7692.960189,NA,NA,1.459835242,NA,1.459835242,1
2021,"region_2","centropomus",66,66,1,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2018,"region_3","centropomus",242,167.32,5,"maximally harvested",2947.626471,0,0.691404958677686,0.950544051,NA,0.950544051,0.950544051
2019,"region_3","centropomus",185.4,167.32,5,"maximally harvested",2628.575614,0,0.902481121898598,0.847657238,NA,0.847657238,0.847657238
2020,"region_3","centropomus",294.8,167.32,5,"maximally harvested",2339.67575,1,0.567571234735414,0.75449345,1.1,1.1,1
2021,"region_3","centropomus",42.9,167.32,5,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2022,"region_3","centropomus",71.5,167.32,5,"maximally harvested",1806.234422,0,1,0.582470473,NA,0.582470473,0.582470473
2023,"region_3","centropomus",5,167.32,5,"maximally harvested",1579.819879,0,1,0.509456813,NA,0.509456813,0.509456813
2024,"region_3","centropomus",29.7,167.32,5,"maximally harvested",1164.805648,0,1,0.375623944,NA,0.375623944,0.375623944
2018,"region_4","centropomus",5777.54,2088.268,5,"maximally harvested",2947.626471,0,0.361445874887928,0.950544051,NA,0.950544051,0.950544051
2019,"region_4","centropomus",41.8,2088.268,5,"maximally harvested",2628.575614,0,1,0.847657238,NA,0.847657238,0.847657238
2020,"region_4","centropomus",110.3,2088.268,5,"maximally harvested",2339.67575,1,1,0.75449345,1.1,1.1,1
2021,"region_4","centropomus",2043.9,2088.268,5,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2022,"region_4","centropomus",2467.8,2088.268,5,"maximally harvested",1806.234422,0,0.846206337628657,0.582470473,NA,0.582470473,0.582470473
2023,"region_4","centropomus",494,2088.268,5,"maximally harvested",1579.819879,0,1,0.509456813,NA,0.509456813,0.509456813
2024,"region_4","centropomus",797.9,2088.268,5,"maximally harvested",1164.805648,0,1,0.375623944,NA,0.375623944,0.375623944
2022,"region_4_5_6_sonora_tbd","centropomus",242,242,1,NA,1806.234422,0,NA,0.582470473,NA,0.582470473,0.582470473
2024,"region_5","centropomus",2000,NA,0,"maximally harvested",1164.805648,0,NA,0.375623944,NA,0.375623944,0.375623944
2019,"region_6","centropomus",26500,13750,2,"maximally harvested",2628.575614,0,0.518867924528302,0.847657238,NA,0.847657238,0.847657238
2021,"region_6","centropomus",1000,13750,2,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2023,"region_6","centropomus",550,13750,2,"maximally harvested",1579.819879,0,1,0.509456813,NA,0.509456813,0.509456813
2018,"region_7","centropomus",6449,12083.68,5,"maximally harvested",2947.626471,0,1,0.950544051,NA,0.950544051,0.950544051
2019,"region_7","centropomus",9657,12083.68,5,"maximally harvested",2628.575614,0,1,0.847657238,NA,0.847657238,0.847657238
2020,"region_7","centropomus",11281.9,12083.68,5,"maximally harvested",2339.67575,1,1,0.75449345,1.1,1.1,1
2021,"region_7","centropomus",8523,12083.68,5,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2022,"region_7","centropomus",24507.5,12083.68,5,"maximally harvested",1806.234422,0,0.493060491686219,0.582470473,NA,0.582470473,0.582470473
2023,"region_7","centropomus",10354,12083.68,5,"maximally harvested",1579.819879,0,1,0.509456813,NA,0.509456813,0.509456813
2024,"region_7","centropomus",9108.7,12083.68,5,"maximally harvested",1164.805648,0,1,0.375623944,NA,0.375623944,0.375623944
2018,"region_8","centropomus",458305.148,541970.8578,5,"maximally harvested",2947.626471,0,1,0.950544051,NA,0.950544051,0.950544051
2019,"region_8","centropomus",645290.771,541970.8578,5,"maximally harvested",2628.575614,0,0.839886268573334,0.847657238,NA,0.847657238,0.847657238
2020,"region_8","centropomus",498500.1,541970.8578,5,"maximally harvested",2339.67575,1,1,0.75449345,1.1,1.1,1
2021,"region_8","centropomus",486555.48,541970.8578,5,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2022,"region_8","centropomus",621202.79,541970.8578,5,"maximally harvested",1806.234422,0,0.872453998154129,0.582470473,NA,0.582470473,0.582470473
2023,"region_8","centropomus",582696,541970.8578,5,"maximally harvested",1579.819879,0,1,0.509456813,NA,0.509456813,0.509456813
2024,"region_8","centropomus",850850.463,541970.8578,5,"maximally harvested",1164.805648,0,0.636975451466611,0.375623944,NA,0.375623944,0.375623944
2018,"region_9","centropomus",1195179.36,822361.412,5,"maximally harvested",2947.626471,0,0.68806527247927,0.950544051,NA,0.950544051,0.950544051
2019,"region_9","centropomus",792825.65,822361.412,5,"maximally harvested",2628.575614,0,1,0.847657238,NA,0.847657238,0.847657238
2020,"region_9","centropomus",647290.9,822361.412,5,"maximally harvested",2339.67575,1,1,0.75449345,1.1,1.1,1
2021,"region_9","centropomus",870226.1,822361.412,5,"maximally harvested",2087.115586,0,1,0.673048408,NA,0.673048408,0.673048408
2022,"region_9","centropomus",606285.05,822361.412,5,"maximally harvested",1806.234422,0,1,0.582470473,NA,0.582470473,0.582470473
2023,"region_9","centropomus",518843,822361.412,5,"maximally harvested",1579.819879,0,1,0.509456813,NA,0.509456813,0.509456813
2024,"region_9","centropomus",693030.75,822361.412,5,"maximally harvested",1164.805648,0,1,0.375623944,NA,0.375623944,0.375623944
2018,"region_1","cynoscion",24626.01,41368.562,5,"maximally harvested",9918.301972,0,1,0.6069342,NA,0.6069342,0.6069342
2019,"region_1","cynoscion",28335.5,41368.562,5,"maximally harvested",10471.43958,0,1,0.640782547,NA,0.640782547,0.640782547
2020,"region_1","cynoscion",24990,41368.562,5,"maximally harvested",10965.30284,1,1,0.671003699,1.2,1.2,1
2021,"region_1","cynoscion",64304.6,41368.562,5,"maximally harvested",11218.70851,0,0.643321970745483,0.686510443,NA,0.686510443,0.686510443
2022,"region_1","cynoscion",64586.7,41368.562,5,"maximally harvested",11288.14505,0,0.640512086853795,0.690759498,NA,0.690759498,0.690759498
2023,"region_1","cynoscion",180928,41368.562,5,"maximally harvested",11219.05725,0,0.228646544481783,0.686531783,NA,0.686531783,0.686531783
2024,"region_1","cynoscion",50375.5,41368.562,5,"maximally harvested",10817.47811,0,0.821203997975206,0.661957807,NA,0.661957807,0.661957807
2018,"region_1_2_baja_tbd","cynoscion",158.4,8671.22,5,NA,9918.301972,0,NA,0.6069342,NA,0.6069342,0.6069342
2019,"region_1_2_baja_tbd","cynoscion",16025.9,8671.22,5,NA,10471.43958,0,NA,0.640782547,NA,0.640782547,0.640782547
2020,"region_1_2_baja_tbd","cynoscion",1576.2,8671.22,5,NA,10965.30284,1,NA,0.671003699,1.2,1.2,1
2021,"region_1_2_baja_tbd","cynoscion",23158.6,8671.22,5,NA,11218.70851,0,NA,0.686510443,NA,0.686510443,0.686510443
2022,"region_1_2_baja_tbd","cynoscion",2437,8671.22,5,NA,11288.14505,0,NA,0.690759498,NA,0.690759498,0.690759498
2023,"region_1_2_baja_tbd","cynoscion",500,8671.22,5,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_1_2_baja_tbd","cynoscion",382.5,8671.22,5,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2018,"region_2","cynoscion",276244.65,270577.53,5,"maximally harvested",9918.301972,0,1,0.6069342,NA,0.6069342,0.6069342
2019,"region_2","cynoscion",272876.2,270577.53,5,"maximally harvested",10471.43958,0,1,0.640782547,NA,0.640782547,0.640782547
2020,"region_2","cynoscion",273233.35,270577.53,5,"maximally harvested",10965.30284,1,1,0.671003699,1.2,1.2,1
2021,"region_2","cynoscion",347719.15,270577.53,5,"maximally harvested",11218.70851,0,0.778149635992151,0.686510443,NA,0.686510443,0.686510443
2022,"region_2","cynoscion",182814.3,270577.53,5,"maximally harvested",11288.14505,0,1,0.690759498,NA,0.690759498,0.690759498
2023,"region_2","cynoscion",441263,270577.53,5,"maximally harvested",11219.05725,0,0.613188801236451,0.686531783,NA,0.686531783,0.686531783
2024,"region_2","cynoscion",463851.1,270577.53,5,"maximally harvested",10817.47811,0,0.583328421555969,0.661957807,NA,0.661957807,0.661957807
2018,"region_3","cynoscion",68334,68673.27,5,NA,9918.301972,0,NA,0.6069342,NA,0.6069342,0.6069342
2019,"region_3","cynoscion",47119.1,68673.27,5,NA,10471.43958,0,NA,0.640782547,NA,0.640782547,0.640782547
2020,"region_3","cynoscion",62850.9,68673.27,5,NA,10965.30284,1,NA,0.671003699,1.2,1.2,1
2021,"region_3","cynoscion",60065.55,68673.27,5,NA,11218.70851,0,NA,0.686510443,NA,0.686510443,0.686510443
2022,"region_3","cynoscion",104996.8,68673.27,5,NA,11288.14505,0,NA,0.690759498,NA,0.690759498,0.690759498
2023,"region_3","cynoscion",113186,68673.27,5,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_3","cynoscion",41374,68673.27,5,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2023,"region_3_4_bcs_tbd","cynoscion",1200,NA,0,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_3_4_bcs_tbd","cynoscion",5487,NA,0,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2018,"region_4","cynoscion",18896.02,11592.704,5,NA,9918.301972,0,NA,0.6069342,NA,0.6069342,0.6069342
2019,"region_4","cynoscion",16547,11592.704,5,NA,10471.43958,0,NA,0.640782547,NA,0.640782547,0.640782547
2020,"region_4","cynoscion",5502.2,11592.704,5,NA,10965.30284,1,NA,0.671003699,1.2,1.2,1
2021,"region_4","cynoscion",6639.9,11592.704,5,NA,11218.70851,0,NA,0.686510443,NA,0.686510443,0.686510443
2022,"region_4","cynoscion",10378.4,11592.704,5,NA,11288.14505,0,NA,0.690759498,NA,0.690759498,0.690759498
2023,"region_4","cynoscion",3264,11592.704,5,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_4","cynoscion",15830.652,11592.704,5,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2018,"region_4_5_6_sonora_tbd","cynoscion",36340,45148.75,4,NA,9918.301972,0,NA,0.6069342,NA,0.6069342,0.6069342
2019,"region_4_5_6_sonora_tbd","cynoscion",1500,45148.75,4,NA,10471.43958,0,NA,0.640782547,NA,0.640782547,0.640782547
2021,"region_4_5_6_sonora_tbd","cynoscion",140000,45148.75,4,NA,11218.70851,0,NA,0.686510443,NA,0.686510443,0.686510443
2022,"region_4_5_6_sonora_tbd","cynoscion",2755,45148.75,4,NA,11288.14505,0,NA,0.690759498,NA,0.690759498,0.690759498
2023,"region_4_5_6_sonora_tbd","cynoscion",182856,45148.75,4,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_4_5_6_sonora_tbd","cynoscion",40000,45148.75,4,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2018,"region_5","cynoscion",55620.2,106379.43,5,"maximally harvested",9918.301972,0,1,0.6069342,NA,0.6069342,0.6069342
2019,"region_5","cynoscion",53590.6,106379.43,5,"maximally harvested",10471.43958,0,1,0.640782547,NA,0.640782547,0.640782547
2020,"region_5","cynoscion",53871.3,106379.43,5,"maximally harvested",10965.30284,1,1,0.671003699,1.2,1.2,1
2021,"region_5","cynoscion",240747.95,106379.43,5,"maximally harvested",11218.70851,0,0.441870553830261,0.686510443,NA,0.686510443,0.686510443
2022,"region_5","cynoscion",128067.1,106379.43,5,"maximally harvested",11288.14505,0,0.830653852550733,0.690759498,NA,0.690759498,0.690759498
2023,"region_5","cynoscion",227192,106379.43,5,"maximally harvested",11219.05725,0,0.468235809359485,0.686531783,NA,0.686531783,0.686531783
2024,"region_5","cynoscion",1122400.9,106379.43,5,"maximally harvested",10817.47811,0,0.0947784610650259,0.661957807,NA,0.661957807,0.661957807
2018,"region_6","cynoscion",141520.7,258691.68,5,"maximally harvested",9918.301972,0,1,0.6069342,NA,0.6069342,0.6069342
2019,"region_6","cynoscion",225780.2,258691.68,5,"maximally harvested",10471.43958,0,1,0.640782547,NA,0.640782547,0.640782547
2020,"region_6","cynoscion",314615.6,258691.68,5,"maximally harvested",10965.30284,1,0.822246830735666,0.671003699,1.2,1.2,1
2021,"region_6","cynoscion",361776.2,258691.68,5,"maximally harvested",11218.70851,0,0.715059973541654,0.686510443,NA,0.686510443,0.686510443
2022,"region_6","cynoscion",249765.7,258691.68,5,"maximally harvested",11288.14505,0,1,0.690759498,NA,0.690759498,0.690759498
2023,"region_6","cynoscion",393632,258691.68,5,"maximally harvested",11219.05725,0,0.657191691732379,0.686531783,NA,0.686531783,0.686531783
2024,"region_6","cynoscion",517634.8,258691.68,5,"maximally harvested",10817.47811,0,0.499757126066485,0.661957807,NA,0.661957807,0.661957807
2018,"region_7","cynoscion",219955.8,296125.96,5,"maximally harvested",9918.301972,0,1,0.6069342,NA,0.6069342,0.6069342
2019,"region_7","cynoscion",155110.2,296125.96,5,"maximally harvested",10471.43958,0,1,0.640782547,NA,0.640782547,0.640782547
2020,"region_7","cynoscion",414168.6,296125.96,5,"maximally harvested",10965.30284,1,0.714988919971239,0.671003699,1.2,1.2,1
2021,"region_7","cynoscion",402527.4,296125.96,5,"maximally harvested",11218.70851,0,0.735666590646997,0.686510443,NA,0.686510443,0.686510443
2022,"region_7","cynoscion",288867.8,296125.96,5,"maximally harvested",11288.14505,0,1,0.690759498,NA,0.690759498,0.690759498
2023,"region_7","cynoscion",226684,296125.96,5,"maximally harvested",11219.05725,0,1,0.686531783,NA,0.686531783,0.686531783
2024,"region_7","cynoscion",407812.3,296125.96,5,"maximally harvested",10817.47811,0,0.726132978333415,0.661957807,NA,0.661957807,0.661957807
2018,"region_8","cynoscion",1324805.805,1706888.0632,5,NA,9918.301972,0,NA,0.6069342,NA,0.6069342,0.6069342
2019,"region_8","cynoscion",1646715.27,1706888.0632,5,NA,10471.43958,0,NA,0.640782547,NA,0.640782547,0.640782547
2020,"region_8","cynoscion",1512858.791,1706888.0632,5,NA,10965.30284,1,NA,0.671003699,1.2,1.2,1
2021,"region_8","cynoscion",2270779.7,1706888.0632,5,NA,11218.70851,0,NA,0.686510443,NA,0.686510443,0.686510443
2022,"region_8","cynoscion",1779280.75,1706888.0632,5,NA,11288.14505,0,NA,0.690759498,NA,0.690759498,0.690759498
2023,"region_8","cynoscion",2376399,1706888.0632,5,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_8","cynoscion",3170729.452,1706888.0632,5,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2018,"region_9","cynoscion",1008650.5,693537.36,5,NA,9918.301972,0,NA,0.6069342,NA,0.6069342,0.6069342
2019,"region_9","cynoscion",846680.15,693537.36,5,NA,10471.43958,0,NA,0.640782547,NA,0.640782547,0.640782547
2020,"region_9","cynoscion",474268.25,693537.36,5,NA,10965.30284,1,NA,0.671003699,1.2,1.2,1
2021,"region_9","cynoscion",613087,693537.36,5,NA,11218.70851,0,NA,0.686510443,NA,0.686510443,0.686510443
2022,"region_9","cynoscion",525000.9,693537.36,5,NA,11288.14505,0,NA,0.690759498,NA,0.690759498,0.690759498
2023,"region_9","cynoscion",429623,693537.36,5,NA,11219.05725,0,NA,0.686531783,NA,0.686531783,0.686531783
2024,"region_9","cynoscion",507879.15,693537.36,5,NA,10817.47811,0,NA,0.661957807,NA,0.661957807,0.661957807
2018,"region_1","epinephelus",413.6,NA,NA,NA,1109.356363,NA,NA,0.476175011,NA,0.476175011,0.476175011
2019,"region_1","epinephelus",242,NA,NA,NA,1133.649176,NA,NA,0.486602346,NA,0.486602346,0.486602346
2020,"region_1","epinephelus",599.5,NA,NA,NA,1160.710945,NA,NA,0.498218215,NA,0.498218215,0.498218215
2022,"region_1","epinephelus",44,NA,NA,NA,1182.838027,NA,NA,0.507715942,NA,0.507715942,0.507715942
2024,"region_1","epinephelus",53,NA,NA,NA,1191.386379,NA,NA,0.511385197,NA,0.511385197,0.511385197
