"","yr","OHI_Region_No","stock","total_catch_kg","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"1143",2021,"Region_9","lutjanus",1029503.85,12832.5749,0.732634093,0.557230395,0.912818944,1.41383296,1.13475102,1.858876035
"1144",2022,"Region_9","lutjanus",1056133,11081.56826,0.632666068,0.422378036,0.837668539,1.562397171,1.180031993,2.340262964
"1145",2023,"Region_9","lutjanus",961178,10033.39229,0.572823874,0.270335203,0.806082017,1.696300481,1.205437401,3.594357673
"1146",2024,"Region_9","lutjanus",1080695.23,9147.901773,0.522269675,0.048260958,0.788174247,1.917390627,1.270524865,20.74958763
"1147",2015,"Region_1","megastraea",3500,24877.27651,1.984107863,1.896681316,1.995634206,0.013367373,0.013290166,0.013983535
"1148",2016,"Region_1","megastraea",2660,24899.88066,1.985910676,1.92302506,1.996099075,0.005674957,0.005645991,0.005860536
"1149",2017,"Region_1","megastraea",8902,24942.48441,1.989308573,1.944741665,1.997148829,0.008034109,0.008002569,0.008218223
"1150",2020,"Region_1","megastraea",23280,24963.90537,1.991017019,1.966013302,1.997406987,0.015031319,0.014983231,0.015222487
"1151",2021,"Region_1","megastraea",3000,24946.5368,1.989631775,1.963671046,1.996903124,0.005129183,0.005110506,0.005196993
"1152",2022,"Region_1","megastraea",13000,24952.12578,1.990077529,1.965360191,1.997099077,0.01653001,0.016471893,0.0167379
"1153",2023,"Region_1","megastraea",700,24935.06106,1.988716517,1.962023645,1.996630867,0.006210017,0.006185401,0.006294503
"1154",2024,"Region_1","megastraea",6300,24949.96582,1.989905259,1.965133092,1.997077313,0.011508706,0.011467375,0.011653783
"1155",2021,"Region_2","megastraea",7029,24946.5368,1.989631775,1.963671046,1.996903124,0.005129183,0.005110506,0.005196993
"1156",2014,"Region_3","megastraea",36855,24852.75836,1.982152397,1.85749868,1.995123124,0.005244447,0.005210351,0.005596393
"1157",2015,"Region_3","megastraea",87913,24877.27651,1.984107863,1.896681316,1.995634206,0.013367373,0.013290166,0.013983535
"1158",2016,"Region_3","megastraea",37296,24899.88066,1.985910676,1.92302506,1.996099075,0.005674957,0.005645991,0.005860536
"1159",2017,"Region_3","megastraea",47761,24942.48441,1.989308573,1.944741665,1.997148829,0.008034109,0.008002569,0.008218223
"1160",2018,"Region_3","megastraea",72394,24953.09808,1.990155075,1.955468346,1.997284033,0.010260203,0.010223581,0.010442202
"1161",2019,"Region_3","megastraea",60431,24965.6487,1.99115606,1.96328684,1.997533175,0.008560414,0.008533085,0.008681931
"1162",2020,"Region_3","megastraea",82824,24963.90537,1.991017019,1.966013302,1.997406987,0.015031319,0.014983231,0.015222487
"1163",2021,"Region_3","megastraea",26152,24946.5368,1.989631775,1.963671046,1.996903124,0.005129183,0.005110506,0.005196993
"1164",2022,"Region_3","megastraea",103628,24952.12578,1.990077529,1.965360191,1.997099077,0.01653001,0.016471893,0.0167379
"1165",2023,"Region_3","megastraea",43085,24935.06106,1.988716517,1.962023645,1.996630867,0.006210017,0.006185401,0.006294503
"1166",2024,"Region_3","megastraea",74893,24949.96582,1.989905259,1.965133092,1.997077313,0.011508706,0.011467375,0.011653783
"1167",2015,"Region_3_4_BCS_TBD","megastraea",2618,24877.27651,1.984107863,1.896681316,1.995634206,0.013367373,0.013290166,0.013983535
"1168",2014,"Region_1","micropogonias",2345833.81,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1169",2015,"Region_1","micropogonias",1780537.5,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1170",2016,"Region_1","micropogonias",489235,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1171",2017,"Region_1","micropogonias",495870,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1172",2018,"Region_1","micropogonias",370791,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1173",2019,"Region_1","micropogonias",109097,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1174",2020,"Region_1","micropogonias",206073.9,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1175",2021,"Region_1","micropogonias",2898646,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1176",2022,"Region_1","micropogonias",2012861,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1177",2023,"Region_1","micropogonias",3028051,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1178",2024,"Region_1","micropogonias",2517347,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1179",2015,"Region_1_2_Baja_TBD","micropogonias",135217,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1180",2020,"Region_1_2_Baja_TBD","micropogonias",500,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1181",2022,"Region_1_2_Baja_TBD","micropogonias",29114,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1182",2024,"Region_1_2_Baja_TBD","micropogonias",12687,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1183",2014,"Region_2","micropogonias",59413.1,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1184",2015,"Region_2","micropogonias",34555,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1185",2016,"Region_2","micropogonias",5336.44,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1186",2017,"Region_2","micropogonias",231754.05,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1187",2018,"Region_2","micropogonias",817736,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1188",2019,"Region_2","micropogonias",3653073.4,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1189",2020,"Region_2","micropogonias",1074180,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1190",2021,"Region_2","micropogonias",1218371.6,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1191",2022,"Region_2","micropogonias",1403073,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1192",2023,"Region_2","micropogonias",1555005,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1193",2024,"Region_2","micropogonias",1514705.5,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1194",2014,"Region_3","micropogonias",7266.05,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1195",2015,"Region_3","micropogonias",5119.1,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1196",2016,"Region_3","micropogonias",1812.5,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1197",2017,"Region_3","micropogonias",1003,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1198",2018,"Region_3","micropogonias",1501.9,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1199",2019,"Region_3","micropogonias",8126,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1200",2020,"Region_3","micropogonias",32670,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1201",2021,"Region_3","micropogonias",32044,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1202",2022,"Region_3","micropogonias",2819.3,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1203",2023,"Region_3","micropogonias",3486,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1204",2024,"Region_3","micropogonias",8651,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1205",2014,"Region_4","micropogonias",21539.5,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1206",2015,"Region_4","micropogonias",9498,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1207",2016,"Region_4","micropogonias",12622,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1208",2017,"Region_4","micropogonias",330,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1209",2020,"Region_4","micropogonias",1587.5,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1210",2014,"Region_4_5_6_Sonora_TBD","micropogonias",48320,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1211",2015,"Region_4_5_6_Sonora_TBD","micropogonias",5190,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1212",2016,"Region_4_5_6_Sonora_TBD","micropogonias",10758,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1213",2017,"Region_4_5_6_Sonora_TBD","micropogonias",73035,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1214",2018,"Region_4_5_6_Sonora_TBD","micropogonias",39550,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1215",2019,"Region_4_5_6_Sonora_TBD","micropogonias",4500,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1216",2021,"Region_4_5_6_Sonora_TBD","micropogonias",1782010,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1217",2022,"Region_4_5_6_Sonora_TBD","micropogonias",1041154.5,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1218",2023,"Region_4_5_6_Sonora_TBD","micropogonias",528080,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1219",2024,"Region_4_5_6_Sonora_TBD","micropogonias",698320,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1220",2014,"Region_5","micropogonias",4341826,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1221",2015,"Region_5","micropogonias",3744438.9,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1222",2016,"Region_5","micropogonias",2849195,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1223",2017,"Region_5","micropogonias",2046404.9,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1224",2018,"Region_5","micropogonias",1384575,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1225",2019,"Region_5","micropogonias",1669375.6,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1226",2020,"Region_5","micropogonias",459637.3,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1227",2021,"Region_5","micropogonias",2769745.8,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1228",2022,"Region_5","micropogonias",3151108,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1229",2023,"Region_5","micropogonias",5499944,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1230",2024,"Region_5","micropogonias",5073572.8,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1231",2014,"Region_6","micropogonias",98357.1,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1232",2015,"Region_6","micropogonias",129630.7,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1233",2016,"Region_6","micropogonias",225867.9,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1234",2017,"Region_6","micropogonias",110763.4,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1235",2018,"Region_6","micropogonias",144226.9,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1236",2019,"Region_6","micropogonias",534348.5,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1237",2020,"Region_6","micropogonias",382946.1,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1238",2021,"Region_6","micropogonias",307371.8,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1239",2022,"Region_6","micropogonias",330302.6,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1240",2023,"Region_6","micropogonias",624134,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1241",2024,"Region_6","micropogonias",377410.1,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1242",2014,"Region_7","micropogonias",834438,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1243",2015,"Region_7","micropogonias",981269.35,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1244",2016,"Region_7","micropogonias",1028808.7,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1245",2017,"Region_7","micropogonias",1539220,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1246",2018,"Region_7","micropogonias",1779606,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1247",2019,"Region_7","micropogonias",2291051.3,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1248",2020,"Region_7","micropogonias",679966.5,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1249",2021,"Region_7","micropogonias",1407142.8,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1250",2022,"Region_7","micropogonias",1143939.8,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1251",2023,"Region_7","micropogonias",2005991,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1252",2024,"Region_7","micropogonias",1451537.2,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1253",2014,"Region_8","micropogonias",905468.6,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1254",2015,"Region_8","micropogonias",1059302,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1255",2016,"Region_8","micropogonias",1194891,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1256",2017,"Region_8","micropogonias",1341102.7,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1257",2018,"Region_8","micropogonias",1090091.2,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1258",2019,"Region_8","micropogonias",1473342.6,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1259",2020,"Region_8","micropogonias",1351867.3,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1260",2021,"Region_8","micropogonias",1229716,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1261",2022,"Region_8","micropogonias",1498965.9,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1262",2023,"Region_8","micropogonias",1226914,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1263",2024,"Region_8","micropogonias",1094550.9,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1264",2014,"Region_9","micropogonias",194604.4,24180.83991,0.660833325,0.468666375,0.783824969,1.438789625,1.213026083,2.028735541
"1265",2015,"Region_9","micropogonias",213493.95,23219.80846,0.634569489,0.453697366,0.757874116,1.369971076,1.147079478,1.916127161
"1266",2016,"Region_9","micropogonias",296118.85,22908.45762,0.626060644,0.449973286,0.769150343,1.048465626,0.853413213,1.458760079
"1267",2017,"Region_9","micropogonias",261795.2,22701.27036,0.620398465,0.444560428,0.772098147,1.055721683,0.848296443,1.473293776
"1268",2018,"Region_9","micropogonias",242655.85,22992.48431,0.628356993,0.456294713,0.798861216,1.002963814,0.788897137,1.381167276
"1269",2019,"Region_9","micropogonias",153587.7,24503.41657,0.669648958,0.479152075,0.86334738,1.58647725,1.23053925,2.217214308
"1270",2020,"Region_9","micropogonias",235545.35,25040.05184,0.684314555,0.477340148,0.892839641,0.694151499,0.53203056,0.995135181
"1271",2021,"Region_9","micropogonias",227690.8,26108.68086,0.713518903,0.514668721,0.93769463,1.786260336,1.359217037,2.476409513
"1272",2022,"Region_9","micropogonias",218582.7,25317.28309,0.691890953,0.488738719,0.927994539,1.680610796,1.253023974,2.379184132
"1273",2023,"Region_9","micropogonias",172345,24571.70481,0.671515193,0.422079988,0.893730564,2.341001646,1.758939703,3.724455591
"1274",2024,"Region_9","micropogonias",198688.85,20309.35436,0.555030272,0.221876808,0.792292552,2.504191741,1.754279048,6.264297009
"1275",2014,"Region_1","mugil",4484,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1276",2015,"Region_1","mugil",22380,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1277",2016,"Region_1","mugil",6150,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1278",2021,"Region_1","mugil",125,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1279",2022,"Region_1","mugil",400,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1280",2021,"Region_1_2_Baja_TBD","mugil",1200,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1281",2014,"Region_2","mugil",12133,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1282",2015,"Region_2","mugil",59245,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1283",2016,"Region_2","mugil",34782,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1284",2017,"Region_2","mugil",50333,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1285",2018,"Region_2","mugil",50060.5,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1286",2019,"Region_2","mugil",36503,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1287",2020,"Region_2","mugil",33814,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1288",2021,"Region_2","mugil",23173,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1289",2022,"Region_2","mugil",25463,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1290",2014,"Region_3","mugil",8743,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1291",2015,"Region_3","mugil",43779,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1292",2016,"Region_3","mugil",19105,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1293",2017,"Region_3","mugil",20607,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1294",2018,"Region_3","mugil",26081,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1295",2019,"Region_3","mugil",44906,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1296",2020,"Region_3","mugil",20410,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1297",2021,"Region_3","mugil",23892,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1298",2022,"Region_3","mugil",23876,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1299",2023,"Region_3","mugil",15810,4333.412002,0.397485841,0.264031524,0.535112241,0.436498018,0.324234373,0.657125251
"1300",2024,"Region_3","mugil",11957,4412.782564,0.404766172,0.214712099,0.595475077,0.386914346,0.262999821,0.729394568
"1301",2014,"Region_4","mugil",19912,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1302",2015,"Region_4","mugil",12033,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1303",2016,"Region_4","mugil",17672,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1304",2017,"Region_4","mugil",15515,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1305",2018,"Region_4","mugil",10620,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1306",2019,"Region_4","mugil",5388,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1307",2020,"Region_4","mugil",755,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1308",2021,"Region_4","mugil",14369.7,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1309",2022,"Region_4","mugil",2296,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1310",2023,"Region_4","mugil",275,4333.412002,0.397485841,0.264031524,0.535112241,0.436498018,0.324234373,0.657125251
"1311",2024,"Region_4","mugil",1945,4412.782564,0.404766172,0.214712099,0.595475077,0.386914346,0.262999821,0.729394568
"1312",2015,"Region_4_5_6_Sonora_TBD","mugil",380,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1313",2014,"Region_5","mugil",1542,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1314",2015,"Region_5","mugil",68133,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1315",2016,"Region_5","mugil",12724,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1316",2017,"Region_5","mugil",6241,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1317",2018,"Region_5","mugil",3455,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1318",2019,"Region_5","mugil",5685,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1319",2020,"Region_5","mugil",300,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1320",2021,"Region_5","mugil",5200,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1321",2022,"Region_5","mugil",8900,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1322",2023,"Region_5","mugil",2767,4333.412002,0.397485841,0.264031524,0.535112241,0.436498018,0.324234373,0.657125251
"1323",2014,"Region_6","mugil",800,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1324",2015,"Region_6","mugil",60672,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1325",2016,"Region_6","mugil",73678,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1326",2017,"Region_6","mugil",72601,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1327",2018,"Region_6","mugil",50756,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1328",2019,"Region_6","mugil",62194,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1329",2020,"Region_6","mugil",50410,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1330",2021,"Region_6","mugil",46651,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1331",2022,"Region_6","mugil",54611,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1332",2023,"Region_6","mugil",3675,4333.412002,0.397485841,0.264031524,0.535112241,0.436498018,0.324234373,0.657125251
"1333",2014,"Region_7","mugil",41700,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1334",2015,"Region_7","mugil",93028,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1335",2016,"Region_7","mugil",142889,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1336",2017,"Region_7","mugil",106437,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1337",2018,"Region_7","mugil",79568,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1338",2019,"Region_7","mugil",67608,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1339",2020,"Region_7","mugil",56345,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1340",2021,"Region_7","mugil",59816,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1341",2022,"Region_7","mugil",90045,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1342",2024,"Region_7","mugil",1300,4412.782564,0.404766172,0.214712099,0.595475077,0.386914346,0.262999821,0.729394568
"1343",2014,"Region_8","mugil",1502251,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1344",2015,"Region_8","mugil",2263371,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1345",2016,"Region_8","mugil",2771849.5,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
"1346",2017,"Region_8","mugil",2756291.5,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1347",2018,"Region_8","mugil",3031910.3,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1348",2019,"Region_8","mugil",3235176.83,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1349",2020,"Region_8","mugil",2067394,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1350",2021,"Region_8","mugil",1288051,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1351",2022,"Region_8","mugil",1897665.3,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1352",2023,"Region_8","mugil",277157,4333.412002,0.397485841,0.264031524,0.535112241,0.436498018,0.324234373,0.657125251
"1353",2024,"Region_8","mugil",265404.5,4412.782564,0.404766172,0.214712099,0.595475077,0.386914346,0.262999821,0.729394568
"1354",2014,"Region_9","mugil",461491.8,8512.529173,0.780818859,0.630453533,0.918848201,0.919374149,0.781265798,1.138648032
"1355",2015,"Region_9","mugil",494305.2,8613.418651,0.790073031,0.640842314,0.94088923,1.379610941,1.158471542,1.700876132
"1356",2016,"Region_9","mugil",437594,8656.013422,0.793980072,0.661042022,0.950767165,1.548587178,1.293216051,1.860013914
