"","yr","OHI_Region_No","stock","total_catch_kg","B","B.Bmsy","lcl.B.Bmsy","ucl.B.Bmsy","F.Fmsy","lcl.F.Fmsy","ucl.F.Fmsy"
"1357",2017,"Region_9","mugil",320367,8447.048601,0.774812599,0.635567173,0.935801593,1.51105859,1.251106261,1.842114072
"1358",2018,"Region_9","mugil",392736.6,7876.502641,0.722478793,0.604363509,0.865267724,1.764153513,1.473027903,2.108935239
"1359",2019,"Region_9","mugil",277515.4,7094.084982,0.650710879,0.552960768,0.767025519,2.006972363,1.702627512,2.361756612
"1360",2020,"Region_9","mugil",154196.2,6126.546083,0.561962564,0.478307121,0.659116656,1.483105406,1.264495001,1.742499076
"1361",2021,"Region_9","mugil",89613,5243.907737,0.481001824,0.399518852,0.573349857,1.172830557,0.98392566,1.412032583
"1362",2022,"Region_9","mugil",94163.3,4723.068818,0.433227438,0.333436195,0.540348046,2.046881528,1.641100114,2.659475045
"1363",2023,"Region_9","mugil",94786,4333.412002,0.397485841,0.264031524,0.535112241,0.436498018,0.324234373,0.657125251
"1364",2024,"Region_9","mugil",81980,4412.782564,0.404766172,0.214712099,0.595475077,0.386914346,0.262999821,0.729394568
"1365",2014,"Region_1","mustelus",190,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1366",2017,"Region_1","mustelus",493,2591.31364,1.432927871,1.170281686,1.636876863,1.336103225,1.169629551,1.635964719
"1367",2020,"Region_1","mustelus",3906.25,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1368",2021,"Region_1","mustelus",23650,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1369",2022,"Region_1","mustelus",1189.85,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1370",2023,"Region_1","mustelus",3794,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1371",2024,"Region_1","mustelus",10159.9,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1372",2019,"Region_1_2_Baja_TBD","mustelus",150,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1373",2014,"Region_2","mustelus",3120,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1374",2016,"Region_2","mustelus",7130,2569.997804,1.421140778,1.151068748,1.637924417,0.770815655,0.66879616,0.95166997
"1375",2017,"Region_2","mustelus",1980,2591.31364,1.432927871,1.170281686,1.636876863,1.336103225,1.169629551,1.635964719
"1376",2019,"Region_2","mustelus",4212.5,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1377",2020,"Region_2","mustelus",1028.75,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1378",2021,"Region_2","mustelus",1981.25,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1379",2022,"Region_2","mustelus",67132.25,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1380",2023,"Region_2","mustelus",14497,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1381",2024,"Region_2","mustelus",40101,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1382",2014,"Region_3","mustelus",673.2,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1383",2015,"Region_3","mustelus",3190.4,2489.566213,1.376664236,1.101465196,1.589027764,0.457043853,0.395962828,0.571235413
"1384",2019,"Region_3","mustelus",5282,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1385",2020,"Region_3","mustelus",11023,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1386",2021,"Region_3","mustelus",8576,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1387",2022,"Region_3","mustelus",11613,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1388",2023,"Region_3","mustelus",21426,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1389",2024,"Region_3","mustelus",13589.2,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1390",2014,"Region_4","mustelus",5654.1,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1391",2015,"Region_4","mustelus",3425,2489.566213,1.376664236,1.101465196,1.589027764,0.457043853,0.395962828,0.571235413
"1392",2016,"Region_4","mustelus",2302.5,2569.997804,1.421140778,1.151068748,1.637924417,0.770815655,0.66879616,0.95166997
"1393",2017,"Region_4","mustelus",2229.5,2591.31364,1.432927871,1.170281686,1.636876863,1.336103225,1.169629551,1.635964719
"1394",2018,"Region_4","mustelus",3608,2508.424844,1.387092561,1.139815826,1.557481445,1.214449998,1.081588845,1.477918204
"1395",2019,"Region_4","mustelus",855,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1396",2020,"Region_4","mustelus",19540.25,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1397",2021,"Region_4","mustelus",21630,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1398",2022,"Region_4","mustelus",12572,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1399",2023,"Region_4","mustelus",19492,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1400",2024,"Region_4","mustelus",4483.8,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1401",2014,"Region_4_5_6_Sonora_TBD","mustelus",3630,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1402",2023,"Region_4_5_6_Sonora_TBD","mustelus",3088,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1403",2024,"Region_4_5_6_Sonora_TBD","mustelus",1250,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1404",2014,"Region_5","mustelus",7136.9,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1405",2015,"Region_5","mustelus",8301,2489.566213,1.376664236,1.101465196,1.589027764,0.457043853,0.395962828,0.571235413
"1406",2016,"Region_5","mustelus",7483.5,2569.997804,1.421140778,1.151068748,1.637924417,0.770815655,0.66879616,0.95166997
"1407",2017,"Region_5","mustelus",5048.75,2591.31364,1.432927871,1.170281686,1.636876863,1.336103225,1.169629551,1.635964719
"1408",2018,"Region_5","mustelus",5650,2508.424844,1.387092561,1.139815826,1.557481445,1.214449998,1.081588845,1.477918204
"1409",2019,"Region_5","mustelus",262.5,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1410",2020,"Region_5","mustelus",4235,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1411",2022,"Region_5","mustelus",37758.75,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1412",2023,"Region_5","mustelus",31031,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1413",2024,"Region_5","mustelus",183876.75,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1414",2014,"Region_6","mustelus",19458.75,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1415",2015,"Region_6","mustelus",125656.5,2489.566213,1.376664236,1.101465196,1.589027764,0.457043853,0.395962828,0.571235413
"1416",2016,"Region_6","mustelus",232615,2569.997804,1.421140778,1.151068748,1.637924417,0.770815655,0.66879616,0.95166997
"1417",2017,"Region_6","mustelus",429421.25,2591.31364,1.432927871,1.170281686,1.636876863,1.336103225,1.169629551,1.635964719
"1418",2018,"Region_6","mustelus",373750,2508.424844,1.387092561,1.139815826,1.557481445,1.214449998,1.081588845,1.477918204
"1419",2019,"Region_6","mustelus",274241.15,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1420",2020,"Region_6","mustelus",300207.5,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1421",2021,"Region_6","mustelus",347341.5,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1422",2022,"Region_6","mustelus",359857,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1423",2023,"Region_6","mustelus",265614,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1424",2024,"Region_6","mustelus",367840.5,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1425",2014,"Region_7","mustelus",8881.25,2378.216196,1.315090624,1.038634196,1.506841583,0.161318825,0.14079043,0.204257548
"1426",2015,"Region_7","mustelus",3993.75,2489.566213,1.376664236,1.101465196,1.589027764,0.457043853,0.395962828,0.571235413
"1427",2016,"Region_7","mustelus",1896.25,2569.997804,1.421140778,1.151068748,1.637924417,0.770815655,0.66879616,0.95166997
"1428",2017,"Region_7","mustelus",720,2591.31364,1.432927871,1.170281686,1.636876863,1.336103225,1.169629551,1.635964719
"1429",2018,"Region_7","mustelus",3842.2,2508.424844,1.387092561,1.139815826,1.557481445,1.214449998,1.081588845,1.477918204
"1430",2019,"Region_7","mustelus",117.5,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1431",2020,"Region_7","mustelus",3679.25,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1432",2021,"Region_7","mustelus",50301.25,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1433",2022,"Region_7","mustelus",52897.5,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1434",2023,"Region_7","mustelus",69000,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1435",2024,"Region_7","mustelus",173488.4,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1436",2016,"Region_8","mustelus",265,2569.997804,1.421140778,1.151068748,1.637924417,0.770815655,0.66879616,0.95166997
"1437",2018,"Region_8","mustelus",200,2508.424844,1.387092561,1.139815826,1.557481445,1.214449998,1.081588845,1.477918204
"1438",2020,"Region_8","mustelus",7042,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1439",2021,"Region_8","mustelus",4392.5,2082.904734,1.1517912,0.946880602,1.364178508,1.730169251,1.460801285,2.104588173
"1440",2022,"Region_8","mustelus",2925,1951.916566,1.079358209,0.875123649,1.319794357,2.20141214,1.800365529,2.715173187
"1441",2023,"Region_8","mustelus",7408,1751.594193,0.968585238,0.757392073,1.247006256,1.956223573,1.519454507,2.501702014
"1442",2024,"Region_8","mustelus",12000,1530.805309,0.846494827,0.610386826,1.17717543,4.148143201,2.982887405,5.752715515
"1443",2019,"Region_9","mustelus",610,2361.340652,1.305758894,1.074601163,1.470549667,0.952382971,0.845658302,1.157250315
"1444",2020,"Region_9","mustelus",880,2207.086116,1.220460218,1.008614029,1.405562919,1.253635773,1.088540803,1.516945575
"1445",2014,"Region_1","mycteroperca",8108.4,15711.85844,1.779000821,1.622934617,1.859288041,0.208525176,0.199520704,0.228577575
"1446",2015,"Region_1","mycteroperca",7114,15739.84147,1.782169246,1.631023331,1.85690462,0.326832379,0.313678262,0.357119731
"1447",2016,"Region_1","mycteroperca",4934,15659.66491,1.773091124,1.625750961,1.842310365,0.307405973,0.295856123,0.335265865
"1448",2017,"Region_1","mycteroperca",5184.9,15520.08929,1.757287446,1.61120783,1.822000046,0.312543959,0.301443229,0.340880652
"1449",2018,"Region_1","mycteroperca",15055.1,15347.72488,1.737771205,1.589555964,1.798377699,0.305259371,0.294971932,0.333722723
"1450",2019,"Region_1","mycteroperca",44691,15234.16833,1.724913579,1.572331766,1.794763017,1.126552184,1.082708492,1.23587477
"1451",2020,"Region_1","mycteroperca",24267.6,14549.96332,1.647443349,1.47468858,1.750647282,0.444422225,0.418222703,0.496484782
"1452",2021,"Region_1","mycteroperca",15408.5,13929.45019,1.577184737,1.378470376,1.712345066,0.586844705,0.540523362,0.671441714
"1453",2022,"Region_1","mycteroperca",19998,13275.68441,1.50316104,1.268598387,1.670575388,0.583450034,0.524980415,0.691329399
"1454",2023,"Region_1","mycteroperca",51794,13159.48602,1.490004288,1.246348554,1.661214578,0.633783351,0.568463534,0.757685245
"1455",2024,"Region_1","mycteroperca",29390,12964.96487,1.467979312,1.211619379,1.647849373,0.537174637,0.478539645,0.650832487
"1456",2015,"Region_1_2_Baja_TBD","mycteroperca",4804,15739.84147,1.782169246,1.631023331,1.85690462,0.326832379,0.313678262,0.357119731
"1457",2016,"Region_1_2_Baja_TBD","mycteroperca",1628,15659.66491,1.773091124,1.625750961,1.842310365,0.307405973,0.295856123,0.335265865
"1458",2017,"Region_1_2_Baja_TBD","mycteroperca",575,15520.08929,1.757287446,1.61120783,1.822000046,0.312543959,0.301443229,0.340880652
"1459",2018,"Region_1_2_Baja_TBD","mycteroperca",422,15347.72488,1.737771205,1.589555964,1.798377699,0.305259371,0.294971932,0.333722723
"1460",2019,"Region_1_2_Baja_TBD","mycteroperca",563,15234.16833,1.724913579,1.572331766,1.794763017,1.126552184,1.082708492,1.23587477
"1461",2020,"Region_1_2_Baja_TBD","mycteroperca",351.2,14549.96332,1.647443349,1.47468858,1.750647282,0.444422225,0.418222703,0.496484782
"1462",2021,"Region_1_2_Baja_TBD","mycteroperca",224,13929.45019,1.577184737,1.378470376,1.712345066,0.586844705,0.540523362,0.671441714
"1463",2022,"Region_1_2_Baja_TBD","mycteroperca",4086,13275.68441,1.50316104,1.268598387,1.670575388,0.583450034,0.524980415,0.691329399
"1464",2024,"Region_1_2_Baja_TBD","mycteroperca",130,12964.96487,1.467979312,1.211619379,1.647849373,0.537174637,0.478539645,0.650832487
"1465",2014,"Region_2","mycteroperca",44915.25,15711.85844,1.779000821,1.622934617,1.859288041,0.208525176,0.199520704,0.228577575
"1466",2015,"Region_2","mycteroperca",60286.85,15739.84147,1.782169246,1.631023331,1.85690462,0.326832379,0.313678262,0.357119731
"1467",2016,"Region_2","mycteroperca",131779.28,15659.66491,1.773091124,1.625750961,1.842310365,0.307405973,0.295856123,0.335265865
"1468",2017,"Region_2","mycteroperca",100712.8,15520.08929,1.757287446,1.61120783,1.822000046,0.312543959,0.301443229,0.340880652
"1469",2018,"Region_2","mycteroperca",49024.35,15347.72488,1.737771205,1.589555964,1.798377699,0.305259371,0.294971932,0.333722723
"1470",2019,"Region_2","mycteroperca",46174.59,15234.16833,1.724913579,1.572331766,1.794763017,1.126552184,1.082708492,1.23587477
"1471",2020,"Region_2","mycteroperca",157490,14549.96332,1.647443349,1.47468858,1.750647282,0.444422225,0.418222703,0.496484782
"1472",2021,"Region_2","mycteroperca",226648.2,13929.45019,1.577184737,1.378470376,1.712345066,0.586844705,0.540523362,0.671441714
"1473",2022,"Region_2","mycteroperca",175726.2,13275.68441,1.50316104,1.268598387,1.670575388,0.583450034,0.524980415,0.691329399
"1474",2023,"Region_2","mycteroperca",220690,13159.48602,1.490004288,1.246348554,1.661214578,0.633783351,0.568463534,0.757685245
"1475",2024,"Region_2","mycteroperca",218713.85,12964.96487,1.467979312,1.211619379,1.647849373,0.537174637,0.478539645,0.650832487
"1476",2014,"Region_3","mycteroperca",79393.2,15711.85844,1.779000821,1.622934617,1.859288041,0.208525176,0.199520704,0.228577575
"1477",2015,"Region_3","mycteroperca",134374.9,15739.84147,1.782169246,1.631023331,1.85690462,0.326832379,0.313678262,0.357119731
"1478",2016,"Region_3","mycteroperca",97854.9,15659.66491,1.773091124,1.625750961,1.842310365,0.307405973,0.295856123,0.335265865
"1479",2017,"Region_3","mycteroperca",177822.05,15520.08929,1.757287446,1.61120783,1.822000046,0.312543959,0.301443229,0.340880652
"1480",2018,"Region_3","mycteroperca",219727.65,15347.72488,1.737771205,1.589555964,1.798377699,0.305259371,0.294971932,0.333722723
"1481",2019,"Region_3","mycteroperca",230049.6,15234.16833,1.724913579,1.572331766,1.794763017,1.126552184,1.082708492,1.23587477
"1482",2020,"Region_3","mycteroperca",246031.35,14549.96332,1.647443349,1.47468858,1.750647282,0.444422225,0.418222703,0.496484782
"1483",2021,"Region_3","mycteroperca",333737.05,13929.45019,1.577184737,1.378470376,1.712345066,0.586844705,0.540523362,0.671441714
"1484",2022,"Region_3","mycteroperca",280499.8,13275.68441,1.50316104,1.268598387,1.670575388,0.583450034,0.524980415,0.691329399
"1485",2023,"Region_3","mycteroperca",269812,13159.48602,1.490004288,1.246348554,1.661214578,0.633783351,0.568463534,0.757685245
"1486",2024,"Region_3","mycteroperca",197285.16,12964.96487,1.467979312,1.211619379,1.647849373,0.537174637,0.478539645,0.650832487
"1487",2024,"Region_3_4_BCS_TBD","mycteroperca",896.5,12964.96487,1.467979312,1.211619379,1.647849373,0.537174637,0.478539645,0.650832487
"1488",2014,"Region_4","mycteroperca",196828.1,15711.85844,1.779000821,1.622934617,1.859288041,0.208525176,0.199520704,0.228577575
"1489",2015,"Region_4","mycteroperca",274415.7,15739.84147,1.782169246,1.631023331,1.85690462,0.326832379,0.313678262,0.357119731
"1490",2016,"Region_4","mycteroperca",198267.6,15659.66491,1.773091124,1.625750961,1.842310365,0.307405973,0.295856123,0.335265865
"1491",2017,"Region_4","mycteroperca",160463.5,15520.08929,1.757287446,1.61120783,1.822000046,0.312543959,0.301443229,0.340880652
"1492",2018,"Region_4","mycteroperca",181538.6,15347.72488,1.737771205,1.589555964,1.798377699,0.305259371,0.294971932,0.333722723
"1493",2019,"Region_4","mycteroperca",211593.89,15234.16833,1.724913579,1.572331766,1.794763017,1.126552184,1.082708492,1.23587477
"1494",2020,"Region_4","mycteroperca",218437.1,14549.96332,1.647443349,1.47468858,1.750647282,0.444422225,0.418222703,0.496484782
"1495",2021,"Region_4","mycteroperca",217511.15,13929.45019,1.577184737,1.378470376,1.712345066,0.586844705,0.540523362,0.671441714
"1496",2022,"Region_4","mycteroperca",264743.3,13275.68441,1.50316104,1.268598387,1.670575388,0.583450034,0.524980415,0.691329399
