"recorded_taxa_group","estimated_taxa_group","common_name_clean","estimated_species_name","estimated_genus_name","IHH_functional_major_groups_sm","Major_Functional_Group","Assignment_for_Major_Functional_Group","Manual_Classification_Notes","species_est_certainty","species_est_reasoning","genus_est_reasoning","ornamentalFLAG_1"
"OTRAS","OTRAS","charrito","unknown",NA,NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Likely some form of jack mackerel or lookdown","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","NO"
"OTRAS","OTRAS","charrito","Trachurus Symmetricus","Trachurus",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Pacific jack mackerel","virtually certain","name was recorded in CONAPESCA","genus derived from known species","NO"
"OTRAS","OTRAS","chencay","Hemirhamphus brasiliensis","Hemirhamphus",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Brazilian halfbeak","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","chicharro","Selar crumenophthalmus","Selar",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Bigeye scad","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","chopa amarilla","Spondyliosoma cantharus","Spondyliosoma",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Black seabream","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","chopa espina","Spondyliosoma cantharus","Spondyliosoma",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Black seabream","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","chupalodo","Gillichthys mirabilis","Gillichthys",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Longjaw mudsucker, large bogy","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","cocodrilo","Pseudocarcharias kamoharai","Pseudocarcharias",NA,"Sharks","Assigned_Manually: OTRAS treated differently than other major groups","Mackerel shark","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","cocuyo","Bairdiella ronchus","Bairdiella",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Gulf croaker","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","codorniz","Cheilotrema saturnum","Cheilotrema",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Blackcroaker","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","cojinete","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… A fish of some sort?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","congrio","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","An eel of some sort","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","coral","unknown",NA,NA,"Other marine invertebrates","Assigned_Manually: OTRAS treated differently than other major groups","Coral; likely ornamental?","not applicable","no data in keys","manual entry","POSSIBLY"
"OTRAS","OTRAS","coral blanco","unknown",NA,NA,"Other marine invertebrates","Assigned_Manually: OTRAS treated differently than other major groups","Coral; likely ornamental?","not applicable","no data in keys","manual entry","POSSIBLY"
"OTRAS","OTRAS","coruco","Cathorops aguadulce","Cathorops",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Freshwater sea catfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","corvinato","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Assuming corvina type fish","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","crappie","unknown","Pomoxis",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Freshwater sunfish","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","NO"
"OTRAS","OTRAS","criollo","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… not enough information to know?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","cubera","Lujtanus cyanopterus","Lujtanus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Bluefin snapper","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","cuchilla","Dorosoma cepedianum","Dorosoma",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Gizzard shad","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","escochin","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Triggerfish?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","espadin","Clupanodon phalerica","Clupanodon",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Japanese gizzard shad","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","estrella mar","unknown",NA,NA,"Echinoderms","Assigned_Manually: OTRAS treated differently than other major groups","Sea stars; likely ornamental harvest","not applicable","no data in keys","manual entry","YES"
"OTRAS","OTRAS","galleta mar","unknown","Dendraster",NA,"Echinoderms","Assigned_Manually: OTRAS treated differently than other major groups","Sand dollar; likely ornamental harvest","not applicable","no data in keys","manual entry","YES"
"OTRAS","OTRAS","gallineta","Helicolenus dactylopterus","Helicolenus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Blackbelly rosefish, looks like a rockfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","guacamaya","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","A rainbow parrotfish?","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","NO"
"OTRAS","OTRAS","hacha china","Atrina maura","Atrina",NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","Pinna, callo de hacha","high confidence","match to Hem's key","genus derived from known species","POSSIBLY"
"OTRAS","OTRAS","hacha larga","Pinna rugosa","Pinna",NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","Rough pen shell","high confidence","match to Hem's key","genus derived from known species","POSSIBLY"
"OTRAS","OTRAS","indio","Paranthias furcifer","Paranthias",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Creole fish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","isabelita","Chaetodipterus faber¬†","Chaetodipterus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Atlantic spadefish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","jopaton","Microlepidotus inornatus","Microlepidotus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","California croaker / grunt","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","jordan","unknown",NA,NA,"Marine fishes NEI","Assigned_Manually: OTRAS treated differently than other major groups","My gut tells me sort of fish","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","juez","Bathystoma rimator","Bathystoma",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","grunt","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","lacha","Brevoortia pectinata","Brevoortia",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Gulf menhaden","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","lagartija","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Looks like a lizardfish","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","NO"
"OTRAS","OTRAS","lagarto","Synodus foetens","Synodus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Inshore lizardfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","loro jabonero","Nicholsina usta","Nicholsina",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Emerald parrotfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","machete","Ethmidium maculatum","Ethmidium",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Pacific menhaden","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","madre perla","unknown",NA,NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","Mother of pearl, possibly oyster","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","YES"
"OTRAS","OTRAS","marlin azul","Makaira ampla","Makaira",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Atlantic blue marlin","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","marlin blanco","Tetrapturus albidus","Tetrapturus",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","White marlin","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","marlin negro","Makaira indica","Makaira",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Black marlin","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","marlin rayado","Tetrapturus audax","Tetrapturus",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Striped marlin","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","matagatos","Brycon falcatus","Brycon",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","small ray-finned freshwater fish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","matajuelo","Holocentrus ascensionis","Holocentrus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Squirrelfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","mataperro","Sphoeriodes testudinaeus","Sphoeriodes",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Checkered puffer","high confidence","match to Hem's key","genus derived from known species","POSSIBLY"
"OTRAS","OTRAS","maula","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… a fish?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","medusa bola ca√±on","Stomolophus meleagris","Stomolophus",NA,"Jellies","Assigned_Manually: OTRAS treated differently than other major groups","Jellyfish!","high confidence","manual entry; extremely high confidence","manual entry","NO"
"OTRAS","OTRAS","medusa bola caÔøΩon","Stomolophus meleagris","Stomolophus",NA,"Jellies","Assigned_Manually: OTRAS treated differently than other major groups","Jellyfish!","high confidence","manual entry; extremely high confidence","manual entry","NO"
"OTRAS","OTRAS","naca","Dormitator maculatus","Dormitator",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Fat sleeper, cute freshwater fish","high confidence","match to Hem's key","genus derived from known species","POSSIBLY"
"OTRAS","OTRAS","nacar","unknown",NA,NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","Mother of pearl, possibly oyster","not applicable","no data in keys","manual entry","YES"
"OTRAS","OTRAS","nacar callo","unknown","Atrina",NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","I think this is suggesting nacar from Callo de Hacha","not applicable","no data in keys","manual entry","YES"
"OTRAS","OTRAS","nacar medias perlas cultivadas","Pinctada mazatlanica","Pinctada",NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","Pearl oysters","high confidence","manual entry; extremely high confidence","manual entry","YES"
"OTRAS","OTRAS","nacar perlas cultivadas","Pinctada mazatlanica","Pinctada",NA,"Molluscs excl. Cephalopods","Assigned_Manually: OTRAS treated differently than other major groups","Pearl oysters","high confidence","manual entry; extremely high confidence","manual entry","YES"
"OTRAS","OTRAS","negrillo","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Probably a grouper","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","NO"
"OTRAS","OTRAS","orihuelos","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… a fish?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","otras especies agua marina sin registro oficial","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","Generic category; cannot assign species or genus.","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","otras especies sin registro oficial","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","Generic category; cannot assign species or genus.","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","pata cabra","unknown",NA,NA,"Other marine invertebrates","Assigned_Manually: OTRAS treated differently than other major groups","Some sort of intertidal invertebrate?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","peje lagarto","Lepidoseus viridis","Lepidoseus",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Possibly a freshwater gar?","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","perca","unknown",NA,NA,"Marine fishes NEI","Assigned_Manually: OTRAS treated differently than other major groups","A surf perch?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","pescadilla","Merluccius productus","Merluccius",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Pacific hake","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","pez globo","unknown","Arothron",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Arothron according to Hem's key","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","POSSIBLY"
"OTRAS","OTRAS","pez mar","unknown",NA,NA,"Marine fishes NEI","Assigned_Manually: OTRAS treated differently than other major groups","Generic marine fish category; cannot assign species or genus.","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","pez peine","Pristis pectinata¬†","Pristis",NA,"Sharks","Assigned_Manually: OTRAS treated differently than other major groups","Smalltooth sawfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","pez se√±orita","Albula vulpes","Albula",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Bonefish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","pez volador","Oxyporhamphus micropterus","Oxyporhamphus",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Shortfin flyingfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","picua corsaria","Sphyraena barracuda","Sphyraena",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Great barracuda","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","pistola","Fistularia petimba","Fistularia",NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Red cornetfish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","plantas acuaticas","unknown",NA,NA,"Marine algae","Assigned_Manually: OTRAS treated differently than other major groups","Plants or algae of some sort","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","pollo","Helicolenus dactylopterus","Helicolenus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Blackbelly rosefish","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","rana","unknown",NA,NA,"Other freshwater taxa","Assigned_Manually: OTRAS treated differently than other major groups","Frogs!","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","rana leopardo","Rana brownorum","Rana",NA,"Other freshwater taxa","Assigned_Manually: OTRAS treated differently than other major groups","Brown’s frog","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","rana toro","Rana catesbeiana¬†","Rana",NA,"Other freshwater taxa","Assigned_Manually: OTRAS treated differently than other major groups","American bullfrog","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","ratina","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… a fish perhaps?","not applicable","no data in keys","manual entry",NA
"OTRAS","OTRAS","ripio","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","Generic category; cannot assign species or genus.","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","roca se","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… a shellfish perhaps?","not applicable","no data in keys","manual entry",NA
"OTRAS","OTRAS","sanducha","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… A shelfish of some sort?","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","sargo","Diplodus sargus","Diplodus",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","White seabream","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","serrano","Alphestes galapagensis","Alphestes",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Galapagos rockcod","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","soldadito","Bellator militaris","Bellator",NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Horned sea robin","high confidence","match to Hem's key","genus derived from known species","NO"
"OTRAS","OTRAS","tambor","unknown",NA,NA,"Demersal marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Some sort of drum","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","tolete","unknown",NA,NA,"Pelagic marine fishes","Assigned_Manually: OTRAS treated differently than other major groups","Looks like this is probably a barracuda","not applicable","conflicting matches in Hem's key and no data from IHH","manual entry","NO"
"OTRAS","OTRAS","tomate","Actinia equina","Actinia",NA,"Other marine invertebrates","Assigned_Manually: OTRAS treated differently than other major groups","Beadlet sea anemone","high confidence","match to Hem's key","genus derived from known species","POSSIBLY"
"OTRAS","OTRAS","tonzac","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… a shellfish perhaps?","not applicable","no data in keys","manual entry",NA
"OTRAS","OTRAS","topote","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Mollies; freshwater; likely ornamental","not applicable","no data in keys","manual entry","POSSIBLY"
"OTRAS","OTRAS","topote del pac√≠fico","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Likely freshwater","not applicable","no data in keys","manual entry","NO"
"OTRAS","OTRAS","topuche","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","I don't know what this is… A shelfish of some sort?","not applicable","no data in keys","manual entry","NO"
"PECES DE ORNATO","OTRAS","angel","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","Angel fish, pressumably freshwater but not totally clear; ask an expert","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","barbo","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Freshwater bard (small) fish","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","barbo tigre","Sumatrano","Sumatrano",NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Freshwater bard (small) fish","virtually certain","name was recorded in CONAPESCA","genus derived from known species","YES"
"PECES DE ORNATO","OTRAS","beta","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Beta fish","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","cebra rayada","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Zabra danio small fish","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","espada","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","Swordtail minnow","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","especies ornato","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","Generic category; cannot assign species or genus.","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","guppy","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","freshwater guppy","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","molly","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","freshwater molly","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","peces ornato","unknown",NA,NA,"unknown","Assigned_Manually: OTRAS treated differently than other major groups","Generic category; cannot assign species or genus.","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","tetra buenos aires","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","freshwater tetra","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","tetra ping√ºino","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","freshwater tetra","not applicable","no data in keys","genus unknown","YES"
"PECES DE ORNATO","OTRAS","tetra rojo","unknown",NA,NA,"Freshwater fishes","Assigned_Manually: OTRAS treated differently than other major groups","freshwater tetra","not applicable","no data in keys","genus unknown","YES"
