"state_reported","office_name_reported","landing_site_reported","year_reported","month_reported","receipt_date_reported","period_start_reported","period_end_reported","eu_rnpa_reported","eu_name_reported","vessel_rnpa_reported","vessel_name_reported","fleet_reported","aquaculture_reported","est_aquaculture_production","est_sector","taxa_group_reported","est_taxa_group","taxa_name_reported","clean_taxa_name","common_name_clean","scientific_name_reported","est_Major_Functional_Group","landed_weight_reported","live_weight_reported","est_weight_kg","value_reported"
"SONORA","PUERTO PEÑASCO","R. PORTUARIO PCO",2018,10,2018-10-22,2018-10-19,2018-10-21,"2607003510","SCPP PESCADORES ISLA DEL ANGEL SCL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",10000,10000,10000,140000
"SINALOA","CULIACAN","CAMPO PESQUERO COSPITA",2015,6,NA,2015-06-23,2015-06-30,"2508015589","UNION DE PESCADORES LA PUNTILLA OLVIDADA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LANGOSTA","LANGOSTA","LANGOSTA ENT. FCA. (PANULIRUS ARGUS)","LANGOSTA (PANULIRUS ARGUS)","langosta","Panulirus Argus","crustaceans",125,125,125,22500
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2013,4,2013-04-29,2013-04-14,2013-04-29,"2508012610","FRANCISCO JAVIER GONZALEZ LIZARRAGA","00000000","",NA,"no","possibly aquaculture","freshwater or marine: fishery sector yet to be classified","MOJARRA","MOJARRA","MOJARRA ENT. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",100,100,100,1500
"SINALOA","ESCUINAPA","PLAYA DE TEACAPAN",2006,8,2006-08-13,2006-08-10,2006-08-13,"2504001161","JOSE TRINIDAD IBARRA PEREZ","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISETA ENT. FCA.","LISETA","liseta",NA,"demersal marine fishes",200,200,200,1200
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA BENTONITA",2021,12,2021-12-17,2021-12-15,2021-12-16,"0305006678","LA ALMEJITA SCP","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","LUNAREJO ENT. FCO.","LUNAREJO","lunarejo",NA,"demersal marine fishes",205,205,205,5740
"SINALOA","LA REFORMA","LA REFORMA",2019,1,2019-01-24,2019-01-19,2019-01-21,"2506002704","S.C.P.P TRINIDAD CUADRAS CUADRAS, S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",850,850,850,51000
"SONORA","GOLFO DE SANTA CLARA","GOLFO DE SANTA CLARA",2014,2,2014-02-02,2014-02-02,2014-02-02,"2603000585","SCPP ESTERO DEL GUERO VETA SC DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA BLANCA CONCHA DE","ALMEJA BLANCA","almeja blanca",NA,"molluscs excl. cephalopods",1500,0,1500,15000
"SINALOA","LA REFORMA","LA REFORMA",2015,12,2015-12-30,2015-12-28,2015-12-30,"2506002324","RODOLFO ARTURO BURGOS MONTOYA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTARRAYA FILETE DE FCO.","MANTARRAYA","mantarraya",NA,"demersal marine fishes",300,600,600,15000
"SONORA","HUATABAMPO","BAHIA YAVAROS",2021,4,2021-04-12,2021-02-22,2021-02-26,"2609005802","PRODUCTOS PROCESADOS GILBERCRAB, SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CARACOL","CARACOL","CARACOL CHINO S.C. FCO.","CARACOL CHINO","caracol chino",NA,"molluscs excl. cephalopods",140,980,980,11200
"SONORA","HUATABAMPO","YAVAROS",2019,7,2019-07-26,2019-07-18,2019-07-24,"0203009089","PESQUERA CABRALES SA DE CV","00046102","EL AZTECA","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","MACARELA","MACARELA","MACARELA IND. (SCOMBER JAPONICUS)","MACARELA (SCOMBER JAPONICUS)","macarela","Scomber Japonicus","pelagic marine fish (excl. anchovy & sardine)",114414,132720.24,132720.24,114414
"SINALOA","MAZATLAN","MAZATLAN",2023,10,2023-10-02,2023-09-16,2023-10-01,"2508011240","EUROPESCA, SA DE CV","00054791","EUROPESCA III","large_scale",NA,"not aquaculture","marine: large-scale capture","TIBURON","TIBURON","TIBURON AZUL DESV. Y DESC. FCO.","TIBURON AZUL","tiburon azul",NA,"sharks",6356,7945,7945,101696
"NAYARIT","TUXPAN","EMBARCADERO LOS ESPEJOS",2013,9,2013-09-20,2013-09-16,2013-09-20,"1805001755","PESCADORES UNIDOS DE PALMA GRANDE SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",72,79.2,79.2,4320
"SINALOA","NAVOLATO","LITORAL (NAVOLATO)",2012,11,2012-11-13,2012-11-08,2012-11-13,"2509002339","DORA  GUADALUPE  CARDENAS  MEDINA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO DESV. FCO.","PARGO","pargo",NA,"demersal marine fishes",170,187,187,9350
"SINALOA","GUASAVE","BOCA DEL RIO",2023,3,2023-03-30,2023-03-14,2023-03-16,"2505000519","SCPP PESQUERA LAS ABEJAS SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",4625,4625,4625,185000
"NAYARIT","SANTIAGO IXCUINTLA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2003,10,2003-10-15,NA,NA,"1806000681","PRODUCTOS DEL MAR MATA S.A. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",90,99,99,3600
"SINALOA","LOS MOCHIS","EL JITZAMURI",2023,1,2023-01-31,2023-01-18,2023-01-19,"2507005086","SCPP JITZAMURI 2001 SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",51,51,51,2091
"SINALOA","LA REFORMA","ALTA MAR",2017,12,2017-12-18,2017-12-16,2017-12-18,"2506002068","EMILIO  RUBIO COTA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","SIERRA","SIERRA","SIERRA ENT. FCA.","SIERRA","sierra",NA,"pelagic marine fish (excl. anchovy & sardine)",300,300,300,6000
"SONORA","GOLFO DE SANTA CLARA","GOLFO DE SANTA CLARA",2014,11,2014-11-05,2014-11-02,2014-11-04,"2603007471","SCPP Y ST LOS DELFINES DEL ALTO GOLFO LDAG SC DE RL DE CV","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",46,73.6,73.6,9660
"SINALOA","TOPOLOBAMPO","SAN BUENAVENTURA",2022,9,2022-09-15,2022-09-15,2022-09-22,"2507005599","SCPP CHIONNE DE BACHOMO SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","ALMEJA","ALMEJA","ALMEJA PATA DE MULA ENT. FCA.","ALMEJA PATA MULA","almeja pata mula",NA,"molluscs excl. cephalopods",500,500,500,5000
"SINALOA","LOS MOCHIS","20 DE NOVIEMBRE",2006,5,2006-05-18,2006-05-15,2006-05-18,"2505002044","JOSE FRANCISCO PARRA CERVANTES","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","lisa","Mugil Cephalus","demersal marine fishes",400,400,400,1200
"SINALOA","MAZATLAN","MAZATLAN",2009,4,2009-04-30,2009-04-27,2009-04-29,"2508009525","MAZ SARDINA, SA DE CV","00055459","MARANATHA 2",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","SARDINA","SARDINA","SARDINA CRINUDA IND.","SARDINA CRINUDA","sardina crinuda",NA,"anchovy & sardine (small pelagics)",40000,46400,46400,40000
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LA RIBERA",2008,11,2008-11-29,2008-11-14,2008-11-28,"0302000294","JOSE REYES ROMERO FIOL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","MACARELA","MACARELA","MACARELA P/CARNADA","MACARELA","macarela",NA,"pelagic marine fish (excl. anchovy & sardine)",28,28,28,3640
"SINALOA","MAZATLAN","MAZATLAN",2010,3,2010-03-19,2010-02-26,2010-03-18,"2508005879","PESQUERA JALILI, SA DE CV","00012542","MOFLES II (SURIANO XV)",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON CAFE DESC. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",1331,2129.6,2129.6,106480
"SINALOA","MAZATLAN","PLAYA NORTE",2017,11,2017-11-15,2017-10-31,2017-11-15,"2508014319","HIGINIO   ROBLES  ARELLANO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PAMPANO","PAMPANO","PALOMETA ENT. FCA.","PALOMETA","palometa",NA,"pelagic marine fish (excl. anchovy & sardine)",201,201,201,6030
"BAJA CALIFORNIA SUR","LA PAZ","PUNTA PILITAS",2023,3,2023-03-10,2023-03-09,2023-03-09,"0305007759","JOSE FELIX RODRIGUEZ ARIAS","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTA ENT. FCA.","MANTA","manta",NA,"demersal marine fishes",120,132,132,1800
"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD",2016,4,2016-04-01,2016-04-01,2016-04-01,"2604008769","MOISES MATSUMIYA LEON","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BAQUETA","MERO","BAQUETA ENT. FCA.","BAQUETA","baqueta",NA,"demersal marine fishes",333,333,333,23310
"SINALOA","LOS MOCHIS","EL JITZAMURI",2020,10,2020-10-26,2020-10-23,2020-10-26,"2507000061","SCPP BAHIA DE JITZAMURI S DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",3572,3572,3572,89300
"BAJA CALIFORNIA","SAN FELIPE","SAN FELIPE",2015,1,2015-01-12,2015-01-09,2015-01-11,"0207001751","LOS AMIGOS DEL PUERTO SPR DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",55,88,88,2750
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2002,3,2002-03-25,2002-05-30,2002-05-30,"0302000294","JOSE REYES ROMERO FIOL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PAMPANO","PAMPANO","PALOMETA ENT. FCA.","PALOMETA","palometa",NA,"pelagic marine fish (excl. anchovy & sardine)",225,225,225,2250
"SONORA","BAHIA KINO",NA,2021,10,2021-10-26,2021-10-26,2021-10-26,"2508006547","MARICULTURA DEL PACIFICO SA DE CV","26002766","GRANJA ACUICOLA DE MARICULTURA DEL PACIFICO",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",331332,331332,331332,36446520
"SINALOA","MAZATLAN","MAZATLAN",2013,2,2013-02-26,2013-01-31,2013-02-27,"2508009053","PESQUERA AXELS, SA DE CV","00039412","ISLA DE VENANDOS III",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","OTRAS ESPECIES ENT. FCA.","OTRAS ESPECIES","otras especies",NA,"marine species nei",125,125,125,250
"SINALOA","MAZATLAN","MAZATLAN",2014,5,2014-05-12,2014-05-07,2014-05-10,"2508009525","MAZ SARDINA, SA DE CV","00047563","MAZ SARDINA VI (ACCORD)",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","SARDINA","SARDINA","SARDINA CRINUDA IND.","SARDINA CRINUDA","sardina crinuda",NA,"anchovy & sardine (small pelagics)",198000,229680,229680,198000
"SINALOA","MAZATLAN","MAZATLAN",2008,12,2008-12-27,NA,2008-12-20,"2508005705","PESQUERA DON FILEMON SA DE CV","00034124","PROPEMEX A-9-A",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ALTA MAR DESC. FCO.","CAMARON","camaron",NA,"shrimps, prawns",2039,3262.4,3262.4,152925
"BAJA CALIFORNIA SUR","LORETO","LORETO",2006,6,2006-06-16,2006-06-13,2006-06-15,"0306000951","LUCIANO SANCHEZ GONZALEZ","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","guachinango","Lutjanus Spp","demersal marine fishes",588,588,588,17640
"NAYARIT","SAN BLAS","RAMPA, LA (DARSENA NO. 1)",2005,12,2005-12-18,2005-12-16,2005-12-18,"1802001931","SCPP AM FRAY JUNIPERO SERRA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. Y DESC. FCO.","CAZON","cazon",NA,"sharks",180,225,225,3600
"NAYARIT","PEÑITA DE JALTEMBA","PLATANITOS",2012,7,2012-07-25,2012-07-23,2012-07-25,"1801000744","COSTA DE CHILA PEÑITA Y BOCA DE AMECA SC RL CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BOTA DESV. FCA.","BOTA","bota",NA,"demersal marine fishes",26,28.6,28.6,390
"NAYARIT","PEÑITA DE JALTEMBA","PLAYA DE LA PEÑITA DE JALTEMBA",2007,5,2007-05-05,2007-05-04,2007-05-05,"1801000603","MA DEL CARMEN SANDOVAL LEDESMA","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA DESV. FCA.","CORVINA","corvina",NA,"demersal marine fishes",10,11,11,150
"BAJA CALIFORNIA SUR","LORETO","SITIO EMB DESEM GENERICO",2004,11,2004-11-19,2004-01-01,2004-01-01,"0306000274","SCPP PLAYA DE SAN NICOLAS SCL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","guachinango","Lutjanus Spp","demersal marine fishes",163,163,163,4401
"BAJA CALIFORNIA SUR","GUERRERO NEGRO","Las Casitas (Laguna Ojo de Liebre)",2017,2,2017-02-14,2017-02-14,2017-02-14,"0304000466","VICTOR MANUEL LOPEZ TORRES","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA CONCHA ESPINA S.C. FCA.","ALMEJA ESPINA","almeja espina",NA,"molluscs excl. cephalopods",41,1025,1025,4920
"SONORA","HUATABAMPO","AQUIROPO",2024,4,2024-04-26,2024-04-24,2024-04-26,"2609014416","SCPP PESCADORES DE CEVASCO SCL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CARACOL","CARACOL","CARACOL CHINO S.C. FCO.","CARACOL CHINO","caracol chino",NA,"molluscs excl. cephalopods",600,4200,4200,18000
"SINALOA","CULIACAN","EL CONCHAL",2009,9,2009-09-10,2009-09-01,2009-09-09,"2501003566","AURELIO ALARID MORENO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO DESV. FCO.","PARGO","pargo",NA,"demersal marine fishes",200,220,220,7000
"BAJA CALIFORNIA SUR","SANTA ROSALIA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2000,5,2000-05-31,NA,NA,"9999999999","NO DISPONIBLE","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA CATARINA ENT. FCA.","ALMEJA CATARINA","almeja catarina",NA,"molluscs excl. cephalopods",320,320,320,1280
"SINALOA","MAZATLAN","MAZATLAN",2008,12,2008-12-11,2008-11-14,2008-12-09,"2508005010","PESQUERA MITZI SA DE CV","00015073","EL COMPA BUY",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON CAFE DESC. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",436,697.6,697.6,34880
"BAJA CALIFORNIA SUR","SANTA ROSALIA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2002,4,2002-04-24,2002-03-18,2002-03-18,"0312000474","JORGE ERNESTO MEDINA LEYVA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CALAMAR","CALAMAR","CALAMAR GIGANTE PULPA FCA. DE","CALAMAR GIGANTE PULPA","calamar gigante pulpa",NA,"cephalopods",7200,14400,14400,7200
"BAJA CALIFORNIA SUR","LA PAZ","LOS FRAILES",2023,1,2023-01-16,2023-01-15,2023-01-15,"0305007593","CUEVA DEL LEON SPR DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","LUNAREJO ENT. FCO.","LUNAREJO","lunarejo",NA,"demersal marine fishes",14,14,14,1050
"SONORA","CD. OBREGON","PAREDON COLORADO",2025,3,2025-03-12,2025-03-10,2025-03-12,"2602401354","GLORIA PATRICIA PARDO SANCHEZ SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",150,240,240,18000
"NAYARIT","CRUZ DE HUANACAXTLE","CRUZ DE HUANACAXTLE, LA",2018,5,2018-05-25,2018-05-23,2018-05-25,"1807000557","AURELIANO RAMOS FRANCO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",1300,1430,1430,91000
"NAYARIT","TECUALA","PUERTA DEL RIO",2011,2,2011-02-17,2011-02-15,2011-02-17,"1803000502","SCPPA LA NUEVA SIRENA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BANDERA","BANDERA","CHIHUIL ENT. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",300,300,300,4500
"BAJA CALIFORNIA SUR","LORETO","SAN NICOLAS",2022,7,2022-07-15,2022-07-06,2022-07-09,"0306001793","SCPP ISLA SAN ILDEFONSO SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","PARGO DESV. FCO.","PARGO","pargo",NA,"demersal marine fishes",412,453.2,453.2,20600
"SONORA","BAHIA KINO","BAHIA KINO",2011,7,2011-07-21,2011-07-19,2011-07-21,"2611001435","JUAN CARLOS LEON NIEBLAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BOTETE ENT. FCO.","BOTETE","botete",NA,"demersal marine fishes",240,240,240,3600
"BAJA CALIFORNIA","MEXICALI","PUERTECITOS",2020,3,2020-03-30,2020-03-28,2020-03-29,"0207001777","LA PAMITA SPR DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","CALLO DE HACHA S.C. FCO.","CALLO HACHA","callo hacha",NA,"molluscs excl. cephalopods",250,1750,1750,112500
"SONORA","GUAYMAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,5,2001-05-07,2001-03-14,2001-03-14,"9999999999","NO DISPONIBLE","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","ANGELITO DESV. Y DESC. FCO. (SQUATINA SQUATINA)","ANGELITO (SQUATINA SQUATINA)","angelito","Squatina Squatina","sharks",810,1012.5,1012.5,6480
"SINALOA","LA REFORMA","LA REFORMA",2024,11,2024-11-06,2024-11-04,2024-11-06,"2506001854","S.C.P.P. MEDEL LOPEZ GARCIA, S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA VERDE / GUERRERA / CAFE / JAIBON ENT. FCO.","JAIBA VERDE GUERRERA CAFE JAIBON","jaiba verde guerrera cafe jaibon",NA,"crustaceans",1008,1008,1008,25200
"SINALOA","TOPOLOBAMPO","TOPOLOBAMPO",2005,12,2005-12-05,2005-12-01,2005-12-05,"2511001246","SCPP CERRO DE SAN CARLOS SC DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO DESC. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",390,624,624,23400
"SINALOA","CULIACAN",NA,2020,9,2020-09-28,2020-09-28,2020-09-28,"2509003394","STEFANY ASOCIADOS S. DE R.L. DE C.V.","25040940","S.C.P.P.E. LAGUNA DEL CHONTE SOCIEDAD CIVIL LIMITADA",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",9000,9000,9000,720000
"SINALOA","MAZATLAN","MAZATLAN",2015,3,2015-03-02,NA,2015-02-25,"2508009202","DIOS Y HOMBRE, SA DE CV","00055038","SANTA MARIA GUADALUPE",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","MERO","MERO","ABADEJO DESV. FCO.","ABADEJO","abadejo",NA,"demersal marine fishes",216,237.6,237.6,8640
"SINALOA","LA REFORMA","LA REFORMA",2016,12,2016-12-19,2016-12-17,2016-12-18,"2506000153","S.C.P.P. EUGENIO SANCHEZ CUADRAS, S.C.L. DE C.V.","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",1600,2560,2560,320000
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2003,7,2003-07-07,2003-07-27,2003-07-27,"0302000609","SCPP PESCADORES DEL CORTEZ SCL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. Y DESC. FCO.","CAZON","cazon",NA,"sharks",30,37.5,37.5,360
"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD",2022,1,2022-01-10,2022-01-06,2022-01-08,"2611004090","LOS PULPOS DE DON CAMERINO S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","PARGO MULATO DESV. FCO.","PARGO MULATO","pargo mulato",NA,"demersal marine fishes",100,110,110,5000
"SINALOA","EL ROSARIO","LOS POZOS",2020,9,2020-09-14,2020-09-14,2020-09-14,"2510000181","SCPP PESCADORES DE LOS POZOS SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON BLANCO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",1000,1000,1000,20000
"NAYARIT","PEÑITA DE JALTEMBA","PLAYA DE LA PEÑITA DE JALTEMBA",2022,6,2022-06-24,2022-06-01,2022-06-03,"1801001551","SOCIEDAD COOPERATIVA PESQUERA LA PEÑA SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","CHILE ENT. FCO.","CHILE","chile",NA,"demersal marine fishes",250,250,250,3750
"SONORA","HUATABAMPO","BAHIA BACHOCO",2013,4,2013-04-30,2013-04-28,2013-04-30,"2609001405","S.C.P.P. Y A. MAZO  CHOBBE, S.C.L.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","JUREL","ESMEDREGAL","JUREL ENT. FCO. (SERIOLA LALANDI)","JUREL (SERIOLA LALANDI)","jurel","Seriola Lalandi","pelagic marine fish (excl. anchovy & sardine)",1700,1700,1700,17000
"SINALOA","MAZATLAN","MAZATLAN",2010,10,2010-10-26,2010-09-18,2010-10-22,"2508005606","PESCA PERROCA, SA DE CV","00015131","DON ROGELIO M",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRO ENT. FCO.","BURRO","burro",NA,"demersal marine fishes",350,350,350,0
"BAJA CALIFORNIA SUR","SANTA ROSALIA","MULEGE",2019,10,2019-10-21,2019-10-17,2019-10-20,"0305006231","SCPP ACUACULTURAL AVI-GAR SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","LUNAREJO ENT. FCO.","LUNAREJO","lunarejo",NA,"demersal marine fishes",25,25,25,750
"SONORA","CD. OBREGON",NA,2018,10,2018-10-19,2018-10-19,2018-10-19,"2602401495","ACUICOLA PRIMBEL SPR DE RL DE CV","26001818","TECNO MAR GRANJA (1) SPR DE RL DE CV",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",13000,13000,13000,1040000
"SINALOA","LOS MOCHIS","LA BALLENA",2018,8,2018-08-13,2018-08-10,2018-08-12,"2507005052","SCPP BAHIA DEL MUSICO SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",680,680,680,15640
"SINALOA","MAZATLAN","MAZATLAN",2018,4,2018-04-03,2018-03-15,2018-04-02,"0203126693","PESQUERA PESCA MUNDO SA DE CV","00047118","AS DE OROS","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","OTRAS","OTRAS","DORADO DESV. FCO.","DORADO","dorado",NA,"pelagic marine fish (excl. anchovy & sardine)",150,165,165,5550
"SINALOA","LA REFORMA","LA REFORMA",2018,1,2018-01-17,2018-01-12,2018-01-14,"2506001045","S.C.P.P. LA TASPANA, S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",2350,2350,2350,70500
