"year","OHI_region_est","taxon_key","taxon_level","estimated_genus_name","annual_Catch_kg","n_landings_records","mean_Catch_2018.22_kg","n.years_Catch_2018.22","status","control","carta_source","Year_of_Recommendation","notes","carta_recommendation_source","catch_vs_reference_expectation","Stock_Status"
2018,"region_9","cynoscion xanthulus","species","cynoscion",20960,32,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2019,"region_9","cynoscion xanthulus","species","cynoscion",54500,56,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",0.433211009174312
2020,"region_9","cynoscion xanthulus","species","cynoscion",16944,59,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2021,"region_9","cynoscion xanthulus","species","cynoscion",8383,40,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2022,"region_9","cynoscion xanthulus","species","cynoscion",17263,52,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2023,"region_9","cynoscion xanthulus","species","cynoscion",23885,63,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",1
2024,"region_9","cynoscion xanthulus","species","cynoscion",61832.2,375,23610,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus gapfill; data missing in this region, took the mode across all Carta recommendations supplied for this genus regardless of region","catch should not exceed 2018-2022 mean",0.381839882779523
2018,"region_9","farfantepenaeus brevirostris","species","farfantepenaeus",2781,3,1357.7,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.488205681409565
2019,"region_9","farfantepenaeus brevirostris","species","farfantepenaeus",470,1,1357.7,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","farfantepenaeus brevirostris","species","farfantepenaeus",1511,2,1357.7,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.898544010589014
2022,"region_9","farfantepenaeus brevirostris","species","farfantepenaeus",668.8,1,1357.7,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","farfantepenaeus brevirostris","species","farfantepenaeus",1200,1,1357.7,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","farfantepenaeus brevirostris","species","farfantepenaeus",324.8,1,1357.7,4,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","hoplopagrus guentherii","species","hoplopagrus",107253.2,508,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.607643408308563
2019,"region_9","hoplopagrus guentherii","species","hoplopagrus",85016.2,429,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.766579781265218
2020,"region_9","hoplopagrus guentherii","species","hoplopagrus",45561.6,278,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","hoplopagrus guentherii","species","hoplopagrus",43264.8,251,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_9","hoplopagrus guentherii","species","hoplopagrus",44762.7,228,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","hoplopagrus guentherii","species","hoplopagrus",49767,253,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","hoplopagrus guentherii","species","hoplopagrus",50657.4,275,65171.7,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","isurus oxyrinchus","species","isurus",13060,21,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.929624808575804
2019,"region_9","isurus oxyrinchus","species","isurus",37825,23,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.32097554527429
2020,"region_9","isurus oxyrinchus","species","isurus",3150.4,17,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","isurus oxyrinchus","species","isurus",2465,15,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_9","isurus oxyrinchus","species","isurus",4204.1,16,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","isurus oxyrinchus","species","isurus",1694,7,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","isurus oxyrinchus","species","isurus",1455,5,12140.9,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","litopenaeus vannamei","species","litopenaeus",9941703.5,2566,9805919.6,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2019,"region_9","litopenaeus vannamei","species","litopenaeus",9225826.9,2867,9805919.6,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2020,"region_9","litopenaeus vannamei","species","litopenaeus",10131015.2,3959,9805919.6,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","litopenaeus vannamei","species","litopenaeus",10409892.4,3815,9805919.6,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.94198087964867
2022,"region_9","litopenaeus vannamei","species","litopenaeus",9321160,3395,9805919.6,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2017,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","lutjanus adetii","species","lutjanus",877676.3,3722,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.563923868059329
2019,"region_9","lutjanus adetii","species","lutjanus",759974.22,2311,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.651262373084182
2020,"region_9","lutjanus adetii","species","lutjanus",314763.95,1257,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus adetii","species","lutjanus",244389.65,1147,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus adetii","species","lutjanus",277908.95,1054,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2023,"region_9","lutjanus adetii","species","lutjanus",236600,933,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2024,"region_9","lutjanus adetii","species","lutjanus",191085.2,743,494942.614,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2018,"region_9","lutjanus argentiventris","species","lutjanus",82252.7,241,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2019,"region_9","lutjanus argentiventris","species","lutjanus",68405.4,357,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2020,"region_9","lutjanus argentiventris","species","lutjanus",83917.4,452,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus argentiventris","species","lutjanus",96766.6,427,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.87756064592535
2022,"region_9","lutjanus argentiventris","species","lutjanus",93250.7,356,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.910647962964353
2023,"region_9","lutjanus argentiventris","species","lutjanus",90128,337,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.942199538434227
2024,"region_9","lutjanus argentiventris","species","lutjanus",54272.7,239,84918.56,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","lutjanus campechanus","species","lutjanus",1383688.9,2001,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.563065238147101
2019,"region_9","lutjanus campechanus","species","lutjanus",1056700.7,1600,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.737301602998844
2020,"region_9","lutjanus campechanus","species","lutjanus",627848.1,1349,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus campechanus","species","lutjanus",439204.7,1183,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus campechanus","species","lutjanus",388093.2,1015,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2023,"region_9","lutjanus campechanus","species","lutjanus",382349,936,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2024,"region_9","lutjanus campechanus","species","lutjanus",460808.15,906,779107.12,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2018,"region_9","lutjanus colorado","species","lutjanus",20530,66,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.340018509498295
2019,"region_9","lutjanus colorado","species","lutjanus",1961.2,18,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2020,"region_9","lutjanus colorado","species","lutjanus",5605.8,26,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus colorado","species","lutjanus",3987.5,15,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus colorado","species","lutjanus",2818.4,26,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","lutjanus colorado","species","lutjanus",4494,30,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","lutjanus colorado","species","lutjanus",72536.78,323,6980.58,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.0962350410371125
2018,"region_9","lutjanus guttatus","species","lutjanus",593229.2,1304,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.537755221759145
2019,"region_9","lutjanus guttatus","species","lutjanus",517439.2,952,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.616520936179555
2020,"region_9","lutjanus guttatus","species","lutjanus",226425.5,686,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus guttatus","species","lutjanus",122208.4,548,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus guttatus","species","lutjanus",135758.2,535,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","lutjanus guttatus","species","lutjanus",132908,594,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","lutjanus guttatus","species","lutjanus",130251.2,436,319012.1,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","lutjanus jordani","species","lutjanus",195807.05,524,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.555027768407726
2019,"region_9","lutjanus jordani","species","lutjanus",120831.2,453,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.899422913949377
2020,"region_9","lutjanus jordani","species","lutjanus",81577.4,319,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus jordani","species","lutjanus",57875,263,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus jordani","species","lutjanus",87301.1,326,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2023,"region_9","lutjanus jordani","species","lutjanus",56988,218,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2024,"region_9","lutjanus jordani","species","lutjanus",99413.2,345,108678.35,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2018,"region_9","lutjanus peru","species","lutjanus",685.6,4,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2019,"region_9","lutjanus peru","species","lutjanus",3708.6,34,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2020,"region_9","lutjanus peru","species","lutjanus",36462.35,81,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.314667046967626
2021,"region_9","lutjanus peru","species","lutjanus",7801.7,40,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus peru","species","lutjanus",8709.25,20,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","lutjanus peru","species","lutjanus",146535,177,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.0782986999692906
2024,"region_9","lutjanus peru","species","lutjanus",159336,201,11473.5,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.0720082090676307
2018,"region_9","lutjanus spp","species","lutjanus",385399,841,202256.2,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.524796898798388
2019,"region_9","lutjanus spp","species","lutjanus",245828,530,202256.2,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.822754934344338
2020,"region_9","lutjanus spp","species","lutjanus",177272,227,202256.2,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2021,"region_9","lutjanus spp","species","lutjanus",83480,156,202256.2,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","lutjanus spp","species","lutjanus",119302,183,202256.2,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2018,"region_9","mugil cephalus","species","mugil",102301,456,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.621550522477786
2019,"region_9","mugil cephalus","species","mugil",58185.2,320,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2020,"region_9","mugil cephalus","species","mugil",36911,245,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","mugil cephalus","species","mugil",92679,107,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.686080341825009
2022,"region_9","mugil cephalus","species","mugil",27850,63,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","mugil cephalus","species","mugil",5298,28,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","mugil cephalus","species","mugil",15138,96,63585.24,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","mugil curema","species","mugil",277222.6,495,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.542913600839181
2019,"region_9","mugil curema","species","mugil",210828.8,391,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.713886907291603
2020,"region_9","mugil curema","species","mugil",121326.2,299,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2021,"region_9","mugil curema","species","mugil",72488,197,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_9","mugil curema","species","mugil",70674,172,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2023,"region_9","mugil curema","species","mugil",92586,193,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2024,"region_9","mugil curema","species","mugil",67305,181,150507.92,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2018,"region_9","nasolamia velox","species","nasolamia",68311.25,76,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.706450987209281
2019,"region_9","nasolamia velox","species","nasolamia",67056.25,75,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.719672662876317
2020,"region_9","nasolamia velox","species","nasolamia",32688.25,49,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_9","nasolamia velox","species","nasolamia",49642.5,49,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_9","nasolamia velox","species","nasolamia",23594.5,33,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2023,"region_9","nasolamia velox","species","nasolamia",24404,32,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2024,"region_9","nasolamia velox","species","nasolamia",20663.75,34,48258.55,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2023,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2018,"region_9","oligoplites altus","species","oligoplites",3232,21,1086.6,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.336200495049505
2019,"region_9","oligoplites altus","species","oligoplites",660,7,1086.6,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2020,"region_9","oligoplites altus","species","oligoplites",588,9,1086.6,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
