"year","Stock","total_biomass_kg","total_revenue","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name"
2008,"Litopenaeus",84809.4,4307426,"Shrimps, prawns","CAMARON","Penaeidae"
2009,"Litopenaeus",180201,10633013,"Shrimps, prawns","CAMARON","Penaeidae"
2010,"Litopenaeus",194252.6,12593423,"Shrimps, prawns","CAMARON","Penaeidae"
2011,"Litopenaeus",2017449.4,69196201,"Shrimps, prawns","CAMARON","Penaeidae"
2012,"Litopenaeus",486771,21778392,"Shrimps, prawns","CAMARON","Penaeidae"
2013,"Litopenaeus",3643953,177236738,"Shrimps, prawns","CAMARON","Penaeidae"
2014,"Litopenaeus",4163418.34,210249491.6,"Shrimps, prawns","CAMARON","Penaeidae"
2015,"Litopenaeus",2816687.924,136860545.4,"Shrimps, prawns","CAMARON","Penaeidae"
2016,"Litopenaeus",5874128.142,348467962.6,"Shrimps, prawns","CAMARON","Penaeidae"
2017,"Litopenaeus",6021293.95,349114178,"Shrimps, prawns","CAMARON","Penaeidae"
2018,"Litopenaeus",135217911.168,11222234543.06,"Shrimps, prawns","CAMARON","Penaeidae"
2019,"Litopenaeus",160334681.58,12677126458.71,"Shrimps, prawns","CAMARON","Penaeidae"
2020,"Litopenaeus",156384894.1,14879527189.41,"Shrimps, prawns","CAMARON","Penaeidae"
2021,"Litopenaeus",167808729.6,16800124950.05,"Shrimps, prawns","CAMARON","Penaeidae"
2022,"Litopenaeus",183948047,21608446083.48,"Shrimps, prawns","CAMARON","Penaeidae"
2000,"Lobatus",8097,29552,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2001,"Lobatus",10000,0,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2002,"Lobatus",400,5200,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2003,"Lobatus",16822,40276,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2004,"Lobatus",7837,21558,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2005,"Lobatus",3380,19160,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2006,"Lobatus",212,3295,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2007,"Lobatus",3646,21434,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2008,"Lobatus",11969,101252,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2009,"Lobatus",4771,50955,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2010,"Lobatus",2728,45920,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2011,"Lobatus",9288,65475,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2012,"Lobatus",23026,95630,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2013,"Lobatus",21486,101870,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2014,"Lobatus",19996,72505,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2015,"Lobatus",4090,6580,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2017,"Lobatus",80892,1387436.4,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2018,"Lobatus",33114,616990,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2019,"Lobatus",50847,306040,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2020,"Lobatus",14116,1108010,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2021,"Lobatus",49155,907042,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2022,"Lobatus",34072,1195160,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2023,"Lobatus",34857,657200,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2024,"Lobatus",51045,703870,"Molluscs excl. Cephalopods","CARACOL","Strombidae"
2000,"Lutjanus",2360311.6,44034954,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2001,"Lutjanus",2650341.35,52336140,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2002,"Lutjanus",2349832.85,47335822,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2003,"Lutjanus",2942200,62487264,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2004,"Lutjanus",3173369.9,74566947,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2005,"Lutjanus",2843094.15,64345338,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2006,"Lutjanus",2799851.15,70193186.5,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2007,"Lutjanus",2620883.35,67596930.14,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2008,"Lutjanus",2410346.15,67097596,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2009,"Lutjanus",2838413.5,84293568,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2010,"Lutjanus",3041510.65,92804490,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2011,"Lutjanus",2747890.4,88190425,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2012,"Lutjanus",2807446.55,97145610,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2013,"Lutjanus",3051439.55,111708821,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2014,"Lutjanus",3287675.4,130585426.69,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2015,"Lutjanus",4642536.135,185841014.97,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2016,"Lutjanus",7456310.77,326592812.08,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2017,"Lutjanus",9345911.29,423104329.18,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2018,"Lutjanus",8429708.168,411309497.565,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2019,"Lutjanus",7844078.863,424591006.143,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2020,"Lutjanus",6227918.27,336286027.51,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2021,"Lutjanus",5217189.6,295828289.39,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2022,"Lutjanus",5034521.35,335836294.81,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2023,"Lutjanus",4968180,341942096,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2024,"Lutjanus",5028716.6895,316201383.82,"Demersal marine fishes","GUACHINANGO","Lutjanidae"
2000,"Megapitaria",1402632,4508520,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2001,"Megapitaria",1740347,5683314,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2002,"Megapitaria",1402369,5196188,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2003,"Megapitaria",1727526,6564413,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2004,"Megapitaria",1468931,4956076,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2005,"Megapitaria",547041,2725984,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2006,"Megapitaria",604381,2815092,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2007,"Megapitaria",457838,2028616,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2008,"Megapitaria",296753,1092779,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2009,"Megapitaria",371871,1546640,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2010,"Megapitaria",330951,1622757,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2011,"Megapitaria",421218,1818489,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2012,"Megapitaria",213925,993497,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2013,"Megapitaria",569624,2394878,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2014,"Megapitaria",488697,2647890,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2015,"Megapitaria",317577,1623480,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2016,"Megapitaria",330874,1663089,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2017,"Megapitaria",215450,1962445.75,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2018,"Megapitaria",185710,2121941.15,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2019,"Megapitaria",228307,2979090.38,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2020,"Megapitaria",242844,3887825,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2021,"Megapitaria",404875,5646283,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2022,"Megapitaria",875108,11409680,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2023,"Megapitaria",486355,7556150,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2024,"Megapitaria",42893,1529920,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2000,"Menticirrhus",360064.3,1283199,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2001,"Menticirrhus",232364.3,808488,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2002,"Menticirrhus",227045.1,763099,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2003,"Menticirrhus",288054.6,1230658,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2004,"Menticirrhus",221229,834214,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2005,"Menticirrhus",41516.9,329656,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2006,"Menticirrhus",25740.4,174283,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2007,"Menticirrhus",45447.5,214869,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2008,"Menticirrhus",37702.4,183806,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2009,"Menticirrhus",46408.5,332832,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2010,"Menticirrhus",53240.5,314805,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2011,"Menticirrhus",95448.7,600189,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2012,"Menticirrhus",106656.1,908711,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2013,"Menticirrhus",89515.4,654452,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2014,"Menticirrhus",106432.8,562449,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2015,"Menticirrhus",57880.9,426253,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2016,"Menticirrhus",70873.2,477103,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2017,"Menticirrhus",75401.3,739162,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2018,"Menticirrhus",81093.1,953613,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2019,"Menticirrhus",64829,768719,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2020,"Menticirrhus",36222.5,386636,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2021,"Menticirrhus",37380.9,561206,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2022,"Menticirrhus",43210.2,501402,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2023,"Menticirrhus",62532,1065180,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2024,"Menticirrhus",29083.832,484667.4,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2000,"Merluccius",214923.4,1651110,"Demersal marine fishes","OTRAS","Merlucciidae"
2001,"Merluccius",655861.5,3429211,"Demersal marine fishes","OTRAS","Merlucciidae"
2002,"Merluccius",38756.2,197235,"Demersal marine fishes","OTRAS","Merlucciidae"
2003,"Merluccius",969268.3,6091537,"Demersal marine fishes","OTRAS","Merlucciidae"
2004,"Merluccius",2412717.1,15984345,"Demersal marine fishes","OTRAS","Merlucciidae"
2005,"Merluccius",1547778.1,11602216,"Demersal marine fishes","OTRAS","Merlucciidae"
2006,"Merluccius",1886785.5,11918724,"Demersal marine fishes","OTRAS","Merlucciidae"
2007,"Merluccius",1050430.2,8605374,"Demersal marine fishes","OTRAS","Merlucciidae"
2008,"Merluccius",1552220.4,11385280,"Demersal marine fishes","OTRAS","Merlucciidae"
2009,"Merluccius",1676035.2,15585255,"Demersal marine fishes","OTRAS","Merlucciidae"
2010,"Merluccius",1112636.2,8406957,"Demersal marine fishes","OTRAS","Merlucciidae"
2011,"Merluccius",2000969,17996868,"Demersal marine fishes","OTRAS","Merlucciidae"
2012,"Merluccius",2591417.3,23688472,"Demersal marine fishes","OTRAS","Merlucciidae"
2013,"Merluccius",6277231.5,49063127,"Demersal marine fishes","OTRAS","Merlucciidae"
2014,"Merluccius",7262581,54628115.5,"Demersal marine fishes","OTRAS","Merlucciidae"
2015,"Merluccius",4980937.6,36951140.5,"Demersal marine fishes","OTRAS","Merlucciidae"
2016,"Merluccius",6342965.3,68028681,"Demersal marine fishes","OTRAS","Merlucciidae"
2017,"Merluccius",4798186.6,47288358,"Demersal marine fishes","OTRAS","Merlucciidae"
2018,"Merluccius",2805796,30371522,"Demersal marine fishes","OTRAS","Merlucciidae"
2019,"Merluccius",2768757.4,31763965,"Demersal marine fishes","OTRAS","Merlucciidae"
2020,"Merluccius",4945353.5,56963048,"Demersal marine fishes","OTRAS","Merlucciidae"
2021,"Merluccius",8074232.2,78619061,"Demersal marine fishes","OTRAS","Merlucciidae"
2022,"Merluccius",18466921.1,176557270.5,"Demersal marine fishes","OTRAS","Merlucciidae"
2023,"Merluccius",19807540,176015551,"Demersal marine fishes","OTRAS","Merlucciidae"
2024,"Merluccius",27453117.7,242378160,"Demersal marine fishes","OTRAS","Merlucciidae"
2000,"Mesocentrotus",5205,104100,"Echinoderms","ERIZO","Strongylocentrotidae"
2001,"Mesocentrotus",1852527,42632375,"Echinoderms","ERIZO","Strongylocentrotidae"
2002,"Mesocentrotus",1623762,34100934,"Echinoderms","ERIZO","Strongylocentrotidae"
2003,"Mesocentrotus",1559272,54976601,"Echinoderms","ERIZO","Strongylocentrotidae"
2004,"Mesocentrotus",1736776,32079208,"Echinoderms","ERIZO","Strongylocentrotidae"
2005,"Mesocentrotus",67442,1178384,"Echinoderms","ERIZO","Strongylocentrotidae"
2006,"Mesocentrotus",4207,95485,"Echinoderms","ERIZO","Strongylocentrotidae"
2007,"Mesocentrotus",8326,129334,"Echinoderms","ERIZO","Strongylocentrotidae"
2008,"Mesocentrotus",11027,66162,"Echinoderms","ERIZO","Strongylocentrotidae"
2009,"Mesocentrotus",24973,365136,"Echinoderms","ERIZO","Strongylocentrotidae"
2010,"Mesocentrotus",13773,288675,"Echinoderms","ERIZO","Strongylocentrotidae"
2011,"Mesocentrotus",65407,1451633,"Echinoderms","ERIZO","Strongylocentrotidae"
2012,"Mesocentrotus",38424,845495,"Echinoderms","ERIZO","Strongylocentrotidae"
2013,"Mesocentrotus",41418,1656079,"Echinoderms","ERIZO","Strongylocentrotidae"
2014,"Mesocentrotus",15863,502581,"Echinoderms","ERIZO","Strongylocentrotidae"
2015,"Mesocentrotus",95591,1619299,"Echinoderms","ERIZO","Strongylocentrotidae"
2016,"Mesocentrotus",6801,229340,"Echinoderms","ERIZO","Strongylocentrotidae"
2017,"Mesocentrotus",39892,1741878,"Echinoderms","ERIZO","Strongylocentrotidae"
2018,"Mesocentrotus",29893,452586,"Echinoderms","ERIZO","Strongylocentrotidae"
2019,"Mesocentrotus",17622,291925,"Echinoderms","ERIZO","Strongylocentrotidae"
2020,"Mesocentrotus",2856,185300,"Echinoderms","ERIZO","Strongylocentrotidae"
2021,"Mesocentrotus",336,10000,"Echinoderms","ERIZO","Strongylocentrotidae"
2022,"Mesocentrotus",1862,261100,"Echinoderms","ERIZO","Strongylocentrotidae"
2023,"Mesocentrotus",17840,270375,"Echinoderms","ERIZO","Strongylocentrotidae"
2024,"Mesocentrotus",13088,160497,"Echinoderms","ERIZO","Strongylocentrotidae"
2000,"Microlepidotus",573272.5,973539,"Demersal marine fishes","OTRAS","Haemulidae"
2001,"Microlepidotus",119474,1170850,"Demersal marine fishes","OTRAS","Haemulidae"
2002,"Microlepidotus",108756,1271594,"Demersal marine fishes","OTRAS","Haemulidae"
2003,"Microlepidotus",114648.2,1219934,"Demersal marine fishes","OTRAS","Haemulidae"
2004,"Microlepidotus",1169292.3,2477904,"Demersal marine fishes","OTRAS","Haemulidae"
2005,"Microlepidotus",265261.2,105689,"Demersal marine fishes","OTRAS","Haemulidae"
2006,"Microlepidotus",96718,139058,"Demersal marine fishes","OTRAS","Haemulidae"
2007,"Microlepidotus",701203,725580,"Demersal marine fishes","OTRAS","Haemulidae"
2008,"Microlepidotus",14320,60077,"Demersal marine fishes","OTRAS","Haemulidae"
2009,"Microlepidotus",5693,47773,"Demersal marine fishes","OTRAS","Haemulidae"
2010,"Microlepidotus",153165,246393,"Demersal marine fishes","OTRAS","Haemulidae"
2011,"Microlepidotus",16606,265839,"Demersal marine fishes","OTRAS","Haemulidae"
2012,"Microlepidotus",20415.8,287005,"Demersal marine fishes","OTRAS","Haemulidae"
2013,"Microlepidotus",19426,284923,"Demersal marine fishes","OTRAS","Haemulidae"
2014,"Microlepidotus",60052,457890,"Demersal marine fishes","OTRAS","Haemulidae"
2015,"Microlepidotus",112346,1163352,"Demersal marine fishes","OTRAS","Haemulidae"
2016,"Microlepidotus",131486.9,1719428,"Demersal marine fishes","OTRAS","Haemulidae"
2017,"Microlepidotus",251071,3233694,"Demersal marine fishes","OTRAS","Haemulidae"
2018,"Microlepidotus",297297.5,4172243,"Demersal marine fishes","OTRAS","Haemulidae"
2019,"Microlepidotus",143880,2133239,"Demersal marine fishes","OTRAS","Haemulidae"
2020,"Microlepidotus",157533,1267576,"Demersal marine fishes","OTRAS","Haemulidae"
2021,"Microlepidotus",49473,880965,"Demersal marine fishes","OTRAS","Haemulidae"
2022,"Microlepidotus",40871,807448,"Demersal marine fishes","OTRAS","Haemulidae"
2023,"Microlepidotus",37009,760298,"Demersal marine fishes","OTRAS","Haemulidae"
2024,"Microlepidotus",43525,973914,"Demersal marine fishes","OTRAS","Haemulidae"
2000,"Micropogonias",1920162.6,9858585,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2001,"Micropogonias",2222582.5,9721907,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2002,"Micropogonias",1140110.2,5538964,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2003,"Micropogonias",2157378.25,11460551,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2004,"Micropogonias",2612996.4,13421506,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2005,"Micropogonias",3236627.4,19336610,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2006,"Micropogonias",2581209.9,17201990.49,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2007,"Micropogonias",2598980.4,15201795.26,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2008,"Micropogonias",3367772.3,18020285,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2009,"Micropogonias",3796538.4,22642086,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2010,"Micropogonias",7549002,57739221,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2011,"Micropogonias",10632131.3,111550590,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2012,"Micropogonias",10687859.4,125957751,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2013,"Micropogonias",6218244.3,69858320,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2014,"Micropogonias",8857066.56,89234388,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2015,"Micropogonias",8098251.5,89286539,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2016,"Micropogonias",6114645.39,69103777.8,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2017,"Micropogonias",6102359.55,78675487.5,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2018,"Micropogonias",5870733.85,81602853.95,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2019,"Micropogonias",9896502.1,145145315.5,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2020,"Micropogonias",4424973.95,65933520,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2021,"Micropogonias",11872738.8,148524513.9,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2022,"Micropogonias",10831920.8,162851151.96,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2023,"Micropogonias",14643950,222354975,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2024,"Micropogonias",12947470.35,181590138.6,"Demersal marine fishes","BERRUGATA","Sciaenidae"
2000,"Mobula",1335325.6,7163014,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2001,"Mobula",901850.55,4872954,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2002,"Mobula",768506.65,4452691,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2003,"Mobula",1141431.25,7292581,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2004,"Mobula",1250842.35,7345751,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2005,"Mobula",1165986.85,15080369,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2006,"Mobula",800477.65,5350766,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2007,"Mobula",1254405.4,12323114.5,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2008,"Mobula",853931.4,6910051,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2009,"Mobula",1000616.6,8590411,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2010,"Mobula",728105.75,6565782,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2011,"Mobula",1009482.6,10086466,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2012,"Mobula",1337893.1,12605595,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2013,"Mobula",1051449.5,11805439,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2014,"Mobula",1055850.65,12915735,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2015,"Mobula",1507699.6,16385767.5,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2016,"Mobula",1789578.8,23543946.8,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2017,"Mobula",1613345.8,23911575.5,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2018,"Mobula",1070239,18253628,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2019,"Mobula",623102,13087104.5,"Demersal marine fishes","RAYA Y SIMILARES","Myliobatidae"
2000,"Mugil",1926891.8,8735349,"Demersal marine fishes","LISA","Mugilidae"
2001,"Mugil",2140619,10708950,"Demersal marine fishes","LISA","Mugilidae"
2002,"Mugil",2824808,12933465,"Demersal marine fishes","LISA","Mugilidae"
2003,"Mugil",2400771.2,11500910,"Demersal marine fishes","LISA","Mugilidae"
2004,"Mugil",2810789.5,12803696,"Demersal marine fishes","LISA","Mugilidae"
2005,"Mugil",2113890.7,11539306,"Demersal marine fishes","LISA","Mugilidae"
2006,"Mugil",2269763,12785422,"Demersal marine fishes","LISA","Mugilidae"
2007,"Mugil",1363720,8916939.84,"Demersal marine fishes","LISA","Mugilidae"
2008,"Mugil",1761735.7,11418735,"Demersal marine fishes","LISA","Mugilidae"
2009,"Mugil",2068958,13651267,"Demersal marine fishes","LISA","Mugilidae"
2010,"Mugil",1980012.7,13232296,"Demersal marine fishes","LISA","Mugilidae"
2011,"Mugil",2442910,16066969,"Demersal marine fishes","LISA","Mugilidae"
2012,"Mugil",2542376,17641757,"Demersal marine fishes","LISA","Mugilidae"
2013,"Mugil",2820845,21418492,"Demersal marine fishes","LISA","Mugilidae"
2014,"Mugil",2053056.8,17378910,"Demersal marine fishes","LISA","Mugilidae"
2015,"Mugil",3126495.2,28398906.74,"Demersal marine fishes","LISA","Mugilidae"
2016,"Mugil",3520788.5,41262678.03,"Demersal marine fishes","LISA","Mugilidae"
2017,"Mugil",3356065.5,39136877.2,"Demersal marine fishes","LISA","Mugilidae"
2018,"Mugil",3659318.4,46933631.5,"Demersal marine fishes","LISA","Mugilidae"
2019,"Mugil",3734976.23,62200209.76,"Demersal marine fishes","LISA","Mugilidae"
2020,"Mugil",2383624.2,35093960.6,"Demersal marine fishes","LISA","Mugilidae"
2021,"Mugil",1552090.7,19555707,"Demersal marine fishes","LISA","Mugilidae"
2022,"Mugil",2197419.6,30007620,"Demersal marine fishes","LISA","Mugilidae"
2023,"Mugil",395627,5455819,"Demersal marine fishes","LISA","Mugilidae"
2024,"Mugil",362586.5,4893419,"Demersal marine fishes","LISA","Mugilidae"
2000,"Mustelus",246002.1,2513957,"Sharks","TIBURON","Triakidae"
2001,"Mustelus",124934.25,1085004,"Sharks","TIBURON","Triakidae"
2002,"Mustelus",94400.25,943907,"Sharks","TIBURON","Triakidae"
2003,"Mustelus",306830.75,3151147,"Sharks","TIBURON","Triakidae"
2004,"Mustelus",230968.8,2630226,"Sharks","TIBURON","Triakidae"
2005,"Mustelus",149156.25,1832423,"Sharks","TIBURON","Triakidae"
2006,"Mustelus",31392.5,277992,"Sharks","TIBURON","Triakidae"
2007,"Mustelus",12131.15,169157,"Sharks","TIBURON","Triakidae"
2008,"Mustelus",16848.2,223652,"Sharks","TIBURON","Triakidae"
2009,"Mustelus",37587,469865,"Sharks","TIBURON","Triakidae"
2010,"Mustelus",24615.8,374286,"Sharks","TIBURON","Triakidae"
2011,"Mustelus",50015.8,649154,"Sharks","TIBURON","Triakidae"
2012,"Mustelus",53898.6,729990,"Sharks","TIBURON","Triakidae"
2013,"Mustelus",43075.7,663043,"Sharks","TIBURON","Triakidae"
2014,"Mustelus",48744.2,655158,"Sharks","TIBURON","Triakidae"
2015,"Mustelus",144566.65,2820912,"Sharks","TIBURON","Triakidae"
2016,"Mustelus",251692.25,5057172,"Sharks","TIBURON","Triakidae"
2017,"Mustelus",455548.5,10082265,"Sharks","TIBURON","Triakidae"
2018,"Mustelus",387050.2,8714732,"Sharks","TIBURON","Triakidae"
2019,"Mustelus",285730.65,6123413,"Sharks","TIBURON","Triakidae"
2020,"Mustelus",351542,4795080,"Sharks","TIBURON","Triakidae"
2021,"Mustelus",457872.5,6404254,"Sharks","TIBURON","Triakidae"
2022,"Mustelus",545945.35,8307635,"Sharks","TIBURON","Triakidae"
2023,"Mustelus",435350,7418672,"Sharks","TIBURON","Triakidae"
2024,"Mustelus",806789.55,12715952.2,"Sharks","TIBURON","Triakidae"
2000,"Mycteroperca",459249.25,6765056,"Demersal marine fishes","CABRILLA","Serranidae"
2001,"Mycteroperca",534179,6793209,"Demersal marine fishes","CABRILLA","Serranidae"
2002,"Mycteroperca",488733.85,6841454,"Demersal marine fishes","CABRILLA","Serranidae"
2003,"Mycteroperca",622496.35,9671029,"Demersal marine fishes","CABRILLA","Serranidae"
2004,"Mycteroperca",620922.75,10271626,"Demersal marine fishes","CABRILLA","Serranidae"
2005,"Mycteroperca",412226.5,8014378,"Demersal marine fishes","CABRILLA","Serranidae"
2006,"Mycteroperca",344973.05,7079371,"Demersal marine fishes","CABRILLA","Serranidae"
2007,"Mycteroperca",439438.1,8711538,"Demersal marine fishes","CABRILLA","Serranidae"
2008,"Mycteroperca",515664.8,10192245,"Demersal marine fishes","CABRILLA","Serranidae"
2009,"Mycteroperca",577366.25,12808617,"Demersal marine fishes","CABRILLA","Serranidae"
2010,"Mycteroperca",380174.45,8977421,"Demersal marine fishes","CABRILLA","Serranidae"
2011,"Mycteroperca",360684.4,9366245,"Demersal marine fishes","CABRILLA","Serranidae"
2012,"Mycteroperca",423323.5,10858940,"Demersal marine fishes","CABRILLA","Serranidae"
2013,"Mycteroperca",445762.2,11750916,"Demersal marine fishes","CABRILLA","Serranidae"
2014,"Mycteroperca",462417.85,12881117,"Demersal marine fishes","CABRILLA","Serranidae"
2015,"Mycteroperca",726205.77,23191353.7,"Demersal marine fishes","CABRILLA","Serranidae"
2016,"Mycteroperca",685469.38,22385317.3,"Demersal marine fishes","CABRILLA","Serranidae"
2017,"Mycteroperca",689863.11,24993223,"Demersal marine fishes","CABRILLA","Serranidae"
