"Year","Major_Functional_Group","Stock","Total_Landed_Biomass","n_Records"
2021,"Demersal marine fishes","Prionace",964986.6,348
2021,"Demersal marine fishes","Pseudobatos",828288.1,742
2021,"Demersal marine fishes","Pseudupeneus",1603.1,5
2021,"Demersal marine fishes","Scorpaena",10753,47
2021,"Demersal marine fishes","Sphoeroides",510478.4,1466
2021,"Demersal marine fishes","Sphyrna",1321476.65,455
2021,"Demersal marine fishes","Squatina",678864.9,903
2021,"Demersal marine fishes","Stereolepis",4614.5,36
2021,"Demersal marine fishes","Synodus",371446.7,1278
2021,"Demersal marine fishes","Trichiurus",6043,43
2021,"Diadromous fishes","Chanos",422050.8,407
2021,"Marine algae","Gelidium",150000,2
2021,"Marine fishes NEI","Epinephelus",59909.5,319
2021,"Miscellaneous aquatic animals","Mesocentrotus",336,2
2021,"Molluscs excl. Cephalopods","Argopecten",3081556,450
2021,"Molluscs excl. Cephalopods","Chione",231602,203
2021,"Molluscs excl. Cephalopods","Dosinia",1315388,587
2021,"Molluscs excl. Cephalopods","Haliotis",119,1
2021,"Molluscs excl. Cephalopods","Hexaplex",1189550,373
2021,"Molluscs excl. Cephalopods","Lobatus",49155,55
2021,"Molluscs excl. Cephalopods","Megapitaria",392835,796
2021,"Molluscs excl. Cephalopods","Megastraea",36181,8
2021,"Molluscs excl. Cephalopods","Panopea",1942688,1060
2021,"Molluscs excl. Cephalopods","Turbo",6941,40
2021,"Pelagic marine fishes","Ablennes",23762.5,203
2021,"Pelagic marine fishes","Caranx",55714.1,193
2021,"Pelagic marine fishes","Cetengraulis",117062060.04,596
2021,"Pelagic marine fishes","Coryphaena",117276.8,574
2021,"Pelagic marine fishes","Etrumeus",3543139.96,49
2021,"Pelagic marine fishes","Euthynnus",2078659,60
2021,"Pelagic marine fishes","Istiophorus",22896.75,86
2021,"Pelagic marine fishes","Katsuwonus",5004082.2,171
2021,"Pelagic marine fishes","Oligoplites",906294.96,35
2021,"Pelagic marine fishes","Opisthonema",171821495.64,1395
2021,"Pelagic marine fishes","Sarda",5395028.55,172
2021,"Pelagic marine fishes","Sardinops",246899399.6,1777
2021,"Pelagic marine fishes","Scomber",26327682.52,282
2021,"Pelagic marine fishes","Scomberomorus",9207270.83,6369
2021,"Pelagic marine fishes","Selene",595681.7,1432
2021,"Pelagic marine fishes","Seriola",1490677.6,1390
2021,"Pelagic marine fishes","Sphyraena",4300,79
2021,"Pelagic marine fishes","Thunnus",78241993.2,752
2021,"Pelagic marine fishes","Trachinotus",247339.4,836
2021,"Pelagic marine fishes","Xiphias",431339,156
2021,"Shrimps, prawns","Farfantepenaeus",339417.6,103
2021,"Shrimps, prawns","Litopenaeus",2319662.6,1755
2021,"Shrimps, prawns","Penaeus",32855222.77,14914
2021,"Shrimps, prawns","Rimapenaeus",70639.2,37
2021,"Shrimps, prawns","Sicyonia",22857.6,20
2022,"Cephalopods","Dosidicus",848586.35,1056
2022,"Crustaceans","Callinectes",2341690,2012
2022,"Crustaceans","Panulirus",211767,300
2022,"Demersal marine fishes","Acanthurus",14828,75
2022,"Demersal marine fishes","Aetobatus",76634.3,152
2022,"Demersal marine fishes","Alopias",1003197.1,530
2022,"Demersal marine fishes","Anisotremus",121578.45,473
2022,"Demersal marine fishes","Anoplopoma",5911.4,43
2022,"Demersal marine fishes","Ariopsis",8059,23
2022,"Demersal marine fishes","Balistes",2445170.9,2565
2022,"Demersal marine fishes","Brotula",1570605,1210
2022,"Demersal marine fishes","Calamus",12445,127
2022,"Demersal marine fishes","Carcharhinus",2944689.8,2076
2022,"Demersal marine fishes","Caulolatilus",441946.05,1146
2022,"Demersal marine fishes","Centropomus",1254776.64,3898
2022,"Demersal marine fishes","Cynoscion",3338950.45,6841
2022,"Demersal marine fishes","Diapterus",71749,189
2022,"Demersal marine fishes","Diplectrum",111938.45,298
2022,"Demersal marine fishes","Eucinostomus argenteus",171707,585
2022,"Demersal marine fishes","Eugerres",85586,386
2022,"Demersal marine fishes","Galeocerdo",6007.3,27
2022,"Demersal marine fishes","Gerres",156512.5,419
2022,"Demersal marine fishes","Ginglymostoma",1325.8,10
2022,"Demersal marine fishes","Haemulon",745138.25,2482
2022,"Demersal marine fishes","Haemulopsis",143721.3,419
2022,"Demersal marine fishes","Hoplopagrus",182264.6,710
2022,"Demersal marine fishes","Hypanus",2439022.5,1749
2022,"Demersal marine fishes","Hyporthodus",1535898.9,3222
2022,"Demersal marine fishes","Hyporthodus niphobles",52820.6,235
2022,"Demersal marine fishes","Isurus",855813.85,492
2022,"Demersal marine fishes","Lamna",45550.4,89
2022,"Demersal marine fishes","Larimus",3409,21
2022,"Demersal marine fishes","Lutjanus",4895700.25,13525
2022,"Demersal marine fishes","Menticirrhus",43210.2,178
2022,"Demersal marine fishes","Merluccius",18466921.1,855
2022,"Demersal marine fishes","Microlepidotus",40871,306
2022,"Demersal marine fishes","Micropogonias",10831920.8,5407
2022,"Demersal marine fishes","Mugil",2197419.6,3585
2022,"Demersal marine fishes","Mustelus",545945.35,346
2022,"Demersal marine fishes","Mycteroperca",1093070.25,2789
2022,"Demersal marine fishes","Nasolamia",23594.5,33
2022,"Demersal marine fishes","Nematistius",2372,8
2022,"Demersal marine fishes","Nicholsina",892.1,18
2022,"Demersal marine fishes","Orthopristis",71499,403
2022,"Demersal marine fishes","Paralabrax",1669730.7,2239
2022,"Demersal marine fishes","Paranthias",6450.6,20
2022,"Demersal marine fishes","Parapsettus",35705,99
2022,"Demersal marine fishes","Prionace",1822697.85,477
2022,"Demersal marine fishes","Pseudobatos",535438.2,712
2022,"Demersal marine fishes","Pseudupeneus",22,1
2022,"Demersal marine fishes","Scorpaena",5297.7,40
2022,"Demersal marine fishes","Sphoeroides",864007.55,1559
2022,"Demersal marine fishes","Sphyrna",488853.65,448
2022,"Demersal marine fishes","Squatina",475360.2,707
2022,"Demersal marine fishes","Stereolepis",2185.2,33
2022,"Demersal marine fishes","Synodus",379689.9,1180
2022,"Demersal marine fishes","Trichiurus",3477,16
2022,"Diadromous fishes","Chanos",397430.7,389
2022,"Marine algae","Gelidium",1400,1
2022,"Marine fishes NEI","Epinephelus",29583.3,231
2022,"Miscellaneous aquatic animals","Mesocentrotus",1862,12
2022,"Miscellaneous aquatic animals","Strongylocentrotus",900,1
2022,"Molluscs excl. Cephalopods","Argopecten",6213801,596
2022,"Molluscs excl. Cephalopods","Chione",649963,296
2022,"Molluscs excl. Cephalopods","Dosinia",1604519,556
2022,"Molluscs excl. Cephalopods","Haliotis",218.06,3
2022,"Molluscs excl. Cephalopods","Hexaplex",741521,419
2022,"Molluscs excl. Cephalopods","Lobatus",34072,78
2022,"Molluscs excl. Cephalopods","Megapitaria",865208,789
2022,"Molluscs excl. Cephalopods","Megastraea",116628,25
2022,"Molluscs excl. Cephalopods","Panopea",1917313,1053
2022,"Molluscs excl. Cephalopods","Turbo",8451,34
2022,"Pelagic marine fishes","Ablennes",30911.45,217
2022,"Pelagic marine fishes","Caranx",98695.1,210
2022,"Pelagic marine fishes","Cetengraulis",63428994.88,377
2022,"Pelagic marine fishes","Coryphaena",165685.05,659
2022,"Pelagic marine fishes","Etrumeus",4103045.28,70
2022,"Pelagic marine fishes","Euthynnus",2521459,95
2022,"Pelagic marine fishes","Istiophorus",32216,102
2022,"Pelagic marine fishes","Katsuwonus",7828357.4,235
2022,"Pelagic marine fishes","Oligoplites",977357.48,180
2022,"Pelagic marine fishes","Opisthonema",211423765.72,1806
2022,"Pelagic marine fishes","Sarda",2456871,107
2022,"Pelagic marine fishes","Sardinops",74797178.16,634
2022,"Pelagic marine fishes","Scomber",31721364.24,343
2022,"Pelagic marine fishes","Scomberomorus",10889337.89,6188
2022,"Pelagic marine fishes","Selene",414112.1,1225
2022,"Pelagic marine fishes","Seriola",1584792.8,1612
2022,"Pelagic marine fishes","Sphyraena",4998,76
2022,"Pelagic marine fishes","Thunnus",88279609.4,647
2022,"Pelagic marine fishes","Trachinotus",185762.6,819
2022,"Pelagic marine fishes","Xiphias",569216.25,189
2022,"Shrimps, prawns","Farfantepenaeus",283780.2,79
2022,"Shrimps, prawns","Litopenaeus",2797550,1673
2022,"Shrimps, prawns","Penaeus",35937234.6,17090
2022,"Shrimps, prawns","Rimapenaeus",88096,69
2022,"Shrimps, prawns","Sicyonia",528,2
2023,"Cephalopods","Dosidicus",1117009,1191
2023,"Crustaceans","Callinectes",3690801,3248
2023,"Crustaceans","Panulirus",198010,276
2023,"Demersal marine fishes","Acanthurus",10614,51
2023,"Demersal marine fishes","Aetobatus",39225,120
2023,"Demersal marine fishes","Alopias",1728924,585
2023,"Demersal marine fishes","Anisotremus",227163,694
2023,"Demersal marine fishes","Anoplopoma",33343,105
2023,"Demersal marine fishes","Ariopsis",43,1
2023,"Demersal marine fishes","Balistes",3016727,2786
2023,"Demersal marine fishes","Brotula",1535647,1311
2023,"Demersal marine fishes","Calamus",12459,92
2023,"Demersal marine fishes","Carcharhinus",3853435,2022
2023,"Demersal marine fishes","Caulolatilus",401009,1145
2023,"Demersal marine fishes","Centropomus",1112942,3623
2023,"Demersal marine fishes","Cynoscion",4576727,7118
2023,"Demersal marine fishes","Diapterus",33576,96
2023,"Demersal marine fishes","Diplectrum",94389,355
2023,"Demersal marine fishes","Eucinostomus argenteus",245758,559
2023,"Demersal marine fishes","Eugerres",75399,310
2023,"Demersal marine fishes","Galeocerdo",11521,26
2023,"Demersal marine fishes","Gerres",174858,447
2023,"Demersal marine fishes","Ginglymostoma",1956,18
2023,"Demersal marine fishes","Haemulon",629199,2100
2023,"Demersal marine fishes","Haemulopsis",122287,368
2023,"Demersal marine fishes","Hoplopagrus",151964,803
2023,"Demersal marine fishes","Hypanus",2818128,2030
2023,"Demersal marine fishes","Hyporthodus",2000495,3575
2023,"Demersal marine fishes","Hyporthodus niphobles",95974,285
2023,"Demersal marine fishes","Isurus",863995,578
2023,"Demersal marine fishes","Lamna",2732,24
2023,"Demersal marine fishes","Larimus",1866,14
2023,"Demersal marine fishes","Lutjanus",4812522,13735
2023,"Demersal marine fishes","Menticirrhus",62532,201
2023,"Demersal marine fishes","Merluccius",19807540,901
2023,"Demersal marine fishes","Microlepidotus",37009,323
2023,"Demersal marine fishes","Micropogonias",14643950,5431
2023,"Demersal marine fishes","Mugil",394470,1130
2023,"Demersal marine fishes","Mustelus",435350,336
2023,"Demersal marine fishes","Mycteroperca",1176975,3056
2023,"Demersal marine fishes","Nasolamia",24404,32
2023,"Demersal marine fishes","Nematistius",1821,11
2023,"Demersal marine fishes","Nicholsina",7749,32
2023,"Demersal marine fishes","Orthopristis",66553,359
2023,"Demersal marine fishes","Paralabrax",1761074,2537
2023,"Demersal marine fishes","Paranthias",6112,32
2023,"Demersal marine fishes","Parapsettus",8708,36
2023,"Demersal marine fishes","Prionace",2079833,495
2023,"Demersal marine fishes","Pseudobatos",522604,707
2023,"Demersal marine fishes","Scorpaena",3793,23
2023,"Demersal marine fishes","Sphoeroides",978644,2242
2023,"Demersal marine fishes","Sphyrna",481265,70
2023,"Demersal marine fishes","Squatina",469208,642
2023,"Demersal marine fishes","Stereolepis",4569,43
2023,"Demersal marine fishes","Synodus",325146,1171
2023,"Demersal marine fishes","Trichiurus",200,3
2023,"Diadromous fishes","Chanos",586440,413
2023,"Marine fishes NEI","Epinephelus",24522,65
2023,"Miscellaneous aquatic animals","Mesocentrotus",17840,21
2023,"Molluscs excl. Cephalopods","Argopecten",309714,138
2023,"Molluscs excl. Cephalopods","Chione",280833,280
2023,"Molluscs excl. Cephalopods","Dosinia",1366816,443
2023,"Molluscs excl. Cephalopods","Haliotis",7308,14
2023,"Molluscs excl. Cephalopods","Hexaplex",925719,427
2023,"Molluscs excl. Cephalopods","Lobatus",34857,54
2023,"Molluscs excl. Cephalopods","Megapitaria",479235,730
2023,"Molluscs excl. Cephalopods","Megastraea",43785,8
2023,"Molluscs excl. Cephalopods","Panopea",2079754,1156
2023,"Molluscs excl. Cephalopods","Turbo",11415,31
2023,"Pelagic marine fishes","Ablennes",32012,210
2023,"Pelagic marine fishes","Caranx",163030,333
2023,"Pelagic marine fishes","Cetengraulis",223069249,1087
2023,"Pelagic marine fishes","Coryphaena",184486,744
2023,"Pelagic marine fishes","Etrumeus",4099559,73
2023,"Pelagic marine fishes","Euthynnus",1007120,38
2023,"Pelagic marine fishes","Istiophorus",51186,128
2023,"Pelagic marine fishes","Katsuwonus",9198837,184
2023,"Pelagic marine fishes","Oligoplites",905,27
2023,"Pelagic marine fishes","Opisthonema",200706537,1944
2023,"Pelagic marine fishes","Sardinops",99040239,855
2023,"Pelagic marine fishes","Scomber",50800309,509
2023,"Pelagic marine fishes","Scomberomorus",10903077,6406
2023,"Pelagic marine fishes","Selene",355633,895
2023,"Pelagic marine fishes","Seriola",1326580,1582
2023,"Pelagic marine fishes","Sphyraena",4657,46
2023,"Pelagic marine fishes","Thunnus",101763931,675
2023,"Pelagic marine fishes","Trachinotus",186466,805
2023,"Pelagic marine fishes","Xiphias",420960,181
2023,"Shrimps, prawns","Farfantepenaeus",45136,22
2023,"Shrimps, prawns","Penaeus",36536309,16405
2023,"Shrimps, prawns","Rimapenaeus",263225,129
2023,"Shrimps, prawns","Sicyonia",630,3
2024,"Cephalopods","Dosidicus",1183391.02,1174
2024,"Crustaceans","Panulirus",184638.3,242
2024,"Demersal marine fishes","Acanthurus",7179,55
2024,"Demersal marine fishes","Aetobatus",20008.9,91
2024,"Demersal marine fishes","Alopias",913881.05,358
2024,"Demersal marine fishes","Anisotremus",484584.017,754
2024,"Demersal marine fishes","Anoplopoma",5326.6,44
2024,"Demersal marine fishes","Balistes",2784333.28,2549
2024,"Demersal marine fishes","Brotula",1228514.775,1152
2024,"Demersal marine fishes","Calamus",11628.5,103
2024,"Demersal marine fishes","Carcharhinus",8612992.6,1586
2024,"Demersal marine fishes","Caulolatilus",271283.95,1115
2024,"Demersal marine fishes","Centropomus",1555817.513,4142
2024,"Demersal marine fishes","Cynoscion",6343757.354,7585
2024,"Demersal marine fishes","Diapterus",59437,162
2024,"Demersal marine fishes","Diplectrum",105484.7,325
2024,"Demersal marine fishes","Eucinostomus argenteus",260792.5,645
2024,"Demersal marine fishes","Eugerres",87374,341
2024,"Demersal marine fishes","Galeocerdo",46184.25,23
2024,"Demersal marine fishes","Gerres",367918.6,656
2024,"Demersal marine fishes","Ginglymostoma",862.6,18
2024,"Demersal marine fishes","Haemulon",783599.35,2341
2024,"Demersal marine fishes","Haemulopsis",115161.8,375
2024,"Demersal marine fishes","Hoplopagrus",174942.08,936
2024,"Demersal marine fishes","Hypanus",3210633.31,2157
2024,"Demersal marine fishes","Hyporthodus",2146175.801,3981
2024,"Demersal marine fishes","Hyporthodus niphobles",61288.04,283
2024,"Demersal marine fishes","Isurus",1039622.925,396
2024,"Demersal marine fishes","Lamna",4759.95,24
2024,"Demersal marine fishes","Larimus",2592,19
2024,"Demersal marine fishes","Lutjanus",4959686.6895,13394
2024,"Demersal marine fishes","Menticirrhus",29083.832,106
2024,"Demersal marine fishes","Merluccius",27453117.7,984
2024,"Demersal marine fishes","Microlepidotus",43525,287
2024,"Demersal marine fishes","Micropogonias",12947470.35,4588
2024,"Demersal marine fishes","Mugil",362586.5,969
2024,"Demersal marine fishes","Mustelus",806789.55,503
2024,"Demersal marine fishes","Mycteroperca",982820.774,2811
2024,"Demersal marine fishes","Nasolamia",31663.75,35
2024,"Demersal marine fishes","Nematistius",2762,11
2024,"Demersal marine fishes","Nicholsina",391,8
2024,"Demersal marine fishes","Orthopristis",111531,465
2024,"Demersal marine fishes","Paralabrax",1896787.56,2483
2024,"Demersal marine fishes","Paranthias",5811.35,38
2024,"Demersal marine fishes","Parapsettus",11650,20
2024,"Demersal marine fishes","Prionace",5146010.8,743
2024,"Demersal marine fishes","Pseudobatos",737954.9,757
2024,"Demersal marine fishes","Scorpaena",1065,20
2024,"Demersal marine fishes","Sphoeroides",999235.155,1845
2024,"Demersal marine fishes","Sphyrna",564158.8,106
2024,"Demersal marine fishes","Squatina",557648,673
2024,"Demersal marine fishes","Stereolepis",110160.5,37
2024,"Demersal marine fishes","Synodus",443262.6,1087
2024,"Demersal marine fishes","Trichiurus",538,9
2024,"Diadromous fishes","Chanos",659921,549
2024,"Marine fishes NEI","Epinephelus",9404.9,107
2024,"Miscellaneous aquatic animals","Mesocentrotus",13088,30
2024,"Miscellaneous aquatic animals","Strongylocentrotus",2800,2
2024,"Molluscs excl. Cephalopods","Argopecten",385752,173
2024,"Molluscs excl. Cephalopods","Dosinia",1463217,349
2024,"Molluscs excl. Cephalopods","Haliotis",4889.94,15
2024,"Molluscs excl. Cephalopods","Hexaplex",219333,142
2024,"Molluscs excl. Cephalopods","Lobatus",51045,36
2024,"Molluscs excl. Cephalopods","Megapitaria",42893,110
2024,"Molluscs excl. Cephalopods","Megastraea",81193,21
2024,"Molluscs excl. Cephalopods","Panopea",1613920.15,870
2024,"Molluscs excl. Cephalopods","Turbo",8019,20
2024,"Pelagic marine fishes","Ablennes",18387.9,134
2024,"Pelagic marine fishes","Caranx",140527.7,344
2024,"Pelagic marine fishes","Cetengraulis",78075835.02,484
2024,"Pelagic marine fishes","Coryphaena",140983.58,732
2024,"Pelagic marine fishes","Etrumeus",4723042.08,103
2024,"Pelagic marine fishes","Euthynnus",1285807,70
2024,"Pelagic marine fishes","Istiophorus",68068.5,137
2024,"Pelagic marine fishes","Katsuwonus",13539845.93,230
2024,"Pelagic marine fishes","Oligoplites",1990,39
2024,"Pelagic marine fishes","Opisthonema",234375650.0836,2339
2024,"Pelagic marine fishes","Sardinops",31270274.0712,387
2024,"Pelagic marine fishes","Scomber",33863265.7864,441
2024,"Pelagic marine fishes","Scomberomorus",12159328.73,6475
2024,"Pelagic marine fishes","Selene",424211.1,924
2024,"Pelagic marine fishes","Seriola",4492.6,39
2024,"Pelagic marine fishes","Sphyraena",2715,14
2024,"Pelagic marine fishes","Thunnus",119250413.29,698
2024,"Pelagic marine fishes","Trachinotus",94257.791,598
2024,"Pelagic marine fishes","Xiphias",497036.25,154
2024,"Shrimps, prawns","Farfantepenaeus",9566.4,5
2024,"Shrimps, prawns","Penaeus",23870585.494,10592
2024,"Shrimps, prawns","Rimapenaeus",18480,10
2024,"Shrimps, prawns","Sicyonia",800,1
2025,"Cephalopods","Dosidicus",7028972.65,1227
2025,"Crustaceans","Callinectes",1300,1
2025,"Crustaceans","Panulirus",82971.7,74
2025,"Demersal marine fishes","Acanthurus",2679,13
2025,"Demersal marine fishes","Aetobatus",14195.5,31
2025,"Demersal marine fishes","Alopias",648584.35,185
2025,"Demersal marine fishes","Anisotremus",170037.6,271
2025,"Demersal marine fishes","Anoplopoma",1272.1,12
2025,"Demersal marine fishes","Ariopsis",10266.4,10
2025,"Demersal marine fishes","Balistes",423307.45,806
2025,"Demersal marine fishes","Brotula",626472.3,550
2025,"Demersal marine fishes","Calamus",9960,60
2025,"Demersal marine fishes","Carcharhinus",3746522.2,539
2025,"Demersal marine fishes","Caulolatilus",114570.516,452
2025,"Demersal marine fishes","Centropomus",647561.874,1704
2025,"Demersal marine fishes","Cynoscion",3168787.461,2995
2025,"Demersal marine fishes","Diapterus",14007,52
2025,"Demersal marine fishes","Diplectrum",43111,216
2025,"Demersal marine fishes","Eucinostomus argenteus",68861.67,254
2025,"Demersal marine fishes","Eugerres",32335,103
2025,"Demersal marine fishes","Galeocerdo",22386.75,15
2025,"Demersal marine fishes","Gerres",179027.7,238
2025,"Demersal marine fishes","Ginglymostoma",380,6
2025,"Demersal marine fishes","Haemulon",356951.35,970
2025,"Demersal marine fishes","Haemulopsis",61722.3,170
2025,"Demersal marine fishes","Hoplopagrus",54438.14,366
2025,"Demersal marine fishes","Hypanus",1445521.32,1029
2025,"Demersal marine fishes","Hyporthodus",1049736.0665,1761
2025,"Demersal marine fishes","Hyporthodus niphobles",26361.86,82
2025,"Demersal marine fishes","Isurus",179848.125,174
2025,"Demersal marine fishes","Lamna",793.8,13
2025,"Demersal marine fishes","Larimus",1670,7
2025,"Demersal marine fishes","Lutjanus",2265558.91,5280
2025,"Demersal marine fishes","Menticirrhus",16091.7,64
2025,"Demersal marine fishes","Merluccius",26925635.9,940
2025,"Demersal marine fishes","Microlepidotus",18759,137
2025,"Demersal marine fishes","Micropogonias",11759610.501,2577
2025,"Demersal marine fishes","Mugil",134624,219
2025,"Demersal marine fishes","Mustelus",336188.15,205
2025,"Demersal marine fishes","Mycteroperca",338067.458,1075
2025,"Demersal marine fishes","Nasolamia",15846.25,19
2025,"Demersal marine fishes","Nicholsina",200,1
2025,"Demersal marine fishes","Orthopristis",62318,253
2025,"Demersal marine fishes","Paralabrax",786413.88,1035
2025,"Demersal marine fishes","Paranthias",306,3
2025,"Demersal marine fishes","Parapsettus",2793.5,10
2025,"Demersal marine fishes","Prionace",2392517.55,302
2025,"Demersal marine fishes","Pseudobatos",422203.48,387
2025,"Demersal marine fishes","Scorpaena",5253,32
2025,"Demersal marine fishes","Sphoeroides",461519.01,743
2025,"Demersal marine fishes","Sphyrna",244365.33,32
2025,"Demersal marine fishes","Squatina",301871.725,446
2025,"Demersal marine fishes","Stereolepis",980,13
2025,"Demersal marine fishes","Synodus",179009.4,452
2025,"Demersal marine fishes","Trichiurus",125,2
2025,"Diadromous fishes","Chanos",383343.7,250
2025,"Marine fishes NEI","Epinephelus",2061,24
2025,"Molluscs excl. Cephalopods","Argopecten",196966,57
2025,"Molluscs excl. Cephalopods","Dosinia",388111,148
2025,"Molluscs excl. Cephalopods","Haliotis",1429.5,5
2025,"Molluscs excl. Cephalopods","Hexaplex",577861.09,272
2025,"Molluscs excl. Cephalopods","Lobatus",33294,15
2025,"Molluscs excl. Cephalopods","Megastraea",7721,1
2025,"Molluscs excl. Cephalopods","Panopea",286733.8,167
2025,"Molluscs excl. Cephalopods","Turbo",6700,11
2025,"Pelagic marine fishes","Ablennes",6619.2,52
2025,"Pelagic marine fishes","Caranx",45020.75,148
2025,"Pelagic marine fishes","Cetengraulis",101419936.394,557
2025,"Pelagic marine fishes","Coryphaena",41634.1,198
2025,"Pelagic marine fishes","Etrumeus",3728364.12,61
2025,"Pelagic marine fishes","Euthynnus",1651490,24
2025,"Pelagic marine fishes","Istiophorus",33402.25,73
2025,"Pelagic marine fishes","Katsuwonus",2386164,88
2025,"Pelagic marine fishes","Oligoplites",550,19
2025,"Pelagic marine fishes","Opisthonema",87677295,977
2025,"Pelagic marine fishes","Sardinops",10130232.44,272
2025,"Pelagic marine fishes","Scomber",35603229.4916,469
2025,"Pelagic marine fishes","Scomberomorus",5977567.8,2900
2025,"Pelagic marine fishes","Selene",273578.1,526
2025,"Pelagic marine fishes","Seriola",864.1,11
2025,"Pelagic marine fishes","Thunnus",55683904,285
2025,"Pelagic marine fishes","Trachinotus",64975.65,241
2025,"Pelagic marine fishes","Xiphias",247572.2125,80
2025,"Shrimps, prawns","Farfantepenaeus",101605.728,30
2025,"Shrimps, prawns","Penaeus",11661010.756,5828
2025,"Shrimps, prawns","Rimapenaeus",42715,24
2025,"Shrimps, prawns","Sicyonia",1600,1
