"year","month","state","office_name_clean","landing_site_clean","recorded_taxa_name","recorded_taxa_name_clean","recorded_scientific_name","keywords_1","keywords_2","keywords_3","keywords_4","keywords_5","estimated_species_name","estimated_genus_name","estimated_family_name","recorded_taxa_group","estimated_taxa_group","Major_Functional_Group","landed_weight","live_weight","weight_kg_corrected","value","reported_aquaculture_production","est_aquaculture_production","est_aquaculture_certainty","sector_estimate_reported","sector_estimate_draft","GOC_est","GOC_Include_Exclude","OHI_region_est","OHI_region_name"
2020,8,"SONORA","PUERTO PENASCO","PUERTO PENASCO","EXTRANJERO DESV. FCO.","EXTRANJERO",NA,"DESV","FCO",NA,NA,NA,"paralabrax auroguttatus","paralabrax","Serranidae","OTRAS","OTRAS","Demersal marine fishes",855,940.5,940.5,12825,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,4,"SONORA","GOLFO SANTA CLARA","GOLFO SANTA CLARA","CORVINA GOLFINA DESV. FCA.","CORVINA GOLFINA",NA,"DESV","FCA",NA,NA,NA,"nei","nei","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",893,982.3,982.3,7144,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,10,"SINALOA","TOPOLOBAMPO","TOPOLOBAMPO","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",50,50,50,350,NA,"unlikely aquaculture","medium; no data from original report and flags do not suggest aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,6,"SONORA","PUERTO PENASCO","PENASCO","ALMEJA BLANCA ENT. FCA.","ALMEJA BLANCA",NA,"ENT","FCA",NA,NA,NA,"dosinia ponderosa","dosinia","Veneridae","ALMEJA","ALMEJA","Molluscs excl. Cephalopods",200,200,200,6000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,11,"SONORA","GUAYMAS","GUAYMAS","SARDINA MONTERREY IND.(SARDINOPS SAGAX)","SARDINA MONTERREY (SARDINOPS SAGAX)","Sardinops Sagax","IND",NA,NA,NA,NA,"sardinops sagax","sardinops","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",205515,238397.4,238397.4,616545,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,12,"BAJA CALIFORNIA SUR","LA PAZ","ISLA CERRALVO","PARGO ALAZAN DESV. FCO.","PARGO ALAZAN",NA,"DESV","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",24,26.4,26.4,720,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,9,"SINALOA","NAVOLATO","CAMPO PESQUERO LAS AGUAMITAS","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",2000,2000,2000,20000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"NAYARIT","TECUALA","CANADA EL PALILLO","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",150,150,150,6000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"SINALOA","MAZATLAN","PUENTE JUAREZ","LISETA ENT. FCA.","LISETA",NA,"ENT","FCA",NA,NA,NA,"mugil curema","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",30,30,30,240,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"NAYARIT","SAN BLAS","LA NUEVA ""U""","CONDOR ENT. FCO.","CONDOR",NA,"ENT","FCO",NA,NA,NA,"lutjanus jordani","lutjanus","Lutjanidae","OTRAS","OTRAS","Demersal marine fishes",200,200,200,4000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"NAYARIT","TUXPAN","CHIRIMOYO, EL","PARGO DESV. FCO.","PARGO",NA,"DESV","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",24,26.4,26.4,1920,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,9,"SINALOA","MAZATLAN","ESTERO URIAS","CABRILLA ENT. FCA.","CABRILLA",NA,"ENT","FCA",NA,NA,NA,"mycteroperca acutirostris","mycteroperca","Serranidae","CABRILLA","CABRILLA","Demersal marine fishes",30,30,30,300,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","EL FUERTE","EL PITAYAL","BAGRE DE AGUA DULCE ENT. FCO.","BAGRE",NA,"DE AGUA DULCE","ENT","FCO",NA,NA,"nei","nei","Ictaluridae","BAGRE","BAGRE","Marine or freshwater fishes NEI",110,110,110,1100,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","MAZATLAN","PLAYA NORTE","COCHI ENT. FCO.","COCHI",NA,"ENT","FCO",NA,NA,NA,"balistes polylepis","balistes","Balistidae","OTRAS","OTRAS","Demersal marine fishes",120,120,120,1800,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","GUASAVE","PRESA LUIS DONALDO COLOSIO","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",320,352,352,8960,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SONORA","CD. OBREGON","PAREDONCITO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",500,800,800,50000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,4,"SONORA","CD. OBREGON","PAREDON COLORADO","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",867,867,867,13005,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,11,"BAJA CALIFORNIA SUR","LA PAZ","LOS FRAILES","PARGO ALAZAN DESV. FCO.","PARGO ALAZAN",NA,"DESV","FCO",NA,NA,NA,"lutjanus argentiventris","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",150,165,165,8250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,9,"SONORA","PUERTO PENASCO","REC PORTUARIO","ALMEJA CATARINA ENT. FCA.","ALMEJA CATARINA",NA,"ENT","FCA",NA,NA,NA,"argopecten ventricosus","argopecten","Pectinidae","ALMEJA","ALMEJA","Molluscs excl. Cephalopods",3000,3000,3000,3e+05,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,8,"SINALOA","LOS MOCHIS","LA PITAHAYA","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",1000,1000,1000,15000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","LA REFORMA","LA REFORMA","TIBURON SEDOSO DESV. FCO. (CARCHARHINUS FALCIFORMIS)","TIBURON SEDOSO (CARCHARHINUS FALCIFORMIS)","Carcharhinus Falciformis","DESV","FCO",NA,NA,NA,"carcharhinus falciformis","carcharhinus","Carcharhinidae","TIBURON","TIBURON","Sharks",4000,4400,4400,80000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,7,"SINALOA","MAZATLAN","EMBARCADERO ISLA LA PIEDRA","BURRITO ENT. FCO.","BURRITO",NA,"ENT","FCO",NA,NA,NA,"orthopristis cantharinus","orthopristis","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",325,325,325,2925,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","CD. OBREGON",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1e+05,1e+05,1e+05,8500000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",213,234.3,234.3,5325,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,12,"SONORA","BAHIA KINO","BAHIA KINO","PARGO ENT. FCO.","PARGO",NA,"ENT","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",100,100,100,7000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,2,"SINALOA","ESCUINAPA","PUNTA GRANO","TIBURON DESV. FCO.","TIBURON",NA,"DESV","FCO",NA,NA,NA,"nei","nei","NEI","TIBURON","TIBURON","Sharks",35,38.5,38.5,770,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,8,"SINALOA","MAZATLAN","ISLA LA PIEDRA","ROBALO ENT. FCO.","ROBALO",NA,"ENT","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",900,900,900,54000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","MAZATLAN","CERRITOS","LANGOSTA ENT. FCA. (PANULIRUS ARGUS)","LANGOSTA (PANULIRUS ARGUS)","Panulirus Argus","ENT","FCA",NA,NA,NA,"panulirus argus","panulirus","Palinuridae","LANGOSTA","LANGOSTA","Crustaceans",1255,1255,1255,251000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"NAYARIT","SAN BLAS","BOCA DEL ASADERO","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",410,410,410,12300,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",150,240,240,20700,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"NAYARIT","TUXPAN",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1000,1000,1000,50000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"SINALOA","CULIACAN","CAMPO PESQUERO COSPITA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",792,792,792,7920,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"NAYARIT","TECUALA","PUERTA DEL RIO","BURRO ENT. FCO.","BURRO",NA,"ENT","FCO",NA,NA,NA,"haemulon maculicauda","haemulon","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",35,35,35,700,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"SINALOA","MAZATLAN","ISLA LA PIEDRA","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",149,149,149,3576,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"SONORA","GUAYMAS","GUAYMAS","ANCHOVETA IND. (ENGRAULIS MORDAX)","ANCHOVETA (ENGRAULIS MORDAX)","Engraulis Mordax","IND",NA,NA,NA,NA,"engraulis mordax","engraulis","Engraulidae","ANCHOVETA","ANCHOVETA","Anchovy & Sardine (small pelagics)",154800,179568,179568,309600,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,2,"SINALOA","LOS MOCHIS","EL PITAYAL","LOBINA NEGRA ENT. FCA.","LOBINA NEGRA",NA,"ENT","FCA",NA,NA,NA,"micropterus salmoides","micropterus","Centrarchidae","LOBINA","LOBINA","Freshwater fishes",60,60,60,1800,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","freshwater: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SONORA","HUATABAMPO","SANTA BARBARA","BERRUGATA ENT. FCA.","BERRUGATA",NA,"ENT","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",500,500,500,4000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD","LENGUADO DESV. FCO.","LENGUADO",NA,"DESV","FCO",NA,NA,NA,"nei","nei","Paralichthyidae","LENGUADO","LENGUADO","Demersal marine fishes",400,440,440,28000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,3,"SONORA","HUATABAMPO","AQUIROPO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",200,320,320,20200,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"SINALOA","LA REFORMA","LA REFORMA","TIBURON ZORRO DESV. FCO. (ALOPIAS PELAGICUS)","TIBURON ZORRO (ALOPIAS PELAGICUS)","Alopias Pelagicus","DESV","FCO",NA,NA,NA,"alopias pelagicus","alopias","Alopiidae","TIBURON","TIBURON","Sharks",700,770,770,35000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","GUASAVE","EL HUITUSSI","LENGUA DESV. FCA.","LENGUA",NA,"DESV","FCA",NA,NA,NA,"brotula clarkae","brotula","Ophidiidae","LENGUADO","LENGUADO","Demersal marine fishes",690,759,759,27600,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,7,"SINALOA","ESCUINAPA","PLAYA TEACAPAN","CONDOR DESV. FCO.","CONDOR",NA,"DESV","FCO",NA,NA,NA,"lutjanus jordani","lutjanus","Lutjanidae","OTRAS","OTRAS","Demersal marine fishes",100,110,110,1500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"SINALOA","TOPOLOBAMPO","TOPOLOBAMPO","PALOMETA ENT. FCA.","PALOMETA",NA,"ENT","FCA",NA,NA,NA,"trachinotus africanus","trachinotus","Carangidae","PAMPANO","PAMPANO","Pelagic marine fish (excl. anchovy & sardine)",150,150,150,1500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD","CABRILLA DESV. FCA.","CABRILLA",NA,"DESV","FCA",NA,NA,NA,"mycteroperca acutirostris","mycteroperca","Serranidae","CABRILLA","CABRILLA","Demersal marine fishes",11,12.1,12.1,440,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,10,"NAYARIT","TUXPAN","CHIRIMOYO, EL","CONSTANTINO ENT. FCO.","CONSTANTINO",NA,"ENT","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",103,103,103,3090,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,2,"NAYARIT","TECUALA","MORILLOS, LOS","CONSTANTINO ENT. FCO.","CONSTANTINO",NA,"ENT","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",155,155,155,4650,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
