"year","month","state","office_name_clean","landing_site_clean","recorded_taxa_name","recorded_taxa_name_clean","recorded_scientific_name","keywords_1","keywords_2","keywords_3","keywords_4","keywords_5","estimated_species_name","estimated_genus_name","estimated_family_name","recorded_taxa_group","estimated_taxa_group","Major_Functional_Group","landed_weight","live_weight","weight_kg_corrected","value","reported_aquaculture_production","est_aquaculture_production","est_aquaculture_certainty","sector_estimate_reported","sector_estimate_draft","GOC_est","GOC_Include_Exclude","OHI_region_est","OHI_region_name"
2020,9,"SINALOA","MAZATLAN","EMBARCADERO ISLA LA PIEDRA","BURRITO ENT. FCO.","BURRITO",NA,"ENT","FCO",NA,NA,NA,"orthopristis cantharinus","orthopristis","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",152,152,152,1368,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,6,"NAYARIT","CRUZ HUANACAXTLE","CRUZ HUANACAXTLE, LA","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","Lutjanus Campechanus","DESV","FCO",NA,NA,NA,"lutjanus campechanus","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",600,660,660,54000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,6,"SINALOA","GUASAVE",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",6880,6880,6880,447200,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,12,"SINALOA","MAZATLAN","LOS CERRITOS","PARGO ENT. FCO.","PARGO",NA,"ENT","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",100,100,100,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SINALOA","ESCUINAPA","EL QUESO","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","Mugil Cephalus","ENT","FCA",NA,NA,NA,"mugil cephalus","mugil","Mugilidae","LISA","LISA","Demersal marine fishes",89,89,89,1335,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"SINALOA","LA REFORMA","CAMPO PESQUERO PLAYA COLORADA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",2000,2000,2000,50000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,5,"SINALOA","LOS MOCHIS","EL COLORADO","PARGO DESV. FCO.","PARGO",NA,"DESV","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",63,69.3,69.3,5040,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,10,"NAYARIT","SANTIAGO IXCUINTLA","BOCA CAMICHIN","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",150,150,150,3750,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"BAJA CALIFORNIA SUR","GUERRERO NEGRO","LAS CASITAS","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",200,200,200,3600,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,4,"BAJA CALIFORNIA","SAN FELIPE","SAN LUIS GONZAGA","TIBURON DESV. Y DESC. FCO.","TIBURON",NA,"DESV","DESC","FCO",NA,NA,"nei","nei","NEI","TIBURON","TIBURON","Sharks",100,150,150,1800,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,12,"SONORA","PUERTO PENASCO","REC PORTUARIO","PEZ GUITARRA DESV. Y DESC. FCO.","PEZ GUITARRA",NA,"DESV","DESC","FCO",NA,NA,"pseudobatos productus","pseudobatos","Rhinobatidae","RAYA Y SIMILARES","RAYA Y SIMILARES","Demersal marine fishes",350,437.5,437.5,5250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,2,"SONORA","GUAYMAS","GUAYMAS","SARDINA CRINUDA IND. (OPISTHONEMA LIBERTATE)","SARDINA CRINUDA (OPISTHONEMA LIBERTATE)","Opisthonema Libertate","IND",NA,NA,NA,NA,"opisthonema libertate","opisthonema","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",124725,144681,144681,249450,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,11,"NAYARIT","SAN BLAS","LA NUEVA ""U""","BURRO ENT. FCO.","BURRO",NA,"ENT","FCO",NA,NA,NA,"haemulon maculicauda","haemulon","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",200,200,200,5000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SINALOA","CULIACAN",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",953,953,953,81005,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,7,"SINALOA","EL FUERTE","PRESA MIGUEL HIDALGO Y COSTILLA","TILAPIA ENT. FCA.","TILAPIA",NA,"ENT","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",603,603,603,10854,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CRISTAL DESC. FCO.","CAMARON CRISTAL",NA,"DESC","FCO",NA,NA,NA,"farfantepenaeus brevirostris","farfantepenaeus","family missing but genus available","CAMARON","CAMARON","Shrimps, prawns",615,984,984,61500,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"BAJA CALIFORNIA","EL ROSARIO","PUERTO SANTA CATARINA","ROCOTE ENT. FCO.","ROCOTE",NA,"ENT","FCO",NA,NA,NA,"nei","nei","Sebastidae","OTRAS","OTRAS","Demersal marine fishes",47,47,47,705,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_2","Western_Midriff_Islands"
2020,4,"NAYARIT","TUXPAN","EMBARCADERO LLANO DEL TIGRE","BURRO ENT. FCO.","BURRO",NA,"ENT","FCO",NA,NA,NA,"haemulon maculicauda","haemulon","Haemulidae","OTRAS","OTRAS","Demersal marine fishes",170,170,170,2550,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"SINALOA","NAVOLATO",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",25000,25000,25000,2e+06,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_8","Sinaloan_Coast"
2020,8,"SINALOA","LA REFORMA","LA REFORMA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",1800,1800,1800,36000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SINALOA","LA REFORMA","LA REFORMA","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",2979,2979,2979,89370,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"BAJA CALIFORNIA SUR","LORETO","LIGUI","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","Lutjanus Campechanus","DESV","FCO",NA,NA,NA,"lutjanus campechanus","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",42,46.2,46.2,1470,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,12,"SONORA","HUATABAMPO","SANTA BARBARA","LENGUA ENT. FCA.","LENGUA",NA,"ENT","FCA",NA,NA,NA,"brotula clarkae","brotula","Ophidiidae","LENGUADO","LENGUADO","Demersal marine fishes",2300,2300,2300,27600,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,4,"NAYARIT","TECUALA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2000,2000,2000,2e+05,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3807,6091.2,6091.2,494910,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1505,2408,2408,270900,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"SONORA","HUATABAMPO","YAVAROS","SARDINA CRINUDA ENT. FCA. (OPISTHONEMA LIBERTATE)","SARDINA CRINUDA (OPISTHONEMA LIBERTATE)","Opisthonema Libertate","ENT","FCA",NA,NA,NA,"opisthonema libertate","opisthonema","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",70202,81434.32,81434.32,70202,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"SINALOA","LA REFORMA","LA REFORMA","BOTETE DESV. FCO.","BOTETE",NA,"DESV","FCO",NA,NA,NA,"sphoeroides andersonianus","sphoeroides","Tetraodontidae","OTRAS","OTRAS","Demersal marine fishes",150,165,165,7500,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,9,"SINALOA","LOS MOCHIS","EL COLORADO","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",6000,6000,6000,120000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,11,"SONORA","GUAYMAS","GUAYMAS","SARDINA CRINUDA IND. (OPISTHONEMA LIBERTATE)","SARDINA CRINUDA (OPISTHONEMA LIBERTATE)","Opisthonema Libertate","IND",NA,NA,NA,NA,"opisthonema libertate","opisthonema","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",50074,58085.84,58085.84,100148,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,7,"SONORA","PUERTO LIBERTAD","PUERTO LIBERTAD","SIERRA ENT. FCA.","SIERRA",NA,"ENT","FCA",NA,NA,NA,"scomberomorus sierra","scomberomorus","Scombridae","SIERRA","SIERRA","Pelagic marine fish (excl. anchovy & sardine)",5486,5486,5486,82290,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,3,"SONORA","HUATABAMPO","BAHIA YAVAROS","BERRUGATA DESV. FCA.","BERRUGATA",NA,"DESV","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",850,935,935,12750,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"SONORA","HUATABAMPO","BAHIA BACHOCO","CARACOL CHINO S.C. FCO.","CARACOL CHINO",NA,"S.C.","FCO",NA,NA,NA,"nei","nei","Muricidae","CARACOL","CARACOL","Molluscs excl. Cephalopods",520,3640,3640,6240,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,2,"NAYARIT","SAN BLAS","ESTERO ""EL POZO""","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",150,165,165,11250,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"NAYARIT","TEPIC","CORTINA, LA","TILAPIA DESV. FCA.","TILAPIA",NA,"DESV","FCA",NA,NA,NA,"oreochromis amphimelas","oreochromis","Cichlidae","MOJARRA","MOJARRA","Freshwater fishes",328,360.8,360.8,7544,"NO","likely aquaculture","medium; flags suggest aquaculture but original report says no, report could be wrong","small-scale fisheries","freshwater: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,12,"NAYARIT","TECUALA",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2000,2000,2000,120000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SONORA","GUAYMAS","GUAYMAS","SARDINA MONTERREY ENT. FCA. (SARDINOPS SAGAX)","SARDINA MONTERREY (SARDINOPS SAGAX)","Sardinops Sagax","ENT","FCA",NA,NA,NA,"sardinops sagax","sardinops","Clupeidae","SARDINA","SARDINA","Anchovy & Sardine (small pelagics)",160000,185600,185600,320000,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,11,"NAYARIT","PENITA JALTEMBA","CHACALA","CORVINA DESV. FCA.","CORVINA",NA,"DESV","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",7,7.7,7.7,280,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3114,4982.4,4982.4,591660,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SINALOA","LOS MOCHIS","CAMPO EL COLORADO","JAIBA ENT. FCA.","JAIBA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Portunidae","JAIBA","JAIBA","Crustaceans",1800,1800,1800,54000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","MAZATLAN","MAZATLAN","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",3200,5120,5120,288000,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,2,"SONORA","HUATABAMPO","LAS BOCAS","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",5000,8000,8000,950000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,8,"SONORA","PUERTO PENASCO","EL DESEMBOQUE","TIBURON DESV. Y DESC. FCO.","TIBURON",NA,"DESV","DESC","FCO",NA,NA,"nei","nei","NEI","TIBURON","TIBURON","Sharks",1500,2250,2250,90000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_6","Eastern_Midriff_Islands"
2020,7,"SINALOA","MAZATLAN","ISLA LA PIEDRA","CORVINA ENT. FCA.","CORVINA",NA,"ENT","FCA",NA,NA,NA,"cynoscion acoupa","cynoscion","Sciaenidae","CORVINA","CORVINA","Demersal marine fishes",102,102,102,2040,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,3,"SINALOA","MAZATLAN","MAZATLAN","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1657,2651.2,2651.2,248550,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,1,"SONORA","PUERTO PENASCO","REC PORTUARIO","BAQUETA ENT. FCA.","BAQUETA",NA,"ENT","FCA",NA,NA,NA,"hyporthodus acanthistius","hyporthodus","Serranidae","BAQUETA","MERO","Demersal marine fishes",191,191,191,19100,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,1,"NAYARIT","TUXPAN","CABEZA CANOA","MOJARRA ENT. FCA.","MOJARRA",NA,"ENT","FCA",NA,NA,NA,"nei","nei","Gerreidae","MOJARRA","MOJARRA","Marine or freshwater fishes NEI",200,200,200,2800,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","freshwater or marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,9,"SONORA","CD. OBREGON","PAREDONCITO","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",1500,2400,2400,150000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,9,"SINALOA","NAVOLATO","EL CASTILLO","MANTA ENT. FCA.","MANTA",NA,"ENT","FCA",NA,NA,NA,"hypanus dipterurus","hypanus","Dasyatidae","RAYA Y SIMILARES","RAYA Y SIMILARES","Demersal marine fishes",300,330,330,21000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,12,"BAJA CALIFORNIA SUR","LA PAZ","PUNTA BENTONITA","TRIPA ENT. FCA.","TRIPA",NA,"ENT","FCA",NA,NA,NA,"mustelus albipinnis","mustelus","Triakidae","TIBURON","TIBURON","Sharks",60,60,60,720,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_4","Western_Southern_Gulf"
2020,12,"SONORA","PUERTO PENASCO","REC PORTUARIO","CABRILLA DESV. FCA.","CABRILLA",NA,"DESV","FCA",NA,NA,NA,"mycteroperca acutirostris","mycteroperca","Serranidae","CABRILLA","CABRILLA","Demersal marine fishes",150,165,165,3750,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,3,"NAYARIT","SAN BLAS","MIRAMAR","GUACHINANGO ENT. FCO. (LUTJANUS SPP)","GUACHINANGO (LUTJANUS SPP)","Lutjanus Spp","ENT","FCO",NA,NA,NA,"lutjanus spp","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",1300,1300,1300,130000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,9,"SONORA","BAHIA KINO",NA,"CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","Litopenaeus Vannamei","DE CULTIVO","ENT","FCO",NA,NA,"litopenaeus vannamei","litopenaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",5000,5000,5000,450000,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_6","Eastern_Midriff_Islands"
2020,11,"SONORA","PUERTO PENASCO","PUERTO PENASCO","CAMARON CAFE DESC. FCO.","CAMARON CAFE",NA,"DESC","FCO",NA,NA,NA,"penaeus californiensis","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",2580,4128,4128,258000,NA,"possibly aquaculture","low; no data from original report but flags suggest possibly aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_5","Eastern_Upper_Gulf"
2020,5,"SONORA","HUATABAMPO","YAVAROS","ANCHOVETA IND. (ENGRAULIS MORDAX)","ANCHOVETA (ENGRAULIS MORDAX)","Engraulis Mordax","IND",NA,NA,NA,NA,"engraulis mordax","engraulis","Engraulidae","ANCHOVETA","ANCHOVETA","Anchovy & Sardine (small pelagics)",78313,90843.08,90843.08,78313,NA,"unlikely aquaculture","high; no data from original report and flags suggest probably not aquaculture","large-scale fisheries","marine: large-scale capture","yes","include","region_7","Eastern_Central_Gulf"
2020,10,"NAYARIT","SAN BLAS","LA NUEVA ""U""","ROBALO ENT. FCO.","ROBALO",NA,"ENT","FCO",NA,NA,NA,"centropomus armatus","centropomus","Centropomidae","ROBALO","ROBALO","Demersal marine fishes",200,200,200,6000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"NAYARIT","SANTIAGO IXCUINTLA","BOCA CAMICHIN","BERRUGATA DESV. FCA.","BERRUGATA",NA,"DESV","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",200,220,220,3000,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"SINALOA","LA REFORMA","CAMPO PESQUERO COSTA AZUL","CAMARON AZUL DESC. FCO.","CAMARON AZUL",NA,"DESC","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",4800,7680,7680,720000,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_8","Sinaloan_Coast"
2020,4,"BAJA CALIFORNIA SUR","SANTA ROSALIA",NA,"OSTION JAPONES DE CULTIVO  ENT. FCO.","OSTION JAPONES",NA,"DE CULTIVO","ENT","FCO",NA,NA,"crassostrea gigas","crassostrea","Ostreidae","OSTION","OSTION","Molluscs excl. Cephalopods",1250,1250,1250,18750,NA,"likely aquaculture","medium; no data from original report but flags suggest most likely aquaculture","sector details were not reported","marine: aquaculture","yes","include","region_3","Baja_California_Sur_North"
2020,2,"NAYARIT","SAN BLAS","RAMPA, LA","BERRUGATA DESV. FCA.","BERRUGATA",NA,"DESV","FCA",NA,NA,NA,"micropogonias ectenes","micropogonias","Sciaenidae","BERRUGATA","BERRUGATA","Demersal marine fishes",74,81.4,81.4,2590,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,1,"NAYARIT","TUXPAN","CHIRIMOYO, EL","PARGO DESV. FCO.","PARGO",NA,"DESV","FCO",NA,NA,NA,"lutjanus adetii","lutjanus","Lutjanidae","PARGO","GUACHINANGO","Demersal marine fishes",27,29.7,29.7,2160,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,11,"NAYARIT","PENITA JALTEMBA","CHACALA","FLAMENCO DESV. FCO.","FLAMENCO",NA,"DESV","FCO",NA,NA,NA,"lutjanus guttatus","lutjanus","Lutjanidae","GUACHINANGO","GUACHINANGO","Demersal marine fishes",1,1.1,1.1,40,"NO","not aquaculture","high; aquaculture flags agree with original report","small-scale fisheries","marine: small-scale capture","yes","include","region_9","Nayarit_Jalisco"
2020,10,"SONORA","HUATABAMPO","EL SIARIC","CAMARON AZUL ENT. FCO.","CAMARON AZUL",NA,"ENT","FCO",NA,NA,NA,"penaeus stylirostris","penaeus","Penaeidae","CAMARON","CAMARON","Shrimps, prawns",62,62,62,8682.48,"NO","possibly aquaculture","low; flags suggest possibly aquaculture but original report says no","small-scale fisheries","marine: small-scale capture","yes","include","region_7","Eastern_Central_Gulf"
