"year","estimated_genus_name","Major_Functional_Group","total_biomass_kg","total_revenue"
2023,"Panopea","Molluscs excl. Cephalopods",2087799,82655697
2023,"Panulirus","Crustaceans",198010,55875115
2023,"Paralabrax","Demersal marine fishes",1761074,38046108
2023,"Paranthias","Demersal marine fishes",6112,107899
2023,"Parapsettus","Demersal marine fishes",8708,158036
2023,"Penaeus","Shrimps, prawns",222119324,22272563654
2023,"Prionace","Sharks",2079833,35872819
2023,"Pseudobatos","Demersal marine fishes",522604,6768502
2023,"Rimapenaeus","Shrimps, prawns",263225,7204704
2023,"Sardinops","Anchovy & Sardine (small pelagics)",99040239,216392257
2023,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",50800309,121630695
2023,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",10903927,214070675
2023,"Scorpaena","Demersal marine fishes",3793,70682
2023,"Selene","Pelagic marine fish (excl. anchovy & sardine)",355633,3246588
2023,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",1326580,34847889
2023,"Sicyonia","Shrimps, prawns",630,50550
2023,"Sphoeroides","Demersal marine fishes",978644,47388077
2023,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",4657,110678
2023,"Sphyrna","Sharks",840479,10326778
2023,"Squatina","Sharks",469208,7575001
2023,"Stereolepis","Demersal marine fishes",4569,127060
2023,"Stomolophus","Jellies",1906059,5805272
2023,"Synodus","Demersal marine fishes",325146,2693697
2023,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",101763931,1128259280
2023,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",186466,4197147
2023,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",200,26600
2023,"Turbo","Molluscs excl. Cephalopods",11415,263271
2023,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",420960,24312795
2024,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",18387.9,426170
2024,"Acanthurus","Demersal marine fishes",7179,345324
2024,"Aetobatus","Demersal marine fishes",20008.9,353875
2024,"Alopias","Sharks",913881.05,11495539
2024,"Anisotremus","Demersal marine fishes",484584.017,12406317.9
2024,"Anoplopoma","Demersal marine fishes",5326.6,340300
2024,"Argopecten","Molluscs excl. Cephalopods",387752,3740769
2024,"Ariopsis","Demersal marine fishes",20539.8,164764
2024,"Balistes","Demersal marine fishes",2784333.28,47637766.1
2024,"Brotula","Demersal marine fishes",1228514.775,26156709.5
2024,"Calamus","Demersal marine fishes",11628.5,126742
2024,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",140647.7,2673300.5
2024,"Carcharhinus","Sharks",8612992.6,114501272
2024,"Caulolatilus","Demersal marine fishes",271283.95,6405800.4
2024,"Centropomus","Demersal marine fishes",1567546.513,119892499.1
2024,"Cetengraulis","Anchovy & Sardine (small pelagics)",78075835.02,182172983.01
2024,"Chanos","Diadromous fishes",659921,6263617
2024,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",140983.58,4559281
2024,"Cynoscion","Demersal marine fishes",6348974.354,165442778.33
2024,"Diapterus","Demersal marine fishes",60365,737958
2024,"Diplectrum","Demersal marine fishes",105484.7,7012684
2024,"Dosidicus","Cephalopods",1183391.02,37487031.8
2024,"Dosinia","Molluscs excl. Cephalopods",1463217,9885565.5
2024,"Epinephelus","Demersal marine fishes",9404.9,536893
2024,"Especies","Echinoderms",255,1275
2024,"Etrumeus","Anchovy & Sardine (small pelagics)",4723042.08,8703509.67
2024,"Eucinostomus","Demersal marine fishes",373430,6572402
2024,"Eugerres","Demersal marine fishes",89830,928981
2024,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1285807,13254370
2024,"Farfantepenaeus","Shrimps, prawns",9566.4,549990
2024,"Galeocerdo","Sharks",46184.25,643429
2024,"Gerres","Demersal marine fishes",369838.6,6875318
2024,"Ginglymostoma","Sharks",862.6,10560
2024,"Haemulon","Demersal marine fishes",783599.35,10540783.2
2024,"Haemulopsis","Demersal marine fishes",115161.8,2130086
2024,"Haliotis","Molluscs excl. Cephalopods",33921.15,8001402.5
2024,"Hexaplex","Molluscs excl. Cephalopods",219333,2576007
2024,"Hoplopagrus","Demersal marine fishes",174942.08,7920526.9
2024,"Hypanus","Demersal marine fishes",3210633.31,44753425.8
2024,"Hyporthodus","Demersal marine fishes",2207463.841,130730383.39
2024,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",68068.5,1073684.5
2024,"Isurus","Sharks",1039622.925,13631222.9
2024,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",13539845.93,127222359.71
2024,"Lamna","Sharks",4759.95,80284
2024,"Larimus","Demersal marine fishes",2592,59880
2024,"Lobatus","Molluscs excl. Cephalopods",51045,703870
2024,"Lutjanus","Demersal marine fishes",5028716.6895,316201383.82
2024,"Megapitaria","Molluscs excl. Cephalopods",42893,1529920
2024,"Megastraea","Molluscs excl. Cephalopods",81193,667105
2024,"Menticirrhus","Demersal marine fishes",29083.832,484667.4
2024,"Merluccius","Demersal marine fishes",27453117.7,242378160
2024,"Mesocentrotus","Echinoderms",13088,160497
2024,"Microlepidotus","Demersal marine fishes",43525,973914
2024,"Micropogonias","Demersal marine fishes",12947470.35,181590138.6
2024,"Mugil","Demersal marine fishes",362586.5,4893419
2024,"Mustelus","Sharks",806789.55,12715952.2
2024,"Mycteroperca","Demersal marine fishes",1011792.774,54064536.05
2024,"Nasolamia","Sharks",31663.75,645548
2024,"Nematistius","Demersal marine fishes",2762,36840
2024,"Nicholsina","Demersal marine fishes",391,10635
2024,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",1990,19900
2024,"Opisthonema","Anchovy & Sardine (small pelagics)",234375650.0836,2013290596.496
2024,"Orthopristis","Demersal marine fishes",111531,972929
2024,"Panopea","Molluscs excl. Cephalopods",1616018.15,52552227.25
2024,"Panulirus","Crustaceans",184638.3,50964791
2024,"Paralabrax","Demersal marine fishes",1896787.56,39393705.5
2024,"Paranthias","Demersal marine fishes",5811.35,128202
2024,"Parapsettus","Demersal marine fishes",11650,253415
2024,"Penaeus","Shrimps, prawns",228403123.6467,21430546243.6988
2024,"Prionace","Sharks",5146010.8,59044753
2024,"Pseudobatos","Demersal marine fishes",737954.9,10071366
2024,"Rimapenaeus","Shrimps, prawns",18480,340000
2024,"Sardinops","Anchovy & Sardine (small pelagics)",31270274.0712,64248054.187
2024,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",33863265.7864,75385687.554
2024,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",12159328.73,276755146.58
2024,"Scorpaena","Demersal marine fishes",1065,13204
2024,"Selene","Pelagic marine fish (excl. anchovy & sardine)",424211.1,4095484
2024,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",4492.6,165006
2024,"Sicyonia","Shrimps, prawns",800,15000
2024,"Sphoeroides","Demersal marine fishes",999235.155,48741068.909
2024,"Sphyraena","Pelagic marine fish (excl. anchovy & sardine)",2715,56752
2024,"Sphyrna","Sharks",1183627.85,14645824.3
2024,"Squatina","Sharks",557648,9075838
2024,"Stereolepis","Demersal marine fishes",110160.5,1210615
2024,"Stomolophus","Jellies",57235825.07,166998114.297
2024,"Strongylocentrotus","Echinoderms",2800,12100
2024,"Synodus","Demersal marine fishes",443262.6,3577640
2024,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",119250413.29,1353447879.81
2024,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",95657.791,1774477
2024,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",538,67440
2024,"Turbo","Molluscs excl. Cephalopods",8019,131715.44
2024,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",497036.25,25358690
2025,"Ablennes","Pelagic marine fish (excl. anchovy & sardine)",6619.2,155185
2025,"Acanthurus","Demersal marine fishes",2679,150140
2025,"Aetobatus","Demersal marine fishes",14195.5,211563
2025,"Alopias","Sharks",648584.35,7244024
2025,"Anisotremus","Demersal marine fishes",170037.6,4954968
2025,"Anoplopoma","Demersal marine fishes",1272.1,107271
2025,"Argopecten","Molluscs excl. Cephalopods",196966,1593467
2025,"Ariopsis","Demersal marine fishes",10266.4,87208
2025,"Balistes","Demersal marine fishes",423307.45,7500776.5
2025,"Brotula","Demersal marine fishes",626472.3,15575338
2025,"Calamus","Demersal marine fishes",9960,104802
2025,"Callinectes","Crustaceans",1300,32500
2025,"Caranx","Pelagic marine fish (excl. anchovy & sardine)",45020.75,1137924
2025,"Carcharhinus","Sharks",3746522.2,29198023
2025,"Caulolatilus","Demersal marine fishes",114570.516,2484547.4
2025,"Centropomus","Demersal marine fishes",703061.874,51588988.95
2025,"Cetengraulis","Anchovy & Sardine (small pelagics)",101419936.394,514029229.8625
2025,"Chanos","Diadromous fishes",383343.7,3263794
2025,"Coryphaena","Pelagic marine fish (excl. anchovy & sardine)",41634.1,1385795
2025,"Cynoscion","Demersal marine fishes",3169394.761,63306326.8
2025,"Diapterus","Demersal marine fishes",14007,198695
2025,"Diplectrum","Demersal marine fishes",43111,2024551
2025,"Dosidicus","Cephalopods",7028972.65,218963140.6
2025,"Dosinia","Molluscs excl. Cephalopods",388111,3066183.04
2025,"Epinephelus","Demersal marine fishes",2061,90333
2025,"Etrumeus","Anchovy & Sardine (small pelagics)",3728364.12,8244125
2025,"Eucinostomus","Demersal marine fishes",174841.67,2611472.2
2025,"Eugerres","Demersal marine fishes",32335,258796
2025,"Euthynnus","Pelagic marine fish (excl. anchovy & sardine)",1651490,17055903
2025,"Farfantepenaeus","Shrimps, prawns",101605.728,6815461.96
2025,"Galeocerdo","Sharks",22386.75,221391
2025,"Gerres","Demersal marine fishes",179027.7,4408958
2025,"Ginglymostoma","Sharks",380,4950
2025,"Haemulon","Demersal marine fishes",356951.35,4980469
2025,"Haemulopsis","Demersal marine fishes",61722.3,1182220
2025,"Haliotis","Molluscs excl. Cephalopods",21557.1,5625850
2025,"Hexaplex","Molluscs excl. Cephalopods",577861.09,9269487.05
2025,"Hoplopagrus","Demersal marine fishes",54438.14,3095882.5
2025,"Hypanus","Demersal marine fishes",1445521.32,22226133.2
2025,"Hyporthodus","Demersal marine fishes",1076097.9265,63619668.72
2025,"Istiophorus","Pelagic marine fish (excl. anchovy & sardine)",33402.25,631260
2025,"Isurus","Sharks",179848.125,3692940.5
2025,"Katsuwonus","Pelagic marine fish (excl. anchovy & sardine)",2386164,22080117
2025,"Lamna","Sharks",793.8,17538
2025,"Larimus","Demersal marine fishes",1670,38210
2025,"Lobatus","Molluscs excl. Cephalopods",33294,401995
2025,"Lutjanus","Demersal marine fishes",2315058.91,145343809.83
2025,"Megastraea","Molluscs excl. Cephalopods",7721,55150
2025,"Menticirrhus","Demersal marine fishes",16091.7,201352
2025,"Merluccius","Demersal marine fishes",26925635.9,231668508
2025,"Microlepidotus","Demersal marine fishes",18759,411047
2025,"Micropogonias","Demersal marine fishes",11759610.501,161534722.1
2025,"Mugil","Demersal marine fishes",134624,1759391
2025,"Mustelus","Sharks",336188.15,6239432
2025,"Mycteroperca","Demersal marine fishes",360128.458,20852035.3
2025,"Nasolamia","Sharks",15846.25,240829
2025,"Nicholsina","Demersal marine fishes",200,1000
2025,"Oligoplites","Pelagic marine fish (excl. anchovy & sardine)",550,7350
2025,"Opisthonema","Anchovy & Sardine (small pelagics)",87677295,6188861882.7
2025,"Orthopristis","Demersal marine fishes",62318,570378
2025,"Panopea","Molluscs excl. Cephalopods",286733.8,10679733
2025,"Panulirus","Crustaceans",82971.7,20839044
2025,"Paralabrax","Demersal marine fishes",786413.88,14479042.16
2025,"Paranthias","Demersal marine fishes",306,5742
2025,"Parapsettus","Demersal marine fishes",2793.5,64235
2025,"Penaeus","Shrimps, prawns",29738045.466,2579066009.061
2025,"Prionace","Sharks",2392517.55,21493792
2025,"Pseudobatos","Demersal marine fishes",422203.48,5821150.8
2025,"Rimapenaeus","Shrimps, prawns",42715,1964180
2025,"Sardinops","Anchovy & Sardine (small pelagics)",10130232.44,22542231.2
2025,"Scomber","Pelagic marine fish (excl. anchovy & sardine)",35603229.4916,79409218.88
2025,"Scomberomorus","Pelagic marine fish (excl. anchovy & sardine)",5977567.8,117853289.7
2025,"Scorpaena","Demersal marine fishes",5253,86864
2025,"Selene","Pelagic marine fish (excl. anchovy & sardine)",273578.1,2476901
2025,"Seriola","Pelagic marine fish (excl. anchovy & sardine)",864.1,14180
2025,"Sicyonia","Shrimps, prawns",1600,60000
2025,"Sphoeroides","Demersal marine fishes",461519.01,25235824.8
2025,"Sphyrna","Sharks",550850.88,4125871
2025,"Squatina","Sharks",301871.725,5043507.8
2025,"Stereolepis","Demersal marine fishes",980,18490
2025,"Stomolophus","Jellies",16063397.75,37513668.425
2025,"Synodus","Demersal marine fishes",179009.4,1421338
2025,"Thunnus","Pelagic marine fish (excl. anchovy & sardine)",55683904,648201264
2025,"Trachinotus","Pelagic marine fish (excl. anchovy & sardine)",64975.65,1108259
2025,"Trichiurus","Pelagic marine fish (excl. anchovy & sardine)",125,12850
2025,"Turbo","Molluscs excl. Cephalopods",6700,103250
2025,"Xiphias","Pelagic marine fish (excl. anchovy & sardine)",247572.2125,13352503.5
