Index,main_species_group,recorded_species_name,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,recorded_species_name_clean,recorded_scientific_name,recorded_scientific_name_clean,common_name_english_estimated,species_estimated,genus_estimated,family_estimated,source_of_estimate,classification_certainty
348,TIBURON,TIBURON COLORADO ENT. FCO. (CARCHARHINUS ALTIMUS),ENT.,FCO.,NA,NA,NA,TIBURON COLORADO (CARCHARHINUS ALTIMUS),CARCHARHINUS ALTIMUS,Carcharhinus altimus,Bignose shark,Carcharhinus altimus,Carcharhinus,Carcharhinidae,taxize,high
349,TIBURON,TIBURON PICUDO DESV. Y DESC. FCO. (CARCHARHINUS BREVIPINNA),DESV.,DESC.,FCO.,NA,NA,TIBURON PICUDO (CARCHARHINUS BREVIPINNA),CARCHARHINUS BREVIPINNA,Carcharhinus brevipinna,Spinner shark,Carcharhinus brevipinna,Carcharhinus,Carcharhinidae,taxize,high
350,TIBURON,TIBURON PICUDO ENT. FCO. (CARCHARHINUS BREVIPINNA),ENT.,FCO.,NA,NA,NA,TIBURON PICUDO (CARCHARHINUS BREVIPINNA),CARCHARHINUS BREVIPINNA,Carcharhinus brevipinna,Spinner shark,Carcharhinus brevipinna,Carcharhinus,Carcharhinidae,taxize,high
351,TIBURON,ALETA FCA DE TIBURON TUNERO O CAFE (CARCHARHINUS FALCIFORMIS),ALETA,FCA,NA,NA,NA,DE TIBURON TUNERO O CAFE (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
352,TIBURON,TIBURON SEDOSO DESV. FCO. (CARCHARHINUS FALCIFORMIS),DESV.,FCO.,NA,NA,NA,TIBURON SEDOSO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
353,TIBURON,TIBURON SEDOSO DESV. Y DESC. FCO. (CARCHARHINUS FALCIFORMIS),DESV.,DESC.,FCO.,NA,NA,TIBURON SEDOSO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
354,TIBURON,TIBURON SEDOSO ENT. FCO. (CARCHARHINUS FALCIFORMIS),ENT.,FCO.,NA,NA,NA,TIBURON SEDOSO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
355,TIBURON,TIBURON SEDOSO FILETE FCO. (CARCHARHINUS FALCIFORMIS),FILETE,FCO.,NA,NA,NA,TIBURON SEDOSO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
356,TIBURON,TIBURON TUNERO DESV. FCO. (CARCHARHINUS FALCIFORMIS),DESV.,FCO.,NA,NA,NA,TIBURON TUNERO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
357,TIBURON,TIBURON TUNERO DESV. Y DESC. FCO. (CARCHARHINUS FALCIFORMIS),DESV.,DESC.,FCO.,NA,NA,TIBURON TUNERO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
358,TIBURON,TIBURON TUNERO ENT. FCO. (CARCHARHINUS FALCIFORMIS),ENT.,FCO.,NA,NA,NA,TIBURON TUNERO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
359,TIBURON,TIBURON TUNERO FILETE FCO. (CARCHARHINUS FALCIFORMIS),FILETE,FCO.,NA,NA,NA,TIBURON TUNERO (CARCHARHINUS FALCIFORMIS),CARCHARHINUS FALCIFORMIS,Carcharhinus falciformis,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,taxize,high
360,TIBURON,TIBURON CHATO DESV. FCO. (CARCHARHINUS LEUCAS),DESV.,FCO.,NA,NA,NA,TIBURON CHATO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
361,TIBURON,TIBURON CHATO DESV. Y DESC. FCO. (CARCHARHINUS LEUCAS),DESV.,DESC.,FCO.,NA,NA,TIBURON CHATO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
362,TIBURON,TIBURON CHATO ENT. FCO. (CARCHARHINUS LEUCAS),ENT.,FCO.,NA,NA,NA,TIBURON CHATO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
363,TIBURON,TIBURON CHATO FILETE FCO. (CARCHARHINUS LEUCAS),FILETE,FCO.,NA,NA,NA,TIBURON CHATO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
364,TIBURON,TORO DESV. FCO. (CARCHARHINUS LEUCAS),DESV.,FCO.,NA,NA,NA,TORO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
365,TIBURON,TORO DESV. Y DESC. FCO. (CARCHARHINUS LEUCAS),DESV.,DESC.,FCO.,NA,NA,TORO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
366,TIBURON,TORO ENT. FCO. (CARCHARHINUS LEUCAS),ENT.,FCO.,NA,NA,NA,TORO (CARCHARHINUS LEUCAS),CARCHARHINUS LEUCAS,Carcharhinus leucas,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,taxize,high
367,TIBURON,TIBURON VOLADOR DESV. FCO. (CARCAHRHINUS LIMBATUS),DESV.,FCO.,NA,NA,NA,TIBURON VOLADOR (CARCAHRHINUS LIMBATUS),CARCAHRHINUS LIMBATUS,Carcahrhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
368,TIBURON,TIBURON VOLADOR DESV. FCO. (CARCHARHINUS LIMBATUS),DESV.,FCO.,NA,NA,NA,TIBURON VOLADOR (CARCHARHINUS LIMBATUS),CARCHARHINUS LIMBATUS,Carcharhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
369,TIBURON,TIBURON VOLADOR DESV. Y DESC. FCO.  (CARCHARHINUS LIMBATUS),DESV.,DESC.,FCO.,NA,NA,TIBURON VOLADOR (CARCHARHINUS LIMBATUS),CARCHARHINUS LIMBATUS,Carcharhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
370,TIBURON,TIBURON VOLADOR DESV. Y DESC. FCO. (CARCAHRHINUS LIMBATUS),DESV.,DESC.,FCO.,NA,NA,TIBURON VOLADOR (CARCAHRHINUS LIMBATUS),CARCAHRHINUS LIMBATUS,Carcahrhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
371,TIBURON,TIBURON VOLADOR ENT. FCO. (CARCAHRHINUS LIMBATUS),ENT.,FCO.,NA,NA,NA,TIBURON VOLADOR (CARCAHRHINUS LIMBATUS),CARCAHRHINUS LIMBATUS,Carcahrhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
372,TIBURON,TIBURON VOLADOR ENT. FCO. (CARCHARHINUS LIMBATUS),ENT.,FCO.,NA,NA,NA,TIBURON VOLADOR (CARCHARHINUS LIMBATUS),CARCHARHINUS LIMBATUS,Carcharhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
373,TIBURON,"TIBURON VOLADOR, PUNTAS NEGRAS, JAQUETON DESV. FCO. (CARCHARHINUS LIMBATUS)",DESV.,FCO.,NA,NA,NA,"TIBURON VOLADOR, PUNTAS NEGRAS, JAQUETON (CARCHARHINUS LIMBATUS)",CARCHARHINUS LIMBATUS,Carcharhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
374,TIBURON,"TIBURON VOLADOR, PUNTAS NEGRAS, JAQUETON DESV. Y DESC. FCO.  (CARCHARHINUS LIMBATUS)",DESV.,DESC.,FCO.,NA,NA,"TIBURON VOLADOR, PUNTAS NEGRAS, JAQUETON (CARCHARHINUS LIMBATUS)",CARCHARHINUS LIMBATUS,Carcharhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
375,TIBURON,"TIBURON VOLADOR, PUNTAS NEGRAS, JAQUETON ENT. FCO. (CARCHARHINUS LIMBATUS)",ENT.,FCO.,NA,NA,NA,"TIBURON VOLADOR, PUNTAS NEGRAS, JAQUETON (CARCHARHINUS LIMBATUS)",CARCHARHINUS LIMBATUS,Carcharhinus limbatus,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,taxize,high
376,TIBURON,TIBURON PRIETO DESV. FCO. (CARCHARHINUS OBSCURUS),DESV.,FCO.,NA,NA,NA,TIBURON PRIETO (CARCHARHINUS OBSCURUS),CARCHARHINUS OBSCURUS,Carcharhinus obscurus,Dusky shark,Carcharhinus obscurus,Carcharhinus,Carcharhinidae,taxize,high
377,TIBURON,TIBURON PRIETO DESV. Y DESC. FCO. (CARCHARHINUS OBSCURUS),DESV.,DESC.,FCO.,NA,NA,TIBURON PRIETO (CARCHARHINUS OBSCURUS),CARCHARHINUS OBSCURUS,Carcharhinus obscurus,Dusky shark,Carcharhinus obscurus,Carcharhinus,Carcharhinidae,taxize,high
378,TIBURON,TIBURON PRIETO ENT. FCO. (CARCHARHINUS OBSCURUS),ENT.,FCO.,NA,NA,NA,TIBURON PRIETO (CARCHARHINUS OBSCURUS),CARCHARHINUS OBSCURUS,Carcharhinus obscurus,Dusky shark,Carcharhinus obscurus,Carcharhinus,Carcharhinidae,taxize,high
379,TIBURON,TIBURON ALETA CARTON DESV. FCO. (CARCHARHINUS PLUMBEUS),ALETA,DESV.,FCO.,NA,NA,TIBURON CARTON (CARCHARHINUS PLUMBEUS),CARCHARHINUS PLUMBEUS,Carcharhinus plumbeus,Sandbar shark,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,taxize,high
380,TIBURON,TIBURON ALETA CARTON DESV. Y DESC. (CARCHARHINUS PLUMBEUS),ALETA,DESV.,DESC.,NA,NA,TIBURON CARTON (CARCHARHINUS PLUMBEUS),CARCHARHINUS PLUMBEUS,Carcharhinus plumbeus,Sandbar shark,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,taxize,high
381,TIBURON,TIBURON ALETA CARTON ENT. FCO. (CARCHARHINUS PLUMBEUS),ALETA,ENT.,FCO.,NA,NA,TIBURON CARTON (CARCHARHINUS PLUMBEUS),CARCHARHINUS PLUMBEUS,Carcharhinus plumbeus,Sandbar shark,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,taxize,high
382,TIBURON,TIBURON TIGRE DESV. FCO. (GALEOCERDO CUVIER),DESV.,FCO.,NA,NA,NA,TIBURON TIGRE (GALEOCERDO CUVIER),GALEOCERDO CUVIER,Galeocerdo cuvier,Tiger shark,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,taxize,high
383,TIBURON,TIBURON TIGRE DESV. Y DESC. FCO. (GALEOCERDO CUVIER),DESV.,DESC.,FCO.,NA,NA,TIBURON TIGRE (GALEOCERDO CUVIER),GALEOCERDO CUVIER,Galeocerdo cuvier,Tiger shark,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,taxize,high
384,TIBURON,TIBURON TIGRE ENT. FCO. (GALEOCERDO CUVIER),ENT.,FCO.,NA,NA,NA,TIBURON TIGRE (GALEOCERDO CUVIER),GALEOCERDO CUVIER,Galeocerdo cuvier,Tiger shark,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,taxize,high
385,TIBURON,TINTORERA DESC. FCA. (GALEOCERDO CUVIER),DESC.,FCA.,NA,NA,NA,TINTORERA (GALEOCERDO CUVIER),GALEOCERDO CUVIER,Galeocerdo cuvier,Tiger shark,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,taxize,high
386,TIBURON,TINTORERA DESV. Y DESC. FCA. (GALEOCERDO CUVIER),DESV.,DESC.,FCA.,NA,NA,TINTORERA (GALEOCERDO CUVIER),GALEOCERDO CUVIER,Galeocerdo cuvier,Tiger shark,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,taxize,high
387,TIBURON,TINTORERA ENT. FCA. (GALEOCERDO CUVIER),ENT.,FCA.,NA,NA,NA,TINTORERA (GALEOCERDO CUVIER),GALEOCERDO CUVIER,Galeocerdo cuvier,Tiger shark,Galeocerdo cuvier,Galeocerdo,Carcharhinidae,taxize,high
388,TIBURON,ALETA FCA DE TIBURON MAKO (ISURUS OXYRINCHUS),ALETA,FCA,NA,NA,NA,DE TIBURON MAKO (ISURUS OXYRINCHUS),ISURUS OXYRINCHUS,Isurus oxyrinchus,Shortfin mako shark,Isurus oxyrinchus,Isurus,Lamnidae,taxize,high
389,TIBURON,TIBURON MAKO DESV. FCO. (ISURUS OXYRINCHUS),DESV.,FCO.,NA,NA,NA,TIBURON MAKO (ISURUS OXYRINCHUS),ISURUS OXYRINCHUS,Isurus oxyrinchus,Shortfin mako shark,Isurus oxyrinchus,Isurus,Lamnidae,taxize,high
390,TIBURON,TIBURON MAKO DESV. Y DESC. FCO. (ISURUS OXYRINCHUS),DESV.,DESC.,FCO.,NA,NA,TIBURON MAKO (ISURUS OXYRINCHUS),ISURUS OXYRINCHUS,Isurus oxyrinchus,Shortfin mako shark,Isurus oxyrinchus,Isurus,Lamnidae,taxize,high
391,TIBURON,TIBURON MAKO ENT. FCO. (ISURUS OXYRINCHUS),ENT.,FCO.,NA,NA,NA,TIBURON MAKO (ISURUS OXYRINCHUS),ISURUS OXYRINCHUS,Isurus oxyrinchus,Shortfin mako shark,Isurus oxyrinchus,Isurus,Lamnidae,taxize,high
392,TIBURON,TIBURON MAMON DESV. FCO. (MUSTELUS LUNULATUS),DESV.,FCO.,NA,NA,NA,TIBURON MAMON (MUSTELUS LUNULATUS),MUSTELUS LUNULATUS,Mustelus lunulatus,Sicklefin smooth-hound (shark),Mustelus lunulatus,Mustelus,Triakidae,taxize,high
393,TIBURON,TIBURON MAMON DESV. Y DESC. FCO. (MUSTELUS LUNULATUS),DESV.,DESC.,FCO.,NA,NA,TIBURON MAMON (MUSTELUS LUNULATUS),MUSTELUS LUNULATUS,Mustelus lunulatus,Sicklefin smooth-hound (shark),Mustelus lunulatus,Mustelus,Triakidae,taxize,high
394,TIBURON,TIBURON MAMON ENT. FCO. (MUSTELUS LUNULATUS),ENT.,FCO.,NA,NA,NA,TIBURON MAMON (MUSTELUS LUNULATUS),MUSTELUS LUNULATUS,Mustelus lunulatus,Sicklefin smooth-hound (shark),Mustelus lunulatus,Mustelus,Triakidae,taxize,high
395,TIBURON,ALETA DE TIBURON,ALETA,NA,NA,NA,NA,DE TIBURON,NA,NA,shark fin (unspecified),NA,NA,NA,"shark; unable to specify species, genus, or family",high
396,TIBURON,ALETA FCA DE TIBURON COLUDO,ALETA,FCA,NA,NA,NA,DE TIBURON COLUDO,NA,NA,long-tailed shark (thresher shark?),NA,Alopias,Alopiidae,logical conclusion based on research; dataMares,medium
397,TIBURON,ALETA FCA DE TIBURON CORNUDA PRIETA,ALETA,FCA,NA,NA,NA,DE TIBURON CORNUDA PRIETA,NA,NA,Smooth hammerhead shark,Sphyrna zygaena,Sphyrna,Sphyrnidae,logical conclusion based on research; dataMares,high
398,TIBURON,ALETA FCA DE TIBURON MAKO,ALETA,FCA,NA,NA,NA,DE TIBURON MAKO,NA,NA,Shortfin mako shark,Isurus oxyrinchus,Isurus,Lamnidae,logical conclusion based on name; logical match to taxize,high
399,TIBURON,ALETA FCA DE TIBURON MARTILLO,ALETA,FCA,NA,NA,NA,DE TIBURON MARTILLO,NA,NA,hammerhead (unspecified),NA,Sphyrna,Sphyrnidae,hammerhead shark; unable to specify species,high
400,TIBURON,ALETA FCA DE TIBURON TUNERO,ALETA,FCA,NA,NA,NA,DE TIBURON TUNERO,NA,NA,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,"dataMares says species Carcharhinus falciformis; logical match to taxize; however, I cannot find a backup source for this",medium
401,TIBURON,ALETA FCA DE TIBURON TUNERO O CAFE,ALETA,FCA,NA,NA,NA,DE TIBURON TUNERO O CAFE,NA,NA,Silky shark,Carcharhinus falciformis,Carcharhinus,Carcharhinidae,"dataMares says species Carcharhinus falciformis; logical match to taxize; however, I cannot find a backup source for this",medium
402,TIBURON,ALETA FCA DE TIBURON ZORRO PINTO,ALETA,FCA,NA,NA,NA,DE TIBURON ZORRO PINTO,NA,NA,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,dataMares; logical match to taxize; supported by additional online sources,high
403,TIBURON,"ALETA FCA DE TIBURON ZORRO PINTO, ZORRO COMUN, COLUDO PINTO",ALETA,FCA,NA,NA,NA,"DE TIBURON ZORRO PINTO, ZORRO COMUN, COLUDO PINTO",NA,NA,Common thresher shark,Alopias vulpinus,Alopias,Alopiidae,dataMares; logical match to taxize; supported by additional online sources,high
404,TIBURON,ALETA SECA DE TIBURON COLUDO,ALETA,SECA DE,NA,NA,NA,TIBURON COLUDO,NA,NA,long-tailed shark (thresher shark?),NA,Alopias,Alopiidae,logical conclusion based on research; dataMares,high
405,TIBURON,ALETA SECA DE TIBURON CORNUDA GIGANTE (SYPYRNA MOKARRAN),ALETA,SECA DE,NA,NA,NA,TIBURON CORNUDA GIGANTE (SYPYRNA MOKARRAN),SYPYRNA MOKARRAN,Sypyrna mokarran,Great hammerhead,Sphyrna mokarran,Sphyrna,Sphyrnidae,logical conclusion based on research; typo in the name Sphyrna mokarran,high
406,TIBURON,ALETA SECA DE TIBURON CORNUDA PRIETA,ALETA,SECA DE,NA,NA,NA,TIBURON CORNUDA PRIETA,NA,NA,Smooth hammerhead shark,Sphyrna zygaena,Sphyrna,Sphyrnidae,logical conclusion based on research; dataMares,high
407,TIBURON,ALETA SECA DE TIBURON MARTILLO,ALETA,SECA DE,NA,NA,NA,TIBURON MARTILLO,NA,NA,hammerhead (unspecified),NA,Sphyrna,Sphyrnidae,hammerhead shark; unable to specify species,high
408,TIBURON,ALETA SECA DE TIBURON ZORRO NEGRO,ALETA,SECA DE,NA,NA,NA,TIBURON ZORRO NEGRO,NA,NA,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,logical conclusion based on research,high
409,TIBURON,BIRONCHE DESV. Y  DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,BIRONCHE,NA,NA,Pacific sharpnose shark,Rhizoprionodon longurio,Rhizoprionodon,Carcharhinidae,logical conclusion based on research; dataMares,high
410,TIBURON,BIRONCHE ENT. FCO.,ENT.,FCO.,NA,NA,NA,BIRONCHE,NA,NA,Pacific sharpnose shark,Rhizoprionodon longurio,Rhizoprionodon,Carcharhinidae,logical conclusion based on research; dataMares,high
411,TIBURON,CA√ëA HUECA DES. Y DESC. FCA.,DES.,DESC.,FCA.,NA,NA,CA√ëA HUECA,NA,NA,shark (unspecified),NA,NA,NA,not enough information to classify,low
412,TIBURON,CABEZA DE PALA ENT. FCA.,CABEZA DE,ENT.,FCA.,NA,NA,PALA,NA,NA,Bonnethead shark,Sphyrna tiburo,Sphyrna,Sphyrnidae,logical conclusion based on research,high
413,TIBURON,CRUZ ENT. FCA.,ENT.,FCA.,NA,NA,NA,CRUZ,NA,NA,shark (unspecified),NA,NA,NA,not enough information to classify,low
414,TIBURON,FILETE DE SECO DE TIBURON CORNUDA PRIETA,FILETE DE,SECO DE,NA,NA,NA,TIBURON CORNUDA PRIETA,NA,NA,Smooth hammerhead shark,Sphyrna zygaena,Sphyrna,Sphyrnidae,logical conclusion based on research; dataMares; typo in common name,high
415,TIBURON,GALANO ENT. FCO.,ENT.,FCO.,NA,NA,NA,GALANO,NA,NA,Lemon shark,Negaprion brevirostris,Negaprion,Carcharhinidae,logical conclusion based on research; dataMares,high
416,TIBURON,GATA DESV. FCA.,DESV.,FCA.,NA,NA,NA,GATA,NA,NA,Nurse shark,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,logical conclusion based on research; dataMares,high
417,TIBURON,GATA DESV. Y DESC. FCA.,DESV.,DESC.,FCA.,NA,NA,GATA,NA,NA,Nurse shark,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,logical conclusion based on research; dataMares,high
418,TIBURON,GATA ENT. FCA.,ENT.,FCA.,NA,NA,NA,GATA,NA,NA,Nurse shark,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,logical conclusion based on research; dataMares,high
419,TIBURON,GATA FILETE DE FCO.,FILETE DE,FCO.,NA,NA,NA,GATA,NA,NA,Nurse shark,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,logical conclusion based on research; dataMares,high
420,TIBURON,GATA MANCHADA ENT. FCA.,ENT.,FCA.,NA,NA,NA,GATA MANCHADA,NA,NA,Nurse shark,Ginglymostoma cirratum,Ginglymostoma,Ginglymostomatidae,logical conclusion based on research; dataMares,high
421,TIBURON,GRILLO ALETA DE FCA.,ALETA,FCA.,NA,NA,NA,GRILLO DE,NA,NA,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,logical conclusion based on research; dataMares,high
422,TIBURON,GRILLO DESV. FCO.,DESV.,FCO.,NA,NA,NA,GRILLO,NA,NA,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,logical conclusion based on research; dataMares,high
423,TIBURON,GRILLO DESV. Y DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,GRILLO,NA,NA,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,logical conclusion based on research; dataMares,high
424,TIBURON,GRILLO ENT. FCO.,ENT.,FCO.,NA,NA,NA,GRILLO,NA,NA,Bigeye thresher shark,Alopias superciliosus,Alopias,Alopiidae,logical conclusion based on research; dataMares,high
425,TIBURON,ISALA ENT. FCA.,ENT.,FCA.,NA,NA,NA,ISALA,NA,NA,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,dataMares,high
426,TIBURON,JAQUETON ENT. FCO.,ENT.,FCO.,NA,NA,NA,JAQUETON,NA,NA,requiem shark (unspecified),NA,NA,Carcharhinidae,logical conclusion based on research; cannot specify species or genus,medium
427,TIBURON,PUNTINEGRO ENT. FCO.,ENT.,FCO.,NA,NA,NA,PUNTINEGRO,NA,NA,Blacktip shark,Carcharhinus limbatus,Carcharhinus,Carcharhinidae,dataMares; logical conclusion based on research,high
428,TIBURON,SARDINERO DESV. FCO.,DESV.,FCO.,NA,NA,NA,SARDINERO,NA,NA,Salmon shark,Lamna ditropis,Lamna,Lamnidae,dataMares says Lamna ditropis; this makes logical sense based on the name; I am not sure about this classification,medium
429,TIBURON,SARDINERO ENT. FCO.,ENT.,FCO.,NA,NA,NA,SARDINERO,NA,NA,Salmon shark,Lamna ditropis,Lamna,Lamnidae,dataMares says Lamna ditropis; this makes logical sense based on the name; I am not sure about this classification,medium
430,TIBURON,TIBUR”N LOBERO DESV. FCO.,DESV.,FCO.,NA,NA,NA,TIBURÔøΩN LOBERO,NA,NA,Copper shark,Carcharhinus brachyurus,Carcharhinus,Carcharhinidae,logical conclusion based on research,medium
431,TIBURON,TIBUR√ìN LOBERO DESV. FCO.,DESV.,FCO.,NA,NA,NA,TIBUR√ìN LOBERO,NA,NA,Copper shark,Carcharhinus brachyurus,Carcharhinus,Carcharhinidae,logical conclusion based on research,medium
432,TIBURON,TIBUR√ìN LOBERO DESV. Y DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,TIBUR√ìN LOBERO,NA,NA,Copper shark,Carcharhinus brachyurus,Carcharhinus,Carcharhinidae,logical conclusion based on research,medium
433,TIBURON,TIBURON ALETA BLANCA DESV. FCO.,ALETA,DESV.,FCO.,NA,NA,TIBURON BLANCA,NA,NA,White shark,Carcharodon carcharias,Carcharodon,Lamnidae,logical conclusion based on research,high
434,TIBURON,TIBURON ALETA BLANCA DESV. Y DESC.,ALETA,DESV.,DESC.,NA,NA,TIBURON BLANCA,NA,NA,White shark,Carcharodon carcharias,Carcharodon,Lamnidae,logical conclusion based on research,high
435,TIBURON,TIBURON ALETA BLANCA ENT. FCO.,ALETA,ENT.,FCO.,NA,NA,TIBURON BLANCA,NA,NA,White shark,Carcharodon carcharias,Carcharodon,Lamnidae,logical conclusion based on research,high
436,TIBURON,TIBURON ALETA BLANCA FILETE FCO.,ALETA,FILETE,FCO.,NA,NA,TIBURON BLANCA,NA,NA,White shark,Carcharodon carcharias,Carcharodon,Lamnidae,logical conclusion based on research,high
437,TIBURON,TIBURON ALETA CARTON DESV. FCO.,ALETA,DESV.,FCO.,NA,NA,TIBURON CARTON,NA,NA,Sandbar shark,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,logical conclusion based on research; dataMares,high
438,TIBURON,TIBURON ALETA CARTON DESV. Y DESC.,ALETA,DESV.,DESC.,NA,NA,TIBURON CARTON,NA,NA,Sandbar shark,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,logical conclusion based on research; dataMares,high
439,TIBURON,TIBURON ALETA CARTON ENT. FCO.,ALETA,ENT.,FCO.,NA,NA,TIBURON CARTON,NA,NA,Sandbar shark,Carcharhinus plumbeus,Carcharhinus,Carcharhinidae,logical conclusion based on research; dataMares,high
440,TIBURON,TIBURON ALETA SECA DE,ALETA,SECA DE,NA,NA,NA,TIBURON,NA,NA,shark (unspecified),NA,NA,NA,not enough information to classify,high
441,TIBURON,TIBURON AMARILLO DESV. FCO.,DESV.,FCO.,NA,NA,NA,TIBURON AMARILLO,NA,NA,Lemon shark,Negaprion brevirostris,Negaprion,Carcharhinidae,logical conclusion based on research; dataMares,high
442,TIBURON,TIBURON AMARILLO DESV. Y DESC. FCO.,DESV.,DESC.,FCO.,NA,NA,TIBURON AMARILLO,NA,NA,Lemon shark,Negaprion brevirostris,Negaprion,Carcharhinidae,logical conclusion based on research; dataMares,high
443,TIBURON,TIBURON AMARILLO ENT. FCO.,ENT.,FCO.,NA,NA,NA,TIBURON AMARILLO,NA,NA,Lemon shark,Negaprion brevirostris,Negaprion,Carcharhinidae,logical conclusion based on research; dataMares,high
444,TIBURON,TIBURON BATEA ENT. FCO.,ENT.,FCO.,NA,NA,NA,TIBURON BATEA,NA,NA,Bull shark,Carcharhinus leucas,Carcharhinus,Carcharhinidae,logical conclusion based on research; dataMares,high
445,TIBURON,TIBURON CARNE SECA,SECA,NA,NA,NA,NA,TIBURON CARNE,NA,NA,shark (unspecified),NA,NA,NA,not enough information to classify,high
446,TIBURON,TIBURON CHATITA DESV. Y DESC.,DESV.,DESC.,NA,NA,NA,TIBURON CHATITA,NA,NA,shark (unspecified),NA,NA,NA,perhaps I can be more specific about what kind of shark this is,low
