common_name,species,species_synonym
SARDINA,Pliosteostoma lutipinnis,NA  
SARDINA,Ilisha fuerthii,Ilisha fuerthii 
SARDINA,Ilisha fuerthii,Ilisha furthii 
SARDINA,Ilisha fuerthii,Pelllona panamensis 
SARDINA,Ilisha fuerthii,Pellona fuerthii 
SARDINA,Ilisha fuerthii,Ilisha furthi 
SARDINA,Scomber japonicus,Scomber japonicus 
SARDINA,Scomber japonicus,Scomber japonicus japonicus
SARDINA,Scomber japonicus,Pneumatophorus diego 
SARDINA,Scomber japonicus,Pneumatophorus japonicus japonicus
SARDINA,Scomber japonicus,Scomber peruanus 
SARDINA,Scomber japonicus,Pneumatophorus peruanus 
SARDINA,Scomber japonicus,Pneumatophorus japonicus 
SARDINA,Scomber japonicus,Scomber diego 
SARDINA,Scomber japonicus,Scomber saba 
SARDINA,Scomber japonicus,Scomber japonicus peruanus
SARDINA,Scomber japonicus,Pneumatophorus grex 
SARDINA,Scomber japonicus,Scomber japonicus colias
SARDINA,Scomber japonicus,Scomber janesaba 
SARDINA,Scomber japonicus,Scomber japonicus marplatensis
SARDINA,Scomber japonicus,Scomber scombrus japonicus
SARDINA,Scomber japonicus,Scomber joanesaba 
SARDINA,Scomber japonicus,Scomber gracilis 
SARDINA,Scomber japonicus,Scomber undulatus 
SARDINA,Scomber japonicus,Scomber dekayi 
SARDINA,Scomber japonicus,Scomber macrophthalmus 
SARDINA,Scomber japonicus,Scomber grex 
SARDINA,Scomber japonicus,Scomber colias 
SARDINA,Scomber japonicus,Scomber pneumatophorus 
SARDINA,Scomber japonicus,Scomber maculatus 
SARDINA,Scomber japonicus,Pneumatophorus colias 
SARDINA,Scomber japonicus,Scomber capensis 
SARDINA,Scomber japonicus,Scomber gigas 
SARDINA,Scomber japonicus,Pneumatophorus japonicus marplatensis
SARDINA BOCONA,Anchovia macrolepidota,Anchovia macrolepidota 
SARDINA BOCONA,Anchovia macrolepidota,Anchovia magdalenae 
SARDINA BOCONA,Anchovia macrolepidota,Anchovia rastralis 
SARDINA BOCONA,Anchovia macrolepidota,Engraulis macrolepidotus 
SARDINA BOCONA,Anchovia macrolepidota,Stolephorus branchiomelas 
SARDINA BOCONA,Anchovia macrolepidota,Stolephorus rastralis 
SARDINA BOCONA,Cetengraulis mysticetus,Anchovia opercularis 
SARDINA BOCONA,Cetengraulis mysticetus,Cetengraulis engymen 
SARDINA BOCONA,Cetengraulis mysticetus,Stolephorus opercularis 
SARDINA BOCONA,Cetengraulis mysticetus,Engraulis mysticetus 
SARDINA BOCONA,Anchovia rastralis,NA  
SARDINA CRINUDA,Opisthonema bulleri,Opisthonema bulleri 
SARDINA CRINUDA,Opisthonema bulleri,Clupea bulleri 
SARDINA CRINUDA,Opisthonema libertate,Opisthonema libertate 
SARDINA CRINUDA,Opisthonema libertate,Meletta libertatis 
SARDINA CRINUDA,Opisthonema medirastre,Opisthonema medirastre 
SARDINA CRINUDA,Opisthonema libertate,Opisthonema libertate 
SARDINA CRINUDA,Opisthonema libertate,Meletta libertatis 
SARDINA CRINUDA,Opisthonema medirastre,Opisthonema medirastre 
SARDINA CRINUDA,Opisthonema medirastre,Opisthonema medirastre 
SARDINA ESCAMUDA,Harengula thrissina,Harengula thrissina 
SARDINA ESCAMUDA,Harengula thrissina,Clupea thrissina 
SARDINA ESCAMUDA,Harengula thrissina,Harengula peruana 
SARDINA ESCAMUDA,Harengula thrissina,Harengula thrissina peruana
SARDINA JAPONESA,Etrumeus teres,Etrumeus teres 
SARDINA JAPONESA,Etrumeus teres,Alosa teres 
SARDINA JAPONESA,Etrumeus teres,Etrumeus jacksoniensis 
SARDINA JAPONESA,Etrumeus teres,Etrumeus acuminatus 
SARDINA JAPONESA,Etrumeus teres,Etrumeus sadina 
SARDINA JAPONESA,Etrumeus teres,Perkinsia othonops 
SARDINA JAPONESA,Etrumeus teres,Etremeus teres 
SARDINA JAPONESA,Etrumeus teres,Clupea micropus 
SARDINA JAPONESA,Etrumeus teres,Etrumeus micropus 
SARDINA MACHETE,Opisthonema bulleri,Opisthonema bulleri 
SARDINA MACHETE,Opisthonema bulleri,Clupea bulleri 
SARDINA MACHETE,Opisthonema libertate,Opisthonema libertate 
SARDINA MACHETE,Opisthonema libertate,Meletta libertatis 
SARDINA MACHETE,Opisthonema medirastre,Opisthonema medirastre 
SARDINA MACHETE,Opisthonema medirastre,Opisthonema medirastre 
SARDINA MACHETE,Odontognathus panamensis,Odontognathus panamensis 
SARDINA MACHETE,Odontognathus panamensis,Pristigaster panamensis 
SARDINA MACHETE,Opisthopterus dovii,Opisthopterus dovii 
SARDINA MACHETE,Pliosteostema lutipinnis,Pliosteostoma lutipinnis 
SARDINA MACHETE,Pliosteostema lutipinnis,Ophisthopterus lutipinnis 
SARDINA MACHETE,Pliosteostema lutipinnis,Pristigaster lutipinnis 
SARDINA MONTERREY,Sardinops caeruleus,Clupea caerulea 
SARDINA MONTERREY,Sardinops caeruleus,Sardina caerulea 
SARDINA MONTERREY,Sardinops caeruleus,Sardinops caerulea 
SARDINA MONTERREY,Sardinops caeruleus,Sardinops sagax caerulea
SARDINA MONTERREY,Sardinops caeruleus,Sardinops sagax caeruleus
SARDINA MONTERREY,Sardinops caeruleus,Sardinops caeruleus 
SARDINA RAYADA,Harengula thrissina,Harengula thrissina 
SARDINA RAYADA,Harengula thrissina,Clupea thrissina 
SARDINA RAYADA,Harengula thrissina,Harengula peruana 
SARDINA VIVITA,Opisthonema oglinum,Opisthonema oglinum 
SARDINA VIVITA,Opisthonema oglinum,Alausa striata 
SARDINA VIVITA,Opisthonema oglinum,Ophistonema oglinum 
SARDINA VIVITA,Opisthonema oglinum,Megalops oglina 
SARDINA VIVITA,Opisthonema oglinum,Megalops notata 
SARDINA VIVITA,Opisthonema oglinum,Opisthonema captivai 
SARDINA VIVITA,Opisthonema oglinum,Chatoessus signifer 
SARDINA VIVITA,Opisthonema oglinum,Opisthonema oglunum 
SARDINA VIVITA,Opisthonema oglinum,Chatoessus eumorphus 
SARDINA VIVITA,Opisthonema oglinum,Ophisthonema oglinum 
SARDINA VIVITA,Opisthonema oglinum,Meletta thrissa 
SARDINERO,Carcharhinus limbatus,Carcharhinus limbatus 
SARDINERO,Carcharhinus limbatus,Carcharias ehrenbergi 
SARDINERO,Carcharhinus limbatus,Carcharias aethalorus 
SARDINERO,Carcharhinus limbatus,Gymnorhinus abbreviatus 
SARDINERO,Carcharhinus limbatus,Carcharhinus natator 
SARDINERO,Carcharhinus limbatus,Carcharias microps 
SARDINERO,Carcharhinus limbatus,Carcharias abbreviatus 
SARDINERO,Carcharhinus limbatus,Galeolamna pleurotaenia 
SARDINERO,Carcharhinus limbatus,Carcharias maculipinna 
SARDINERO,Carcharhinus limbatus,Carcharias limbatus 
SARDINERO,Carcharhinus limbatus,Carcharias muelleri 
SARDINERO,Carcharhinus limbatus,Carcharias phorcys 
SARDINERO,Carcharhinus limbatus,Carcharinus limbatus 
SARDINERO,Carcharhinus limbatus,Eulamia pleurotaenia 
SARDINERO,Carcharhinus limbatus,Carcharhinus tilstoni 
SARDINERO,Carcharhinus limbatus,Carcharhinus amblyrhynchoides 
SARDINERO,Carcharhinus limbatus,Carcharhinus melanopterus 
SARDINERO,Carcharhinus limbatus,Carcharhinus brevipinna 
SARDINERO,Carcharhinus limbatus,Carcharias pleurotaenia 
SARGAZO SE,Macrocystis pyrifera,Macrocystis pyrifera 
SARGAZO SE,Macrocystis pyrifera,Fucus pyriferus 
SARGAZO SE,Gelidium robustum,Gelidium robustum 
SARGAZO SE,Gelidium robustum,Gelidium cartilagineum robustum
SARGAZO SE,Plocamium cartilagineum ,Gelidium cartilagineum
SARGO,Diplodus sargus,Sparus sargus 
SERRANO,Alphestes galapagensis,Epinephelus afer 
SERRANO,Alphestes galapagensis,Alphestes fasciatus
SERRUCHO,Scomberomorus sierra,Scombermorus sierra 
SERRUCHO,Scomberomorus sierra,Scomberomorus sierra 
SERRUCHO,Pristis pristis,Pristis pristis 
SERRUCHO,Pristis pristis,Pristis leichhardti 
SERRUCHO,Pristis pristis,Pristis caniculata 
SERRUCHO,Pristis pristis,Pristis canaliculata 
SERRUCHO,Pristis pristis,Squalus pristis 
SERRUCHO,Pristis pristis,Pristis typica 
SERRUCHO,Pristis pristis,Pristis clavata 
SERRUCHO,Pristis pristis,Pristis antiquorum 
SIERRA,Thyrsites atun,Scomber dentatus 
SIERRA,Thyrsites atun,Thyrsites chilensis
SIERRA,Thyrsites atun,Leionura atun dentatus
SIERRA,Thyrsites atun,Thyrsites altivelis
SIERRA,Thyrsites atun,Scomber lanceolatus
SIERRA,Thyrsites atun,Scomber splendens 
SIERRA,Thyrsites atun,Leionura atun 
SIERRA,Thyrsites atun,Scomber atun 
SIERRA,Thyrsites atun,Scomber dentex
SOLDADITO,Bellator militaris,Bellator militaris
SOLDADITO,Bellator militaris,Prionotus militaris 
TACAZONTLE,NA,NA  
TAMBOR SE,Lagocephalus lagocephalus ,Lagocephalus exilis
TAMBOR SE,Lagocephalus lagocephalus ,Lagocephalus lagocephalus lagocephalus
TAMBOR SE,Lagocephalus lagocephalus ,Lagocephalus lagocephalus nigridorsum
TAMBOR SE,Lagocephalus lagocephalus ,Lagocephalus lagocephalus oceanicus
TAMBOR SE,Lagocephalus lagocephalus ,Lagocephalus oceanicus
TAMBOR SE,Lagocephalus lagocephalus ,Tetraodon janthinus 
TAMBOR SE,Lagocephalus lagocephalus ,Tetraodon lagocephalus 
TAMBOR SE,Lagocephalus lagocephalus ,Tetrodon pennantii 
TAMBOR SE,Lagocephalus lagocephalus ,Tetrodon stellatus
TAMBOR SE,Sphoeroides annulatus ,Tetrodon annulatus
TAMBOR SE,Sphoeroides annulatus ,Liosaccus melanostictus
TAMBOR SE,Sphoeroides lobatus,Canthogaster lobatus 
TECOMATE,Hoplopagrus guentherii,Deuteracanthus lonchophorus 
TECOMATE,Hoplopagrus guentherii,Hoplopagrus guntheri 
TECOMATE,Hoplopagrus guentherii,Hoplopagrus guentheri 
TECOMATE,Hoplopagrus guentherii,Hoplopagrus guntherii 
TIBURON,Alopias pelagicus,Alopias pelagicus 
TIBURON,Alopias pelagicus,Alopias superciliosus 
TIBURON,Alopias pelagicus,Alopias vulpinus 
TIBURON,Alopias superciliosus,Alopias superciliosus 
TIBURON,Alopias superciliosus,Alopecias superciliosus 
TIBURON,Alopias superciliosus,Alopias profundus 
TIBURON,Alopias superciliosus,Alopias superciliousus 
TIBURON,Alopias superciliosus,Alopias pelagicus 
TIBURON,Alopias superciliosus,Alopias vulpinus 
TIBURON,Alopias vulpinus,Alopias vulpinus 
TIBURON,Alopias vulpinus,Alopecias barrae 
TIBURON,Alopias vulpinus,Alopecias chilensis 
TIBURON,Alopias vulpinus,Alopecias longimana 
TIBURON,Alopias vulpinus,Alopecias vulpes 
TIBURON,Alopias vulpinus,Alopias caudatus 
TIBURON,Alopias vulpinus,Alopias greyi 
TIBURON,Alopias vulpinus,Alopias macrourus 
TIBURON,Alopias vulpinus,Alopias vulpes 
TIBURON,Alopias vulpinus,Squalus vulpes 
TIBURON,Alopias vulpinus,Carcharias vulpes 
TIBURON,Alopias vulpinus,Squalus alopecias 
TIBURON,Alopias vulpinus,Galeus vulpecula 
TIBURON,Alopias vulpinus,Squalus vulpinus 
TIBURON,Alopias vulpinus,Vulpecula marina 
TIBURON,Alopias vulpinus,Alopias pelagicus 
TIBURON,Alopias vulpinus,Alopias superciliosus 
TIBURON,Carcharhinus albimarginatus,Carcharhinus albimarginatus 
TIBURON,Carcharhinus albimarginatus,Carcharias albimarginatus 
TIBURON,Carcharhinus albimarginatus,Carcharinus albimarginatus 
TIBURON,Carcharhinus albimarginatus,Carcharhinus platyrhynchus 
TIBURON,Carcharhinus albimarginatus,Eulamia platyrhynchus 
TIBURON,Carcharhinus albimarginatus,Eulamia albimarginata 
TIBURON,Carcharhinus albimarginatus,Triaenodon obesus 
TIBURON,Carcharhinus albimarginatus,Carcharhinus longimanus 
TIBURON,Carcharhinus altimus,Carcharhinus altimus 
TIBURON,Carcharhinus altimus,Eulamia altima 
TIBURON,Carcharhinus altimus,Carcharinus radamae 
TIBURON,Carcharhinus altimus,Carcharinus altimus 
TIBURON,Carcharhinus altimus,Carcharhinus radamae 
TIBURON,Carcharhinus altimus,Carcharhinus galapagensis 
TIBURON,Carcharhinus altimus,Carcharhinus albimarginatus 
TIBURON,Carcharhinus altimus,Carcharhinus obscurus 
TIBURON,Carcharhinus brachyurus,Carcharhinus brachyurus 
TIBURON,Carcharhinus brachyurus,Carcharhinus improvisus 
TIBURON,Carcharhinus brachyurus,Carcharhinus acarenatus 
TIBURON,Carcharhinus brachyurus,Galeolamna eblis 
TIBURON,Carcharhinus brachyurus,Carcharhinus ahenea 
TIBURON,Carcharhinus brachyurus,Galeolamna greyi 
TIBURON,Carcharhinus brachyurus,Eulamia ahenea 
TIBURON,Carcharhinus brachyurus,Carcharias lamiella 
TIBURON,Carcharhinus brachyurus,Carcharhinus rochensis 
TIBURON,Carcharhinus brachyurus,Carcharhinus remotoides 
TIBURON,Carcharhinus brachyurus,Galeolamna ahenea 
TIBURON,Carcharhinus brachyurus,Carcharias remotus 
TIBURON,Carcharhinus brachyurus,Carcharhinus remotus 
TIBURON,Carcharhinus brachyurus,Carcharias brachyurus 
TIBURON,Rhizoprionodon longurio,Rhizoprionodon longurio 
TIBURON,Rhizoprionodon longurio,Scoliodon longurio 
TIBURON,Rhizoprionodon longurio,Carcharias longurio 
TIBURON,Carcharhinus falciformis,Carcharhinus falciformis 
TIBURON,Carcharhinus falciformis,Aprionodon sitankaiensis 
TIBURON,Carcharhinus falciformis,Squalus tiburo 
TIBURON,Carcharhinus falciformis,Carcharhinus floridanus 
TIBURON,Carcharhinus falciformis,Carcharias menisorrah 
TIBURON,Carcharhinus falciformis,Eulamia menisorrah 
TIBURON,Carcharhinus falciformis,Carcharhinus atrodorsus 
TIBURON,Carcharhinus falciformis,Carcharias falcipinnis 
TIBURON,Carcharhinus falciformis,Carcharias falciformis 
TIBURON,Carcharhinus falciformis,Carcharins menisorrah 
TIBURON,Carcharhinus falciformis,Carcharhinus falciformes 
TIBURON,Carcharhinus falciformis,Prionodon tiburo 
TIBURON,Carcharhinus falciformis,Eulamia malpeloensis 
TIBURON,Carcharhinus falciformis,Gymnorhinus pharaonis 
TIBURON,Carcharhinus falciformis,Carcharhinus menisorrah 
TIBURON,Carcharhinus galapagensis,Carcharhinus galapagensis 
TIBURON,Carcharhinus galapagensis,Carcharias obscurus 
TIBURON,Carcharhinus galapagensis,Eulamia obscurus 
TIBURON,Carcharhinus galapagensis,Carcharias galapagensis 
TIBURON,Carcharhinus galapagensis,Carcharinus galapagensis 
TIBURON,Carcharhinus leucas,Carcharhinus leucas 
TIBURON,Carcharhinus leucas,Carcharhinus nicaraguensis 
TIBURON,Carcharhinus leucas,Carcharhinus zambezensis 
TIBURON,Carcharhinus leucas,Eulamia nicaraguensis 
TIBURON,Carcharhinus leucas,Squalus platyodon 
TIBURON,Carcharhinus leucas,Squalus platyodon 
TIBURON,Carcharhinus leucas,Carcharhinus vanrooyeni 
TIBURON,Carcharhinus leucas,Galeolamna greyi 
TIBURON,Carcharhinus leucas,Galeolamna stevensi 
TIBURON,Carcharhinus leucas,Carharhinus vanrooyeni 
TIBURON,Carcharhinus leucas,Carcharias leucas 
TIBURON,Carcharhinus leucas,Galeolamna bogimba 
TIBURON,Carcharhinus leucas,Carcharias zambezensis 
TIBURON,Carcharhinus leucas,Carcharhinus azureus 
TIBURON,Carcharhinus leucas,Carcharias azureus 
TIBURON,Carcharhinus leucas,Prionodon platyodon 
TIBURON,Carcharhinus leucas,Galeolamna mckaili 
TIBURON,Carcharhinus leucas,Galeolamna mckaili 
TIBURON,Carcharhinus leucas,Carcharias spenceri 
TIBURON,Carcharhinus leucas,Squalus obtusus 
TIBURON,Carcharhinus leucas,Carcharias brachyurus 
TIBURON,Carcharhinus leucas,Carcharhinus amboinensis 
TIBURON,Carcharhinus limbatus,Carcharhinus limbatus 
TIBURON,Carcharhinus limbatus,Carcharias ehrenbergi 
TIBURON,Carcharhinus limbatus,Carcharias aethalorus 
TIBURON,Carcharhinus limbatus,Gymnorhinus abbreviatus 
TIBURON,Carcharhinus limbatus,Carcharhinus natator 
TIBURON,Carcharhinus limbatus,Carcharias microps 
TIBURON,Carcharhinus limbatus,Carcharias abbreviatus 
TIBURON,Carcharhinus limbatus,Galeolamna pleurotaenia tilstoni
TIBURON,Carcharhinus limbatus,Carcharias maculipinna 
TIBURON,Carcharhinus limbatus,Carcharias limbatus 
TIBURON,Carcharhinus limbatus,Carcharias muelleri 
TIBURON,Carcharhinus limbatus,Carcharias phorcys 
TIBURON,Carcharhinus limbatus,Carcharinus limbatus 
TIBURON,Carcharhinus limbatus,Eulamia pleurotaenia 
TIBURON,Carcharhinus limbatus,Carcharhinus tilstoni 
TIBURON,Carcharhinus limbatus,Carcharhinus amblyrhynchoides 
TIBURON,Carcharhinus limbatus,Carcharhinus melanopterus 
TIBURON,Carcharhinus limbatus,Carcharhinus brevipinna 
TIBURON,Carcharhinus limbatus,Carcharias pleurotaenia 
TIBURON,Carcharhinus longimanus,Carcharhinus longimanus 
TIBURON,Carcharhinus longimanus,Pterolamiops magnipinnis 
TIBURON,Carcharhinus longimanus,Carcharhinus maou 
TIBURON,Carcharhinus longimanus,Squalus longimanus 
TIBURON,Carcharhinus longimanus,Pterolamiops longimanus 
TIBURON,Carcharhinus longimanus,Carcharias obtusus 
TIBURON,Carcharhinus longimanus,Squalus maou 
TIBURON,Carcharhinus longimanus,Carcharias insularum 
TIBURON,Carcharhinus longimanus,Carcharias longimanus 
TIBURON,Carcharhinus longimanus,Carcharinus longimanus 
TIBURON,Carcharhinus longimanus,Pterolamiops budkeri 
TIBURON,Carcharhinus obscurus,Carcharhinus obscurus 
TIBURON,Carcharhinus obscurus,Eulamia obscura 
TIBURON,Carcharhinus obscurus,Carcharinus obscurus 
TIBURON,Carcharhinus obscurus,Carcharinus iranzae 
TIBURON,Carcharhinus obscurus,Carcharhinus lamiella 
TIBURON,Carcharhinus obscurus,Carcharhinus obscurella 
TIBURON,Carcharhinus obscurus,Prionodon obvelatus 
TIBURON,Carcharhinus obscurus,Squalus obscurus 
TIBURON,Carcharhinus obscurus,Carcharias macrurus 
TIBURON,Carcharhinus obscurus,Carcharhinus iranzae 
TIBURON,Carcharhinus obscurus,Galeolamna macrurus 
TIBURON,Carcharhinus obscurus,Galeolamna eblis 
TIBURON,Carcharhinus obscurus,Galeolamna greyi 
TIBURON,Carcharhinus plumbeus,Carcharhinus plumbeus 
TIBURON,Carcharhinus plumbeus,Carcharias ceruleus 
TIBURON,Carcharhinus plumbeus,Lamna caudata 
TIBURON,Carcharhinus plumbeus,Carcharias japonicus 
TIBURON,Carcharhinus plumbeus,Carcharias milberti 
TIBURON,Carcharhinus plumbeus,Squalus plumbeus 
TIBURON,Carcharhinus plumbeus,Galeolamna dorsalis 
TIBURON,Carcharhinus plumbeus,Carcharias obtusirostris 
TIBURON,Carcharhinus plumbeus,Carcharhinus milberti 
TIBURON,Carcharhinus plumbeus,Carcharhinus platyodon 
TIBURON,Carcharhinus plumbeus,Carcharias latistomus 
TIBURON,Carcharhinus plumbeus,Squalus caecchia 
TIBURON,Carcharhinus plumbeus,Carcharias stevensi 
TIBURON,Carcharhinus plumbeus,Carcharinus plumbeus 
TIBURON,Carcharhinus plumbeus,Eulamia milberti 
TIBURON,Carcharhinus plumbeus,Carcharinus latistomus 
TIBURON,Carcharhinus plumbeus,Carcharhinus bleekeri 
TIBURON,Carcharhinus plumbeus,Carcharhinus japonicus 
TIBURON,Carcharhinus plumbeus,Galeolamna stevensi 
TIBURON,Carcharhinus porosus,Carcharhinus porosus 
TIBURON,Carcharhinus porosus,Carcharias porosus 
TIBURON,Carcharhinus porosus,Carcharhinus cerdale 
TIBURON,Carcharhinus porosus,Carcharias henlei 
TIBURON,Carcharhinus porosus,Carcharias porosus 
TIBURON,Carcharhinus porosus,Carcharhinus porosus 
TIBURON,Galeocerdo cuvieri,Galeocerdo cuvier 
TIBURON,Galeocerdo cuvieri,Galeocerdo cuvieri 
TIBURON,Galeocerdo cuvieri,Galeocerdo arcticus 
TIBURON,Galeocerdo cuvieri,Galeocerdo tigrinus 
TIBURON,Galeocerdo cuvieri,Squalus cuvier 
TIBURON,Galeocerdo cuvieri,Galeus cepedianus 
TIBURON,Galeocerdo cuvieri,Galeocerdo rayneri 
TIBURON,Galeocerdo cuvieri,Galeocerda cuvier 
TIBURON,Galeocerdo cuvieri,Carcharias fasciatus 
TIBURON,Galeocerdo cuvieri,Galeocerdo obtusus 
TIBURON,Galeocerdo cuvieri,Carcharias hemprichii 
TIBURON,Galeocerdo cuvieri,Squalus arcticus 
TIBURON,Galeocerdo cuvieri,Galeocerdo fasciatus 
TIBURON,Galeocerdo cuvieri,Galeus maculatus 
TIBURON,Nasolamia velox,Nasolamia velox 
TIBURON,Nasolamia velox,Carcharhinus velox 
TIBURON,Negaprion brevirostris,Negaprion brevirostris 
TIBURON,Negaprion brevirostris,Negaprion fronto 
TIBURON,Negaprion brevirostris,Hypoprion brevirostris 
TIBURON,Negaprion brevirostris,Carcharias fronto 
TIBURON,Prionace glauca,Prionace glauca 
TIBURON,Prionace glauca,Glyphis glaucus 
TIBURON,Prionace glauca,Carcharhinus macki 
TIBURON,Prionace glauca,Thalassinus rondelettii 
TIBURON,Prionace glauca,Thalassorhinus vulpecula 
TIBURON,Prionace glauca,Galeus thalassinus 
TIBURON,Prionace glauca,Thalassinus rondeletti 
TIBURON,Prionace glauca,Squalus adscensionis 
TIBURON,Prionace glauca,Carcharias hirundinaceus 
TIBURON,Prionace glauca,Squalus rondeletii 
TIBURON,Prionace glauca,Prionace mackiei 
TIBURON,Prionace glauca,Squalus caeruleus 
TIBURON,Prionace glauca,Carcharias gracilis 
TIBURON,Prionace glauca,Carcharias aethiops 
TIBURON,Prionace glauca,Carcharias pugae 
TIBURON,Prionace glauca,Carcharinus glaucus 
TIBURON,Prionace glauca,Carcharias glaucus 
TIBURON,Prionace glauca,Hypoprion isodus 
TIBURON,Prionace glauca,Squalus glaucus 
TIBURON,Prionace glauca,Isurus glaucus 
TIBURON,Cephaloscyllium ventriosum,Cephaloscyllium ventriosum 
TIBURON,Cephaloscyllium ventriosum,Scyllium ventriosum 
TIBURON,Cephaloscyllium ventriosum,Catulus uter 
TIBURON,Cephaloscyllium ventriosum,Cephaloscyllium uter 
TIBURON,Chlamydoselachus anguineus,Chlamydoselachus anguineus 
TIBURON,Chlamydoselachus anguineus,Didymodus anguineus 
TIBURON,Chlamydoselachus anguineus,Chlamydoselache anguinea 
TIBURON,Chlamydoselachus anguineus,Chlamydoselachus anguineum 
TIBURON,Echinorhinus cookei,Echinorhinus cookei 
TIBURON,Ginglymostoma cirratum,Ginglymostoma cirratum 
TIBURON,Ginglymostoma cirratum,Squalus cirratus 
TIBURON,Ginglymostoma cirratum,Squalus argus 
TIBURON,Ginglymostoma cirratum,Squalus punctatus 
TIBURON,Ginglymostoma cirratum,Squalus punctulatus 
TIBURON,Ginglymostoma cirratum,Ginglimostoma cirratum 
TIBURON,Ginglymostoma cirratum,Ginglymostoma caboverdianus 
TIBURON,Ginglymostoma cirratum,Ginglymostoma fulvum 
TIBURON,Ginglymostoma cirratum,Gyglinostoma cirratum 
TIBURON,Heterodontus francisci,Heterodontus francisci 
TIBURON,Heterodontus francisci,Heterodontus francisi 
TIBURON,Heterodontus francisci,Cestracion francisci 
TIBURON,Heterodontus francisci,Heterodontis francisi 
TIBURON,Heterodontus francisci,Heterodontis francisci 
TIBURON,Heterodontus francisci,Heterodontus californicus 
TIBURON,Heterodontus mexicanus,Heterodontus mexicanus 
TIBURON,Hexanchus griseus,Hexanchus griseus 
TIBURON,Hexanchus griseus,Monopterinus griseus 
TIBURON,Hexanchus griseus,Hexanchus corinum 
TIBURON,Hexanchus griseus,Hexanchus corinus 
TIBURON,Hexanchus griseus,Hexanchus griseus australis
TIBURON,Hexanchus griseus,Notidanus griseus 
TIBURON,Hexanchus griseus,Squalus griseus 
TIBURON,Hexanchus griseus,Notidanus vulgaris 
TIBURON,Hexanchus griseus,Squalus vacca 
TIBURON,Hexanchus griseus,Notidanus monge 
TIBURON,Notorynchus cepedianus,Notorynchus cepedianus 
TIBURON,Notorynchus cepedianus,Notorhynchus platycephalus 
TIBURON,Notorynchus cepedianus,Squalus platycephalus 
TIBURON,Notorynchus cepedianus,Notidanus ferox 
TIBURON,Notorynchus cepedianus,Heptanchus pectorosus 
TIBURON,Notorynchus cepedianus,Heptanchus indicus 
TIBURON,Notorynchus cepedianus,Notidanus indicus 
TIBURON,Notorynchus cepedianus,Notorhynchus borealis 
TIBURON,Notorynchus cepedianus,Squalus cepedianus 
TIBURON,Notorynchus cepedianus,Notorhynchus maculatus 
TIBURON,Notorynchus cepedianus,Notorynchus platycephalus 
TIBURON,Notorynchus cepedianus,Notorynchus pectorosus 
TIBURON,Notorynchus cepedianus,Heptranchias cepedianus 
TIBURON,Notorynchus cepedianus,Notidanus medinae 
TIBURON,Notorynchus cepedianus,Notorhynchus cepedianus 
TIBURON,Notorynchus cepedianus,Heptranchias spilotus 
TIBURON,Notorynchus cepedianus,Notorynchus indicus 
TIBURON,Notorynchus cepedianus,Notorhynchus ocellatus 
TIBURON,Notorynchus cepedianus,Notorynchus macdonaldi 
TIBURON,Notorynchus cepedianus,Heptranchias haswelli 
TIBURON,Notorynchus cepedianus,Heptrachias pectorosus 
TIBURON,Notorynchus cepedianus,Heptranchias pectorosus 
TIBURON,Notorynchus cepedianus,Notorynchus maculatum 
TIBURON,Notorynchus cepedianus,Notidanus wolniczkyi 
TIBURON,Notorynchus cepedianus,Notorynchus maculatus 
TIBURON,Carcharodon carcharias,Carcharodon carcharias 
TIBURON,Carcharodon carcharias,Carcharias verus 
TIBURON,Carcharodon carcharias,Carcharodon smithii 
TIBURON,Carcharodon carcharias,Carcharodon smithi 
TIBURON,Carcharodon carcharias,Squalus lamia 
TIBURON,Carcharodon carcharias,Carcharias lamia 
TIBURON,Carcharodon carcharias,Carcharias atwoodi 
TIBURON,Carcharodon carcharias,Carcharodon rondeletii 
TIBURON,Carcharodon carcharias,Carcharias rondeletti 
TIBURON,Carcharodon carcharias,Carcharodon capensis 
TIBURON,Carcharodon carcharias,Squalus carcharias 
TIBURON,Carcharodon carcharias,Carcharodon albimors 
TIBURON,Carcharodon carcharias,Carcharias vulgaris 
TIBURON,Carcharodon carcharias,Squalus vulgaris 
TIBURON,Carcharodon carcharias,Carcharias maso 
TIBURON,Carcharodon carcharias,Carcharias vorax 
TIBURON,Carcharodon carcharias,Squalus lamia 
TIBURON,Isurus oxyrinchus,Isurus oxyrinchus 
TIBURON,Isurus oxyrinchus,Lamna spallanzani 
TIBURON,Isurus oxyrinchus,Isuropsis glaucus 
TIBURON,Isurus oxyrinchus,Isurus cepedii 
TIBURON,Isurus oxyrinchus,Isurus tigris africanus
TIBURON,Isurus oxyrinchus,Lamna latro 
TIBURON,Isurus oxyrinchus,Isuropsis mako 
TIBURON,Isurus oxyrinchus,Isurus bideni 
TIBURON,Isurus oxyrinchus,Lamna guentheri 
TIBURON,Isurus oxyrinchus,Isurus oxyrhincus 
TIBURON,Isurus oxyrinchus,Isurus guentheri 
TIBURON,Isurus oxyrinchus,Lamna huidobrii 
TIBURON,Isurus oxyrinchus,Isurus tigris 
TIBURON,Isurus oxyrinchus,Oxyrhina gomphodon 
TIBURON,Isurus oxyrinchus,Isurus oxyrhynchus 
TIBURON,Isurus oxyrinchus,Isurus spallanzani 
TIBURON,Isurus oxyrinchus,Lamna punctata 
