state,office_name_clean,landing_site_clean,final_lat,final_lon,final_lat.lon_level,final_lat.lon_source,location,OHI.region_geo.est,OHI_state.assign,OHI_region_est,GOC_mel.est,GOC_state.assign,GOC_region.assign,GOC_est
SINALOA,ESCUINAPA,LAS MULAS,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,PLAYA SALINAS,32.05,-116.885,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,TOPOLOBAMPO,POBLADO NO. 5,25.61537953,-109.0244988,state_office,Hem's state.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TEPIC,"AYALAS, LOS",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,ISLA CEDROS,LA LOBERA,31.3438,-116.461,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PUERTECITOS,30.34882681,-114.6412628,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,PUNTA EL TOMATAL,28.494,-114.06,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,EL TOMATAL,28.48173843,-114.0570768,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN QUINTIN,PUERTO ARBOLITOS,31.7043,-116.6637,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,POPOTLA,32.28052722,-117.0309849,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,SAN JUANICO B.C.S.,26.25,-112.49,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,BAJO DEL TETIS,24.8,-112.5,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,BAHIA LOS ANGELES,28.98904736,-113.5554914,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,ROSALIITA,28.372,-114.182,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,EL BARRIL,28.30130472,-112.872435,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN FELIPE,MUELLE PESCA DEPORTIVA,31.8573,-116.6271,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO LIBERTAD,PUERTO VALLARTA,20.653,-105.225,state_site,Mel's state.site key,land,Region_9,NA,Region_9,yes,yes,yes,yes
BAJA CALIFORNIA,MEXICALI,ENSENADA,31.9435561,-116.7317009,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,LOS MOCHIS,MAZATLAN,23.22486532,-106.4166819,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,MANZANILLO,25.70559417,-107.0505975,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,GUASAVE,YAVAROS,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,SAN CARLOS,24.7661,-111.9669,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO PENASCO,MAZATLAN,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SONORA,GUAYMAS,TOPOLOBAMPO,25.6,-109.05,state_site,Mel's state.site key,land,Region_8,NA,Region_8,yes,yes,yes,yes
SINALOA,TOPOLOBAMPO,YAVAROS,25.61537953,-109.0244988,state_office,Hem's state.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,PUERTO PENASCO,PUERTO ANGEL,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SONORA,GUAYMAS,PUNTA ABREOJOS,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
SINALOA,LOS MOCHIS,PUERTO PENASCO,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,MEXICALI,BAHIA SAN FRANCISQUITO,28.4432,-112.8489,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN FELIPE,BAHIA FALSA,30.45248778,-116.0022039,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,PAILABOTE,25.54745,-112.066,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,SAN BLAS,"LA NUEVA ""U""",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,EL BARRIL,28.30130472,-112.872435,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN FELIPE,LA TOBA,30.43,-114.6338,state_site,Mel's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,MEXICALI,MUELLE,31.8525,-116.633,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,BOCA SANTO DOMINGO,25.4993,-112.0988,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,PUERTO MEJIA,24.29190694,-110.1939292,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SINALOA,LOS MOCHIS,PLAN GUADALUPE,25.69192,-109.147,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,ERENDIRA,31.2624,-116.381,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,COLORADITO,30.58009275,-114.6690833,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,EL SARGENTO,24.08166861,-109.9936892,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,BAHIA LOS ANGELES,SANTA ROSALILLITA,28.6602,-114.2554,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUERTO SAN CARLOS,29.62237431,-115.4728494,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUERTO LOS CHOROS,29,-113.5667,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
NAYARIT,TECUALA,"ATASCOSA, LA",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,PUERTO SAN ISIDRO,31.28922778,-116.4025861,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO LIBERTAD,R. PORTUARIO PCO,31.317,-113.538,state_site,Mel's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,PUNTA LA GRINGA,29.0313694,-113.5388745,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN FELIPE,ISLA ARENA,30.82327619,-114.8508127,state_office,Hem's state.office key,land,Region_2,NA,Region_2,NA,NA,NA,NA
BAJA CALIFORNIA,VILLA JESUS MARIA,EL BARRIL,28.30130472,-112.872435,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SAN CARLOS,LA POZA,25.70232,-111.534,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,EL FARO,26.7572,-113.5237,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,ISLA SAN ESTEBAN,28.70036665,-112.5745222,state_site,Hem's state.site key,land,Region_6,NA,Region_6,yes,NA,yes,yes
BAJA CALIFORNIA SUR,LORETO,ISLA MONSERRAT,25.6799317,-111.0341183,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,ENSENADA,EL PABELLON,30.36881806,-115.8522596,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUERTO CANOAS,29.4158,-115.1168,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PUNTA MARIA,28.9210293,-114.5306588,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,VILLA JESUS MARIA,PUNTA MARIA,28.9210293,-114.5306588,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,SANTA MARIA,32.03711917,-116.6434564,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,PLAYA SANTA MARIA,30.405,-115.974,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,ISLA RAZA,28.81550555,-112.9785,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,MEXICALI,LAGUNA SALADA,32.45607935,-115.7301895,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
BAJA CALIFORNIA,ISLA CEDROS,PUERTO SAN ISIDRO,31.28922778,-116.4025861,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,EL RINCON,27.674,-114.86,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,PUERTO SAN ANDRESITO,25.8992,-112.1537,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,GUERRERO NEGRO,PUNTA EUGENIA,27.84759939,-115.0794609,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PUNTA MARIA,28.9210293,-114.5306588,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,SAN BLAS,"BANQUITO, EL",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,LA REFORMA,EL CARACOL,25.48843278,-108.7399107,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,TOPOLOBAMPO,LA HERRADURA,24.76746965,-107.4389705,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,ESTERO RANCHO BUENO,24.314,-111.407,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,ESTERO SAN JOSE,29.2844,-114.8703,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO PENASCO,RIB. ALTA 2DA SEC.,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
JALISCO,BARRA NAVIDAD,BAHIA TEHUAMIXTLE,20.23915265,-105.5628035,state_site,Hem's state.site key,land,Region_9,NA,Region_9,no,NA,yes,yes
BAJA CALIFORNIA SUR,LORETO,ESTERO MULEGE,26.8922164,-111.9835831,state_site,Hem's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA,MEXICALI,POPOTLA,32.28052722,-117.0309849,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,ARROYO LA POZA,25.4725,-112.0138,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,BAHIA SANTA MARIA,22.9297512,-109.8153495,state_site,Hem's state.site key,sea,Region_4,NA,Region_4,no,NA,NA,no
SONORA,BAHIA KINO,BAHIA YAVAROS,26.7,-109.487,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,PUERTO PENASCO,BAHIA LOBOS,27.35315022,-110.4532303,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,LAGUNA MANUELA,28.24820111,-114.0922667,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LORETO,PAILABOTE,25.54745,-112.066,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,PORVENIR,27.41808,-113.258,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LOS TRONCONES,25.7209,-112.1024,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LAS BOTELLAS,25,-112,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TUXPAN,PASO LOZADA,21.517,-104.538,state_site,Hem's state.site key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
JALISCO,BARRA NAVIDAD,MESA FLORES,20.4625,-103.2275,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,ESTERO LA SABANITA,19.94,-105.24,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,PRESA LOS SAUCES,20.53,-103.12,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,LOS MOCHIS,PRESA GUSTAVO DIAZ ORDAZ,25.85574087,-107.9059522,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
JALISCO,OCOTLAN,SAN NICOLAS ACUNA,20.27,-103.12,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,ESCUINAPA,LA CAMPANA,23.86385063,-106.5670442,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,GUSTAVO DIAZ ORDAZ,25.77846493,-108.5495263,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,CHAPALA,LAGUNA ZAPOTLAN,19.45,-103.29,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,PUERTO VALLARTA,OCOTLAN,20.35569444,-102.7640278,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,OJO AGUA,21.11484333,-102.2846789,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,PRESA EL GRANDE,20.31,-103,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,SAN JUAN TECOMATLAN,20.25911319,-103.0809167,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,RAMPA MUNICIPAL,20.27,-103.1,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,MISMALOYA,20.5247,-105.2983,state_site,Mel's state.site key,land,Region_9,NA,Region_9,yes,NA,yes,yes
JALISCO,OCOTLAN,SANTA CRUZ LA SOLEDAD,20.23417958,-103.1100351,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,CHAPALA,JAMAY,20.28724986,-102.7048585,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,CHAPALA,PRESA LA SAUCEDA,20.17,-103.51,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,EL FUERTE,20.88657444,-102.3709258,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,JAMAY,20.28724986,-102.7048585,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,RAMPA MUNICIPAL,20.27,-103.1,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,UNION TULA,19.95523987,-104.2661328,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,CHALPICOTE,20.29008284,-102.888476,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,EL PROGRESO,21.155185,-102.8579842,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,CHAPALA,PRESA LA VEGA,20.36,-103.5,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,SANTO DOMINGO,21.32118958,-102.2251706,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,PRESA EL JIHUITE,20.67765778,-102.5642788,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,PRESA CONSTITUCION APATZINGAN,19.23911931,-102.792091,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA LOS CIRUELOS,20.61,-103.2,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,EL FARITO,20.602,-105.233,state_site,Mel's state.site key,land,Region_9,NA,Region_9,yes,NA,yes,yes
JALISCO,GUADALAJARA,SAN LUIS SOYOTLAN,20.2651,-103.2004,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,ESTANCIA CUITZEO,20.33,-102.78,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA LAS PINTAS,20.34,-103.2,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,CHAPALA,AGUA CALIENTE,19.67555903,-103.5830324,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,LAGUNA BARRA NAVIDAD,19.18,-104.7,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,COLORADO LA MORA,21.70876143,-104.6466237,state_office_site,Hem's state.site.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,PRESA DEL AHOGADO,20.6,-103.28,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,AJIJIC,20.25962815,-103.2220185,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,TUXCUECA,20.12277778,-103.1469444,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,PUERTO VALLARTA,PRESA LA VEGA,20.36,-103.5,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,PRESA CORRINCHIS,20.4617393,-104.7798067,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,PRESA VALERIO,20.7375,-103.175,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
NAYARIT,TEPIC,POTRERO,22.66381,-105.352,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,OCOTLAN,PRESA TACOTAN,20.0288925,-104.2432339,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,EL ROSARIO,NA,32.06384403,-116.6000299,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,ENSENADA,NA,31.68036483,-116.4415546,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,MEXICALI,NA,32.46960389,-115.1852629,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,SAN FELIPE,NA,30.82327619,-114.8508127,state_office,Hem's state.office key,land,Region_2,NA,Region_2,NA,NA,NA,NA
BAJA CALIFORNIA,TIJUANA,NA,32.36297911,-116.996653,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,SAN QUINTIN,NA,30.56335553,-115.9532379,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,VILLA JESUS MARIA,NA,29.29547731,-114.5369145,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,NA,27.68888126,-114.7602288,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,CD. CONSTITUCION,NA,25.27802808,-111.7625691,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,GUERRERO NEGRO,NA,27.68192091,-113.5386026,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,LA PAZ,NA,23.96530197,-110.2788658,state_office,Hem's state.office key,land,Region_4,NA,Region_4,NA,NA,NA,NA
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,NA,26.88159995,-113.0862862,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,SAN CARLOS,NA,25.3714584,-112.0739843,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,SANTA ROSALIA,NA,27.01805455,-112.4718992,state_office,Hem's state.office key,land,Region_3,NA,Region_3,NA,NA,NA,NA
JALISCO,BARRA NAVIDAD,NA,19.62476112,-104.4256519,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,CHAPALA,NA,19.8385565,-103.3424721,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,GUADALAJARA,NA,20.95311483,-103.3689744,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,OCOTLAN,NA,20.93491691,-102.3410148,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,PUERTO VALLARTA,NA,20.37019967,-104.9557712,state_office,Hem's state.office key,land,Region_9,NA,Region_9,NA,NA,yes,yes
NAYARIT,SAN BLAS,NA,21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,NA,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TEPIC,NA,21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,NA,22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,SANTIAGO IXCUINTLA,NA,21.98386651,-104.8967609,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
SINALOA,CULIACAN,NA,24.57540235,-107.4244193,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,EL FUERTE,NA,26.43663942,-108.3939474,state_office,Hem's state.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
SINALOA,ESCUINAPA,NA,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,GUASAVE,NA,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LA REFORMA,NA,25.37774227,-107.8279879,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,LOS MOCHIS,NA,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,NA,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,NAVOLATO,NA,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,EL ROSARIO,NA,23.09803795,-105.8981365,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,CD. OBREGON,NA,27.90648164,-110.8643649,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_7,NA,Region_7,NA,yes,yes,yes
SONORA,GUAYMAS,NA,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
SONORA,PUERTO PENASCO,NA,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SONORA,HUATABAMPO,NA,26.97775279,-109.5011588,state_office,Hem's state.office key,land,Region_7,NA,Region_7,NA,yes,yes,yes
SONORA,BAHIA KINO,NA,28.80555913,-111.6789334,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SINALOA,MAZATLAN,GUAYMAS,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,MAZATLAN,LA CORTINA,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,EL CASTILLO,27.25447819,-109.9662931,state_site,Hem's state.site key,land,Region_7,NA,Region_7,NA,yes,yes,yes
SINALOA,NAVOLATO,TOPOLOBAMPO,25.59826743,-109.0497234,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,EL SAUZAL,31.9,-116.7,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,GUASAVE,GUAYMAS,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,MANZANILLO,31.68036483,-116.4415546,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SINALOA,GUASAVE,SAN FELIPE,26.19627,-108.6805,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
