state,office_name_clean,landing_site_clean,final_lat,final_lon,final_lat.lon_level,final_lat.lon_source,location,OHI.region_geo.est,OHI_state.assign,OHI_region_est,GOC_mel.est,GOC_state.assign,GOC_region.assign,GOC_est
SINALOA,TOPOLOBAMPO,SAN FELIPE,26.19627,-108.6805,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,CULIACAN,MAZATLAN,23.22486532,-106.4166819,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SINALOA,GUASAVE,PUERTO PENASCO,25.69673376,-108.2206193,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,ENSENADA,MAZATLAN,30.7213,-114.7082,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
SONORA,BAHIA KINO,PUERTO PENASCO,31.31208951,-113.5391123,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
SONORA,CD. OBREGON,YAVAROS,26.70347667,-109.5205532,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SINALOA,LOS MOCHIS,LA REFORMA,24.39609059,-107.2318393,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,SAN FELIPE,31.0173,-114.8335,state_site,Mel's state.site key,sea,Region_1,NA,Region_1,yes,NA,NA,yes
BAJA CALIFORNIA SUR,GUERRERO NEGRO,BAHIA SAN FRANCISQUITO,28.4,-112.9,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
SONORA,BAHIA KINO,BOCA DEL RIO MAYO,26.7310742,-109.7920116,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,CD. OBREGON,RIB. ALTA 2DA SEC.,27.90648164,-110.8643649,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA,MEXICALI,BAJO SUR,32.46960389,-115.1852629,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,BAHIA KINO,PUERTO LOBOS,30.27126458,-112.8434614,state_site,Hem's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,LOS HORNITOS,26.87464,-111.852,state_office_site,Hem's state.site.office key,sea,Region_3,NA,Region_3,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,EL EQUIPALITO,26.8786,-111.9167,state_site,Mel's state.site key,sea,Region_3,NA,Region_3,yes,NA,NA,yes
SINALOA,LOS MOCHIS,BOCA DEL RIO,25.28701,-108.4981675,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,BAHIA KINO,BAHIA TOBARI,27.0652,-109.9985,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,PUNTA SAN LUCAS,27.3001,-112.2335,state_site,Mel's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LA PAZ,EL TECOLOTE,24.33647,-110.315,state_office_site,Hem's state.site.office key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
SONORA,GUAYMAS,LA CAIMANZA,27.99268803,-110.8650876,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,land,Region_7,NA,Region_7,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,RODRIGUEZ,24.1865,-110.4623,state_site,Mel's state.site key,sea,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,MEXICALI,BAJO MACHO,32.46960389,-115.1852629,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
JALISCO,PUERTO VALLARTA,PLAYA EL SALADO,20.6624758,-105.2589154,state_office_site,Hem's state.site.office key,land,Region_9,NA,Region_9,yes,NA,yes,yes
NAYARIT,SAN BLAS,"ESTERO ""EL POZO""",21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA,SAN QUINTIN,PUNTA CONO,28.96660067,-114.583343,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,BAHIA KINO,BAHIA BACHOCO,26.637,-109.428,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,CD. OBREGON,PUERTO LIBERTAD,29.90638514,-112.6832256,state_site,Hem's state.site key,land,Region_6,NA,Region_6,yes,yes,yes,yes
SONORA,BAHIA KINO,PENASCO,31.31,-113.54,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,AGUA CHALE,30.7218,-114.7053,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,SAN QUINTIN,BOCANA SANTO DOMINGO,30.56335553,-115.9532379,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,LA PAZ,BAHIA TORTUGAS,27.69269284,-114.8961862,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,SAN FELIPE,ISLA RAZA,28.81550555,-112.9785,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA,MEXICALI,CAMPO SAHUARO,30.9,-114.78,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SAN CARLOS,EL PORTUGUEZ,24.86,-112.12,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,EL CUCHILLO,29.2399,-114.8218,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,PLAYA SANTA MARIA,30.405,-115.974,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,VICENTE GUERRERO,31.72410611,-115.3606189,state_site,Hem's state.site key,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA SUR,LORETO,NOPOLO,25.93526889,-111.3593097,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SAN CARLOS,EL CARDON,26.7842,-113.1501,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,GUERRERO NEGRO,ESTERO EL DATIL,26.5326271,-112.912955,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CD. CONSTITUCION,SAN JACINTO,23.24394111,-110.0673864,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,MALARRIMO,27.80134861,-114.7194381,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,PLAYA NOVILLERO,22.37882792,-105.6837982,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,SAN BRUNO,27.1623825,-112.1619369,state_site,Hem's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
BAJA CALIFORNIA,EL ROSARIO,BAJO LA BRUJA,32.06384403,-116.6000299,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SONORA,PUERTO PENASCO,PRESA EL NOVILLO,31.20629577,-112.8401312,state_office,Hem's state.office key,land,Region_6,NA,Region_6,NA,yes,yes,yes
SONORA,BAHIA KINO,EL SARGENTO,29.335205,-112.304,state_office_site,Hem's state.site.office key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,EL MANGLE,22.94850389,-109.9920328,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA,BAHIA LOS ANGELES,EL RINCON PUNTA BANDA,31.7239,-116.6781,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO LIBERTAD,PENASCO,31.31,-113.54,state_site,Hem's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA,EL ROSARIO,ELEHUTE,32.06384403,-116.6000299,state_office,Hem's state.office key,NA,NA,NA,NA,NA,NA,NA,NA
SINALOA,NAVOLATO,DISTRITO RIEGO #108,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,TECUALA,"LA NUEVA ""U""",22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,PUERTO LIBERTAD,EL SARGENTO,29.335205,-112.304,state_site,Hem's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,LOS JUNCOS,24.67122111,-111.3745481,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,EL FARO,26.7572,-113.5237,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,LOS MOCHIS,DRENES Y CANALES DIST. NO.74,25.90610918,-109.0009424,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,EL CHOYUDO,28.28852557,-111.4069826,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,CABO SAN LUCAS,EL MIGRINO,23.11849831,-110.0390151,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,PUNTA LOBOS,23.41709515,-110.2306657,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,BAHIA LAS ANIMAS,28.85364397,-113.3925432,state_site,Hem's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,SAN CARLOS,CABO TOSCO,24.3100061,-111.7117283,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,HERMOSILLO,BAHIA KINO,28.80836125,-111.9488426,state_site,Hem's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
BAJA CALIFORNIA SUR,SANTA ROSALIA,"SAN RAFAEL, B.C.S.",26.2,-112,state_site,Mel's state.site key,land,Region_3,NA,Region_3,no,NA,NA,no
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,SAN EVARISTO,24.91075917,-110.7097086,state_site,Hem's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA,SAN FELIPE,COLORADITO,30.58009275,-114.6690833,state_office_site,Hem's state.site.office key,sea,Region_2,NA,Region_2,no,NA,NA,no
SONORA,HUATABAMPO,EL DESEMBOQUE,30.21021803,-112.790704,state_site,Hem's state.site key,sea,Region_6,NA,Region_6,yes,yes,yes,yes
BAJA CALIFORNIA SUR,CABO SAN LUCAS,PUNTA EUGENIA,27.84759939,-115.0794609,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,MINITAS,25.2,-110.7,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
BAJA CALIFORNIA SUR,BAHIA ASUNCION,CAMPITO EL TAVO,27.804893,-114.780559,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,VILLA JESUS MARIA,ANTON LIZARDO,29.29547731,-114.5369145,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
BAJA CALIFORNIA,ISLA CEDROS,ARROYO,28.189,-115.216,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ENSENADA,VARADERO DEL CARDON,28.3545,-114.0755,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,TIJUANA,AGUA CHALE,30.7218,-114.7053,state_site,Mel's state.site key,land,Region_2,NA,Region_2,yes,NA,NA,yes
BAJA CALIFORNIA SUR,LORETO,CARRIZALITO,25.59818,-111.182,state_office_site,Hem's state.site.office key,land,Region_4,NA,Region_4,yes,NA,NA,yes
NAYARIT,TEPIC,"LA NUEVA ""U""",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,EL CAMPITO,27.7,-114.9,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,VILLA JESUS MARIA,PLAYA SAN RAMON/CAMALU,30.7704,-116.0592,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,JATAY,32.01321306,-116.8583311,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,ISLA CEDROS,CAMPO LIMA,28.885,-118.358,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO LIBERTAD,BAHIA BACHOCO,26.637,-109.428,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,PUERTO PENASCO,BOCA DEL RIO MAYO,26.7310742,-109.7920116,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,BAHIA KINO,CERRO PRIETO,28.2016,-111.341,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,MUELLE FISCAL SAN CARLOS,24.79,-112.11,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,CAMPO EL DATIL,27.76,-113.91,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,PUNTA LA GALLINITA,24.5506,-111.7322,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,GUAYMAS,PAREDONCITO,27.05564153,-109.9104626,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,PUNTA ABREOJOS,26.71515966,-113.5741649,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,PUERTO CORTEZ,24.4777777,-111.8219444,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,BAHIA ASUNCION,PUERTO SAN CARLOS,24.78974556,-112.1080619,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SONORA,PUERTO PENASCO,BAHIA YAVAROS,26.7,-109.487,state_site,Hem's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
SONORA,CD. OBREGON,BAHIA GUAYMAS,27.909,-110.858,state_site,Mel's state.site key,sea,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,PUNTA BOCA SAN BRUNO,27.1602777,-112.1586111,state_site,Hem's state.site key,land,Region_3,NA,Region_3,yes,NA,NA,yes
SINALOA,MAZATLAN,CAMPO EL COLORADO,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,HUATABAMPO,R. PORTUARIO PCO,31.317,-113.538,state_site,Mel's state.site key,land,Region_5,NA,Region_5,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,ISLOTE EL ALAMBRE,27.7466605,-114.2261902,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SANTA ROSALIA,PUERTO SAN CARLOS,24.78974556,-112.1080619,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,ESTERO SAN CARLOS,24.7907,-112.0809,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,GUERRERO NEGRO,CAMPO EL CHAPARRITO,27.8463,-114.1611,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,LA PAZ,EL MOGOTE,24.1665,-110.3455,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,NA,NA,yes
SINALOA,LA REFORMA,CAMPO PESQUERO EL TETUAN,24.607,-107.916,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,CD. OBREGON,LA VIUDA,27.187755,-110.0555,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,RASPORIA,28.3666,-114.0629,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,SAN CARLOS,ESTERO EL CURRY,24.7804,-111.9495,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,PUERTO SAN CARLOS,24.78974556,-112.1080619,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,BAHIA LOS PEINES Y EL SALADO,20.67,-105.27,state_site,Hem's state.site key,land,Region_9,NA,Region_9,yes,NA,yes,yes
JALISCO,GUADALAJARA,RIBERA CHIMO,20.47,-105.59,state_site,Hem's state.site key,land,Region_9,NA,Region_9,no,NA,yes,yes
JALISCO,GUADALAJARA,ESTERO BOCA TOMATES,20.67021775,-105.2719873,state_site,Hem's state.site key,land,Region_9,NA,Region_9,yes,NA,yes,yes
JALISCO,GUADALAJARA,PLAYA PIZOTA,20.4900285,-105.4892858,state_site,Hem's state.site key,land,Region_9,NA,Region_9,no,NA,yes,yes
NAYARIT,TUXPAN,PUNTA RAZA,21.0129296,-105.3173555,state_site,Hem's state.site key,sea,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TUXPAN,PUERTA DEL RIO,21.78491757,-105.1439875,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
NAYARIT,TECUALA,EMBARCADERO LLANO DEL TIGRE,22.1269444,-105.3047223,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
JALISCO,GUADALAJARA,PLAYA CAREYES,19.26497665,-104.8981167,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TEPIC,"CHIRIMOYO, EL",21.48266492,-104.5479942,state_office,Hem's state.office key,NA,NA,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,ESTERO BUENAVISTA,25.6354,-112.0703,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,PENITA JALTEMBA,CABEZA CANOA,21.9897,-105.4711,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,ESCUINAPA,MARISMA TECUALILLA,24.15813585,-107.1783172,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CD. CONSTITUCION,LAS POCITAS,24.39413,-111.1054186,state_site,Hem's state.site key,land,Region_4,NA,Region_4,no,NA,NA,no
NAYARIT,TECUALA,EL PINO,22.49844421,-105.2661546,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,SAN CARLOS,ESTERO SANTA ELENITA,25.2377,-112.1084,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,CRUZ HUANACAXTLE,CABEZA CANOA,21.9897,-105.4711,state_site,Hem's state.site key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,CABO SAN LUCAS,ESTERO SANTA ELENITA,25.2377,-112.1084,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
NAYARIT,TUXPAN,"TORIL, EL",22.08709693,-105.1177705,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SINALOA,NAVOLATO,AGUAS CONTINENTALES,24.76185658,-107.6833974,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,PUERTO ADOLFO LOPEZ MATEOS,25.19290611,-112.1106136,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA SUR,CABO SAN LUCAS,ESTERO SAN VICENTE,25.4618,-112.0854,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,ESTERO EL ERMITANO,19.9736432,-105.4713569,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,ESTERO AGUA DULCE,20.07,-105.52,state_site,Hem's state.site key,land,Region_9,NA,Region_9,no,NA,yes,yes
JALISCO,GUADALAJARA,RIO BARRERA,20.73,-103.21,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,PRESA VIEJA,21.19,-102.35,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,PRESA EL TULE,20.726,-103.242,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,ESTANQUE LOMA DEL AIRE,20.71,-103.17,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,OCOTLAN,EL GUAMUCHIL,20.50395361,-102.7588478,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,RIO EL TANQUE,20.68,-103.28,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,"PRESA ""CHARCO AZUL""",20.6,-103.19,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,PUERTO VALLARTA,LAGUNA CHAPALA,20.3,-103.1,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,NAVOLATO,LAGUNA CAIMANERO,22.918,-106.046,state_site,Hem's state.site key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,OCOTLAN,EMBARCADERO PRESA LA YESCA,21.12,-104.07,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,EL FUERTE,CORTINA LA PRESA LA CAMPANA,26.43663942,-108.3939474,state_office,Hem's state.office key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
JALISCO,GUADALAJARA,TUXCUECA,20.12277778,-103.1469444,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,OCOTLAN,FRENTE MESA FLORES,20.465,-103.25,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,LA ZAPOTERA,20.45913741,-102.6349048,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,CHAPALA,LA ALAMEDA,20.29,-103.14,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,EL PRETIL,20.82,-103.32,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,GUASAVE,RIO SINALOA,25.517,-108.706,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
JALISCO,OCOTLAN,EL PRETIL,20.82,-103.32,state_site,Mel's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
SINALOA,CULIACAN,DIQUE SANTA ROSA,25.676,-107.688,state_site,Hem's state.site key,NA,NA,Region_8,Region_8,NA,yes,yes,yes
JALISCO,CHAPALA,EL PROGRESO,20.18416667,-104.0411111,state_office_site,Hem's state.site.office key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PUERTO VALLARTA,20.48680556,-105.1836111,state_site,Hem's state.site key,land,Region_9,NA,Region_9,yes,NA,yes,yes
JALISCO,GUADALAJARA,SAN NICOLAS ACUNA,20.27,-103.12,state_site,Mel's state.site key,NA,NA,NA,NA,no,NA,NA,no
JALISCO,GUADALAJARA,PRESA LA GUADALUPE,21.54,-101.79,state_site,Hem's state.site key,NA,NA,NA,NA,yes,NA,NA,yes
JALISCO,GUADALAJARA,TIZAPAN EL ALTO,20.12430556,-103.0295833,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
SINALOA,TOPOLOBAMPO,NA,25.61537953,-109.0244988,state_office,Hem's state.office key,sea,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA SUR,LORETO,NA,26.04328765,-111.6781733,state_office,Hem's state.office key,land,Region_4,NA,Region_4,NA,NA,NA,NA
SONORA,GOLFO SANTA CLARA,NA,31.89795054,-114.5715395,state_office,Hem's state.office key,land,Region_5,NA,Region_5,NA,yes,yes,yes
SONORA,HERMOSILLO,NA,29.81314103,-110.5160271,state_office,Hem's state.office key,NA,NA,NA,NA,NA,yes,NA,yes
NAYARIT,CRUZ HUANACAXTLE,NA,20.79144145,-105.3371448,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
BAJA CALIFORNIA SUR,PTO. ADOLFO LOPEZ MATEOS,NA,24.99466904,-111.6135631,state_office,Interpolated: I meaned across landing_sites to estimate lat-long at the state-office level,NA,NA,NA,NA,NA,NA,NA,NA
SINALOA,MAZATLAN,ENSENADA,24.05814278,-106.6986322,state_office_site,Hem's state.site.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
NAYARIT,SAN BLAS,MAZATLAN,21.54672474,-105.2582147,state_office,Hem's state.office key,land,Region_9,Region_9,Region_9,NA,yes,yes,yes
SONORA,HUATABAMPO,PUERTO ANGEL,26.97775279,-109.5011588,state_office,Hem's state.office key,land,Region_7,NA,Region_7,NA,yes,yes,yes
SINALOA,LA REFORMA,TOPOLOBAMPO,25.59826743,-109.0497234,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
BAJA CALIFORNIA,SAN FELIPE,GUAYMAS,27.918,-110.905,state_site,Mel's state.site key,land,Region_7,NA,Region_7,yes,NA,yes,yes
SINALOA,MAZATLAN,YAVAROS,23.49411631,-106.3796491,state_office,Hem's state.office key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,GUAYMAS,LA PAZ,24.1422,-110.3108,state_site,Mel's state.site key,land,Region_4,NA,Region_4,yes,yes,NA,yes
SINALOA,MAZATLAN,SAN CARLOS,25.54550194,-108.5676494,state_site,Hem's state.site key,land,Region_8,Region_8,Region_8,NA,yes,yes,yes
SONORA,HUATABAMPO,TOPOLOBAMPO,25.6,-109.05,state_site,Mel's state.site key,land,Region_8,NA,Region_8,yes,yes,yes,yes
SONORA,HERMOSILLO,GUAYMAS,27.92151,-110.8915,state_site,Hem's state.site key,land,Region_7,NA,Region_7,yes,yes,yes,yes
BAJA CALIFORNIA SUR,LA PAZ,GUERRERO NEGRO,27.96761295,-114.0542224,state_site,Hem's state.site key,NA,NA,NA,NA,no,NA,NA,no
BAJA CALIFORNIA,MEXICALI,ISLA ENCANTADA,30.01578335,-114.4852,state_site,Hem's state.site key,sea,Region_2,NA,Region_2,yes,NA,NA,yes
