"Year","Major_Functional_Group","estimated_taxa_group","Stock","Total_Landed_Biomass","n_Records"
2013,"Demersal marine fishes","TIBURON","Ginglymostoma",530,4
2013,"Demersal marine fishes","TIBURON","Isurus",37687.4,52
2013,"Demersal marine fishes","TIBURON","Lamna",1452.5,10
2013,"Demersal marine fishes","TIBURON","Mustelus",43075.7,52
2013,"Demersal marine fishes","TIBURON","Nasolamia",29423.25,50
2013,"Demersal marine fishes","TIBURON","Prionace",498248.75,184
2013,"Demersal marine fishes","TIBURON","Sphyrna",136289.05,171
2013,"Demersal marine fishes","TIBURON","Squatina",698563.5,587
2013,"Diadromous fishes","OTRAS","Chanos",83743,258
2013,"Marine algae","ALGAS","Gelidium",94044,5
2013,"Marine fishes NEI","MERO","Epinephelus",13803.95,121
2013,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",41418,36
2013,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",10003,24
2013,"Molluscs excl. Cephalopods","ABULON","Haliotis",54920.78,66
2013,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",35204,7
2013,"Molluscs excl. Cephalopods","ALMEJA","Chione",146080,75
2013,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",1952224,201
2013,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",392827,212
2013,"Molluscs excl. Cephalopods","ALMEJA","Panopea",2117107,857
2013,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",4623,10
2013,"Molluscs excl. Cephalopods","CARACOL","Lobatus",21486,28
2013,"Molluscs excl. Cephalopods","CARACOL","Megastraea",133168,14
2013,"Molluscs excl. Cephalopods","CARACOL","Turbo",1719,4
2013,"Pelagic marine fishes","ATUN","Thunnus",67610409,286
2013,"Pelagic marine fishes","BARRILETE","Euthynnus",2876802,42
2013,"Pelagic marine fishes","BARRILETE","Katsuwonus",8142255.1,285
2013,"Pelagic marine fishes","BONITO","Sarda",813517.6,140
2013,"Pelagic marine fishes","JUREL","Caranx",171514.4,747
2013,"Pelagic marine fishes","JUREL","Seriola",881859.4,1288
2013,"Pelagic marine fishes","MACARELA","Scomber",25279021.68,405
2013,"Pelagic marine fishes","OTRAS","Ablennes",15125.7,163
2013,"Pelagic marine fishes","OTRAS","Coryphaena",182562.3,719
2013,"Pelagic marine fishes","OTRAS","Istiophorus",36506.05,150
2013,"Pelagic marine fishes","OTRAS","Sphyraena",13841,114
2013,"Pelagic marine fishes","OTRAS","Xiphias",38429.25,55
2013,"Pelagic marine fishes","PAMPANO","Trachinotus",3927615.8,570
2013,"Pelagic marine fishes","RONCO","Selene",553293.7,1869
2013,"Pelagic marine fishes","SARDINA","Cetengraulis",179129084.62,978
2013,"Pelagic marine fishes","SARDINA","Etrumeus",16864686.68,185
2013,"Pelagic marine fishes","SARDINA","Oligoplites",18100,76
2013,"Pelagic marine fishes","SARDINA","Opisthonema",220482458.6,1487
2013,"Pelagic marine fishes","SARDINA","Sardinops",84790339.2,664
2013,"Pelagic marine fishes","SIERRA","Scomberomorus",6067705.4,5558
2013,"Shrimps, prawns","CAMARON","Farfantepenaeus",122203.4,60
2013,"Shrimps, prawns","CAMARON","Litopenaeus",3643953,1882
2013,"Shrimps, prawns","CAMARON","Penaeus",27286335.2,19630
2013,"Shrimps, prawns","CAMARON","Rimapenaeus",74585.2,33
2013,"Shrimps, prawns","CAMARON","Sicyonia",6807,3
2014,"Cephalopods","CALAMAR","Dosidicus",24475530.05,1477
2014,"Crustaceans","JAIBA","Callinectes",619867,445
2014,"Crustaceans","LANGOSTA","Panulirus",135765.9,256
2014,"Demersal marine fishes","BANDERA","Ariopsis",3277.6,34
2014,"Demersal marine fishes","BANDERA","Gerres",146250.8,383
2014,"Demersal marine fishes","BAQUETA","Hyporthodus",886775.4,1575
2014,"Demersal marine fishes","BERRUGATA","Menticirrhus",105167.8,441
2014,"Demersal marine fishes","BERRUGATA","Micropogonias",8857066.56,5040
2014,"Demersal marine fishes","CABRILLA","Mycteroperca",462352.85,1333
2014,"Demersal marine fishes","CABRILLA","Paralabrax",851542.65,1247
2014,"Demersal marine fishes","CARPA","Balistes",2027190.325,3053
2014,"Demersal marine fishes","CINTILLA","Trichiurus",2792,16
2014,"Demersal marine fishes","CORVINA","Cynoscion",2009457.68,6141
2014,"Demersal marine fishes","CORVINA","Larimus",9653,45
2014,"Demersal marine fishes","GUACHINANGO","Lutjanus",3287675.4,11144
2014,"Demersal marine fishes","LENGUADO","Brotula",1060771.4,591
2014,"Demersal marine fishes","LISA","Mugil",2053056.8,2479
2014,"Demersal marine fishes","MERO","Hyporthodus niphobles",81947.9,236
2014,"Demersal marine fishes","MOJARRA","Anisotremus",102170.67,357
2014,"Demersal marine fishes","MOJARRA","Calamus",26283,169
2014,"Demersal marine fishes","MOJARRA","Diapterus",32361,146
2014,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",208688,908
2014,"Demersal marine fishes","MOJARRA","Eugerres",35923,361
2014,"Demersal marine fishes","MOJARRA","Haemulon",929696.6,4563
2014,"Demersal marine fishes","OTRAS","Acanthurus",24223,99
2014,"Demersal marine fishes","OTRAS","Anoplopoma",2465.05,20
2014,"Demersal marine fishes","OTRAS","Diplectrum",32678.95,102
2014,"Demersal marine fishes","OTRAS","Merluccius",7262581,419
2014,"Demersal marine fishes","OTRAS","Microlepidotus",60052,248
2014,"Demersal marine fishes","OTRAS","Nematistius",8306,110
2014,"Demersal marine fishes","OTRAS","Nicholsina",1809,24
2014,"Demersal marine fishes","OTRAS","Orthopristis",53083,101
2014,"Demersal marine fishes","OTRAS","Paranthias",2033.3,10
2014,"Demersal marine fishes","OTRAS","Parapsettus",9438,18
2014,"Demersal marine fishes","OTRAS","Pseudupeneus",2304,8
2014,"Demersal marine fishes","OTRAS","Scorpaena",4217.5,41
2014,"Demersal marine fishes","OTRAS","Sphoeroides",393579.45,839
2014,"Demersal marine fishes","OTRAS","Stereolepis",505,6
2014,"Demersal marine fishes","OTRAS","Synodus",133844.1,919
2014,"Demersal marine fishes","PARGO","Hoplopagrus",108358.5,863
2014,"Demersal marine fishes","PIERNA","Caulolatilus",528747.85,1272
2014,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",39314,47
2014,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",1480658.85,918
2014,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1055850.65,748
2014,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",648210.7,636
2014,"Demersal marine fishes","ROBALO","Centropomus",1174642.72,5965
2014,"Demersal marine fishes","RONCO","Haemulopsis",211947.4,406
2014,"Demersal marine fishes","TIBURON","Alopias",543814.45,326
2014,"Demersal marine fishes","TIBURON","Carcharhinus",734096.9,1665
2014,"Demersal marine fishes","TIBURON","Galeocerdo",2775.05,24
2014,"Demersal marine fishes","TIBURON","Ginglymostoma",3851.5,9
2014,"Demersal marine fishes","TIBURON","Isurus",429391,325
2014,"Demersal marine fishes","TIBURON","Lamna",2311.8,18
2014,"Demersal marine fishes","TIBURON","Mustelus",48744.2,58
2014,"Demersal marine fishes","TIBURON","Nasolamia",32920.25,68
2014,"Demersal marine fishes","TIBURON","Prionace",1392770.65,323
2014,"Demersal marine fishes","TIBURON","Sphyrna",359005,398
2014,"Demersal marine fishes","TIBURON","Squatina",610644.72,525
2014,"Diadromous fishes","OTRAS","Chanos",230100.6,464
2014,"Marine algae","ALGAS","Gelidium",64338,9
2014,"Marine fishes NEI","MERO","Epinephelus",13881.9,111
2014,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",15863,17
2014,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",5062,7
2014,"Molluscs excl. Cephalopods","ABULON","Haliotis",51200.86,79
2014,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",102947,27
2014,"Molluscs excl. Cephalopods","ALMEJA","Chione",192171,85
2014,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",905431,148
2014,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",288197,206
2014,"Molluscs excl. Cephalopods","ALMEJA","Panopea",2429061.92,881
2014,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",1012006,168
2014,"Molluscs excl. Cephalopods","CARACOL","Lobatus",19996,28
2014,"Molluscs excl. Cephalopods","CARACOL","Megastraea",36855,8
2014,"Molluscs excl. Cephalopods","CARACOL","Turbo",1756,4
2014,"Pelagic marine fishes","ATUN","Thunnus",75346319.2,715
2014,"Pelagic marine fishes","BARRILETE","Euthynnus",3714911,66
2014,"Pelagic marine fishes","BARRILETE","Katsuwonus",4492837.2,207
2014,"Pelagic marine fishes","BONITO","Sarda",986117.7,127
2014,"Pelagic marine fishes","JUREL","Caranx",132854.5,780
2014,"Pelagic marine fishes","JUREL","Seriola",1200957.1,1336
2014,"Pelagic marine fishes","MACARELA","Scomber",40393077.76,528
2014,"Pelagic marine fishes","OTRAS","Ablennes",17663.85,180
2014,"Pelagic marine fishes","OTRAS","Coryphaena",158017.85,529
2014,"Pelagic marine fishes","OTRAS","Istiophorus",23746.15,120
2014,"Pelagic marine fishes","OTRAS","Sphyraena",18162,135
2014,"Pelagic marine fishes","OTRAS","Xiphias",61949,90
2014,"Pelagic marine fishes","PAMPANO","Trachinotus",141053.32,650
2014,"Pelagic marine fishes","RONCO","Selene",446759.2,1936
2014,"Pelagic marine fishes","SARDINA","Cetengraulis",60719386.84,430
2014,"Pelagic marine fishes","SARDINA","Etrumeus",7568697.24,110
2014,"Pelagic marine fishes","SARDINA","Oligoplites",18020,100
2014,"Pelagic marine fishes","SARDINA","Opisthonema",225600754.44,1709
2014,"Pelagic marine fishes","SARDINA","Sardinops",4023552.8,51
2014,"Pelagic marine fishes","SIERRA","Scomberomorus",5753831.2,5546
2014,"Shrimps, prawns","CAMARON","Farfantepenaeus",357971,108
2014,"Shrimps, prawns","CAMARON","Litopenaeus",4163418.34,2309
2014,"Shrimps, prawns","CAMARON","Penaeus",28256995.83,20896
2014,"Shrimps, prawns","CAMARON","Rimapenaeus",72040,43
2015,"Cephalopods","CALAMAR","Dosidicus",1589608.95,685
2015,"Crustaceans","JAIBA","Callinectes",832879,602
2015,"Crustaceans","LANGOSTA","Panulirus",162744.4,345
2015,"Demersal marine fishes","BANDERA","Ariopsis",6177,19
2015,"Demersal marine fishes","BANDERA","Gerres",197470.2,448
2015,"Demersal marine fishes","BAQUETA","Hyporthodus",1079028.33,2342
2015,"Demersal marine fishes","BERRUGATA","Menticirrhus",56300.2,323
2015,"Demersal marine fishes","BERRUGATA","Micropogonias",8098251.5,5742
2015,"Demersal marine fishes","CABRILLA","Mycteroperca",725960.37,1893
2015,"Demersal marine fishes","CABRILLA","Paralabrax",924487.04,1516
2015,"Demersal marine fishes","CARPA","Balistes",3241413.33,3754
2015,"Demersal marine fishes","CINTILLA","Trichiurus",1993,14
2015,"Demersal marine fishes","CORVINA","Cynoscion",2122382.751,7442
2015,"Demersal marine fishes","CORVINA","Larimus",11573,66
2015,"Demersal marine fishes","GUACHINANGO","Lutjanus",4641957.535,13852
2015,"Demersal marine fishes","LENGUADO","Brotula",906695.1,704
2015,"Demersal marine fishes","LISA","Mugil",3117326.2,3210
2015,"Demersal marine fishes","MERO","Hyporthodus niphobles",72096.6,258
2015,"Demersal marine fishes","MOJARRA","Anisotremus",65637.28,291
2015,"Demersal marine fishes","MOJARRA","Calamus",24733,176
2015,"Demersal marine fishes","MOJARRA","Diapterus",35185,117
2015,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",170102,1095
2015,"Demersal marine fishes","MOJARRA","Eugerres",38358,393
2015,"Demersal marine fishes","MOJARRA","Haemulon",1149783.9,5183
2015,"Demersal marine fishes","OTRAS","Acanthurus",29494,121
2015,"Demersal marine fishes","OTRAS","Anoplopoma",464.3,6
2015,"Demersal marine fishes","OTRAS","Diplectrum",87594.78,141
2015,"Demersal marine fishes","OTRAS","Merluccius",4980937.6,294
2015,"Demersal marine fishes","OTRAS","Microlepidotus",112346,351
2015,"Demersal marine fishes","OTRAS","Nematistius",18332,186
2015,"Demersal marine fishes","OTRAS","Nicholsina",1546,14
2015,"Demersal marine fishes","OTRAS","Orthopristis",26831.5,91
2015,"Demersal marine fishes","OTRAS","Paranthias",4732,28
2015,"Demersal marine fishes","OTRAS","Parapsettus",3007,11
2015,"Demersal marine fishes","OTRAS","Pseudupeneus",1202,5
2015,"Demersal marine fishes","OTRAS","Scorpaena",4909,45
2015,"Demersal marine fishes","OTRAS","Sphoeroides",571709.05,1284
2015,"Demersal marine fishes","OTRAS","Stereolepis",1694.8,13
2015,"Demersal marine fishes","OTRAS","Synodus",241382.4,1133
2015,"Demersal marine fishes","PARGO","Hoplopagrus",129975.1,833
2015,"Demersal marine fishes","PIERNA","Caulolatilus",498048.6,1362
2015,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",24879,81
2015,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",1586230.65,1075
2015,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1507570.9,877
2015,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",775939.15,925
2015,"Demersal marine fishes","ROBALO","Centropomus",1087303.585,6704
2015,"Demersal marine fishes","RONCO","Haemulopsis",177049,428
2015,"Demersal marine fishes","TIBURON","Alopias",549037.318,343
2015,"Demersal marine fishes","TIBURON","Carcharhinus",1140862.6,1793
2015,"Demersal marine fishes","TIBURON","Galeocerdo",2157.5,28
2015,"Demersal marine fishes","TIBURON","Ginglymostoma",4610.3,25
2015,"Demersal marine fishes","TIBURON","Isurus",420247.9,352
2015,"Demersal marine fishes","TIBURON","Lamna",7635.05,36
2015,"Demersal marine fishes","TIBURON","Mustelus",144566.65,83
2015,"Demersal marine fishes","TIBURON","Nasolamia",45899.65,82
2015,"Demersal marine fishes","TIBURON","Prionace",1290145.2,267
2015,"Demersal marine fishes","TIBURON","Sphyrna",864145.0875,537
2015,"Demersal marine fishes","TIBURON","Squatina",616167.2,600
2015,"Diadromous fishes","OTRAS","Chanos",378410.4,824
2015,"Marine algae","ALGAS","Gelidium",387234,9
2015,"Marine fishes NEI","MERO","Epinephelus",58104.5,175
2015,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",95591,80
2015,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",30000,33
2015,"Molluscs excl. Cephalopods","ABULON","Haliotis",62074.72,94
2015,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",379904,64
2015,"Molluscs excl. Cephalopods","ALMEJA","Chione",57747,31
2015,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",757428,227
2015,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",156702,317
2015,"Molluscs excl. Cephalopods","ALMEJA","Panopea",1544185.7,630
2015,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",1472223,279
2015,"Molluscs excl. Cephalopods","CARACOL","Lobatus",4090,7
2015,"Molluscs excl. Cephalopods","CARACOL","Megastraea",94031,17
2015,"Molluscs excl. Cephalopods","CARACOL","Turbo",12530,15
2015,"Pelagic marine fishes","ATUN","Thunnus",68816554.88,1096
2015,"Pelagic marine fishes","BARRILETE","Euthynnus",2535062,51
2015,"Pelagic marine fishes","BARRILETE","Katsuwonus",15462616,192
2015,"Pelagic marine fishes","BONITO","Sarda",546369.8,98
2015,"Pelagic marine fishes","JUREL","Caranx",85019.8,651
2015,"Pelagic marine fishes","JUREL","Seriola",1233581.2,1693
2015,"Pelagic marine fishes","MACARELA","Scomber",39312861.48,510
2015,"Pelagic marine fishes","OTRAS","Ablennes",31507.75,167
2015,"Pelagic marine fishes","OTRAS","Coryphaena",121444.85,519
2015,"Pelagic marine fishes","OTRAS","Istiophorus",30664.75,122
2015,"Pelagic marine fishes","OTRAS","Sphyraena",14045,107
2015,"Pelagic marine fishes","OTRAS","Xiphias",47825.75,77
2015,"Pelagic marine fishes","PAMPANO","Trachinotus",209287.7,936
2015,"Pelagic marine fishes","RONCO","Selene",582168.9,2093
2015,"Pelagic marine fishes","SARDINA","Cetengraulis",60839858.64,418
2015,"Pelagic marine fishes","SARDINA","Etrumeus",7029227.06,96
2015,"Pelagic marine fishes","SARDINA","Oligoplites",22570,80
2015,"Pelagic marine fishes","SARDINA","Opisthonema",164653409.62,1514
2015,"Pelagic marine fishes","SARDINA","Sardinops",5119613.02,70
2015,"Pelagic marine fishes","SIERRA","Scomberomorus",5317169.3,5631
2015,"Shrimps, prawns","CAMARON","Farfantepenaeus",170185.2,67
2015,"Shrimps, prawns","CAMARON","Litopenaeus",2816687.924,1790
2015,"Shrimps, prawns","CAMARON","Penaeus",24749120.04,16136
2015,"Shrimps, prawns","CAMARON","Rimapenaeus",23624.6,30
2015,"Shrimps, prawns","CAMARON","Sicyonia",4280,5
2016,"Cephalopods","CALAMAR","Dosidicus",831156.05,628
2016,"Crustaceans","JAIBA","Callinectes",655164,585
2016,"Crustaceans","LANGOSTA","Panulirus",214173.8,457
2016,"Demersal marine fishes","BANDERA","Ariopsis",931,8
2016,"Demersal marine fishes","BANDERA","Gerres",238394.6,482
2016,"Demersal marine fishes","BAQUETA","Hyporthodus",1520095.85,2988
2016,"Demersal marine fishes","BERRUGATA","Menticirrhus",62117.8,369
2016,"Demersal marine fishes","BERRUGATA","Micropogonias",6114645.39,6348
2016,"Demersal marine fishes","CABRILLA","Mycteroperca",679332.28,1853
2016,"Demersal marine fishes","CABRILLA","Paralabrax",948214.06,1542
2016,"Demersal marine fishes","CARPA","Balistes",4802859.525,4522
2016,"Demersal marine fishes","CINTILLA","Trichiurus",7544,42
2016,"Demersal marine fishes","CORVINA","Cynoscion",2371481.96,8959
2016,"Demersal marine fishes","CORVINA","Larimus",10076,65
2016,"Demersal marine fishes","GUACHINANGO","Lutjanus",7454959.57,18992
2016,"Demersal marine fishes","LENGUADO","Brotula",970949.55,871
2016,"Demersal marine fishes","LISA","Mugil",3516443.5,5983
2016,"Demersal marine fishes","MERO","Hyporthodus niphobles",65553.35,222
2016,"Demersal marine fishes","MOJARRA","Anisotremus",65984,290
2016,"Demersal marine fishes","MOJARRA","Calamus",17001,125
2016,"Demersal marine fishes","MOJARRA","Diapterus",33230,122
2016,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",145913,1106
2016,"Demersal marine fishes","MOJARRA","Eugerres",50119,556
2016,"Demersal marine fishes","MOJARRA","Haemulon",1033539.7,5570
2016,"Demersal marine fishes","OTRAS","Acanthurus",14918,66
2016,"Demersal marine fishes","OTRAS","Anoplopoma",3096.7,20
2016,"Demersal marine fishes","OTRAS","Diplectrum",33518.29,149
2016,"Demersal marine fishes","OTRAS","Merluccius",6342965.3,389
2016,"Demersal marine fishes","OTRAS","Microlepidotus",131011.9,471
2016,"Demersal marine fishes","OTRAS","Nematistius",24151,106
2016,"Demersal marine fishes","OTRAS","Nicholsina",692,19
2016,"Demersal marine fishes","OTRAS","Orthopristis",19852,68
2016,"Demersal marine fishes","OTRAS","Paranthias",13214,56
2016,"Demersal marine fishes","OTRAS","Parapsettus",12124,19
2016,"Demersal marine fishes","OTRAS","Pseudupeneus",8428,20
2016,"Demersal marine fishes","OTRAS","Scorpaena",9064.5,43
2016,"Demersal marine fishes","OTRAS","Sphoeroides",739247.65,1701
2016,"Demersal marine fishes","OTRAS","Stereolepis",2801.1,30
2016,"Demersal marine fishes","OTRAS","Synodus",277594.2,1305
2016,"Demersal marine fishes","PARGO","Hoplopagrus",163822.95,987
2016,"Demersal marine fishes","PIERNA","Caulolatilus",511596.45,1314
2016,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",122536.9,124
2016,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",2141668.8,1328
2016,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1789578.8,1089
2016,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",855355.7,1081
2016,"Demersal marine fishes","ROBALO","Centropomus",1593244.51,8305
2016,"Demersal marine fishes","RONCO","Haemulopsis",197952.7,524
2016,"Demersal marine fishes","TIBURON","Alopias",868383.9,447
2016,"Demersal marine fishes","TIBURON","Carcharhinus",1824500.9,2317
2016,"Demersal marine fishes","TIBURON","Galeocerdo",2057,27
2016,"Demersal marine fishes","TIBURON","Ginglymostoma",1308.4,29
2016,"Demersal marine fishes","TIBURON","Isurus",484294.4,423
2016,"Demersal marine fishes","TIBURON","Lamna",34461.54,107
2016,"Demersal marine fishes","TIBURON","Mustelus",251692.25,156
2016,"Demersal marine fishes","TIBURON","Nasolamia",63301.15,86
2016,"Demersal marine fishes","TIBURON","Prionace",1040402.25,229
2016,"Demersal marine fishes","TIBURON","Sphyrna",3269996.85,630
2016,"Demersal marine fishes","TIBURON","Squatina",575430.15,667
2016,"Diadromous fishes","OTRAS","Chanos",362743.4,826
2016,"Marine algae","ALGAS","Gelidium",5136,2
2016,"Marine fishes NEI","MERO","Epinephelus",29168.95,234
2016,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",6801,19
2016,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",46080,25
2016,"Molluscs excl. Cephalopods","ABULON","Haliotis",66846.12,75
2016,"Molluscs excl. Cephalopods","ALMEJA","Argopecten",45874,7
2016,"Molluscs excl. Cephalopods","ALMEJA","Chione",43321,16
2016,"Molluscs excl. Cephalopods","ALMEJA","Dosinia",1438608,308
2016,"Molluscs excl. Cephalopods","ALMEJA","Megapitaria",185927,477
2016,"Molluscs excl. Cephalopods","ALMEJA","Panopea",1607856.83,653
2016,"Molluscs excl. Cephalopods","CARACOL","Hexaplex",1667515,287
2016,"Molluscs excl. Cephalopods","CARACOL","Megastraea",39956,7
2016,"Molluscs excl. Cephalopods","CARACOL","Turbo",11161,19
2016,"Pelagic marine fishes","ATUN","Thunnus",60927510.2,735
2016,"Pelagic marine fishes","BARRILETE","Euthynnus",3260390,66
2016,"Pelagic marine fishes","BARRILETE","Katsuwonus",8551209.48,210
2016,"Pelagic marine fishes","BONITO","Sarda",408901,52
2016,"Pelagic marine fishes","JUREL","Caranx",172871.4,656
2016,"Pelagic marine fishes","JUREL","Seriola",979909.15,1535
2016,"Pelagic marine fishes","MACARELA","Scomber",49178871.48,525
2016,"Pelagic marine fishes","OTRAS","Ablennes",40220.15,209
2016,"Pelagic marine fishes","OTRAS","Coryphaena",144833.2,404
2016,"Pelagic marine fishes","OTRAS","Istiophorus",61092.5,156
2016,"Pelagic marine fishes","OTRAS","Sphyraena",3110,95
2016,"Pelagic marine fishes","OTRAS","Xiphias",95301,111
2016,"Pelagic marine fishes","PAMPANO","Trachinotus",212474.4,1402
2016,"Pelagic marine fishes","RONCO","Selene",641707.3,1594
2016,"Pelagic marine fishes","SARDINA","Cetengraulis",11769203.4,112
2016,"Pelagic marine fishes","SARDINA","Etrumeus",25081082.1,190
2016,"Pelagic marine fishes","SARDINA","Oligoplites",11885,74
2016,"Pelagic marine fishes","SARDINA","Opisthonema",168926062.56,1380
2016,"Pelagic marine fishes","SARDINA","Sardinops",15280972.32,154
2016,"Pelagic marine fishes","SIERRA","Scomberomorus",6508702.6,6600
2016,"Shrimps, prawns","CAMARON","Farfantepenaeus",290432.8,105
2016,"Shrimps, prawns","CAMARON","Litopenaeus",5854534.542,2290
2016,"Shrimps, prawns","CAMARON","Penaeus",26047121.576,15556
2016,"Shrimps, prawns","CAMARON","Rimapenaeus",28643.6,21
2016,"Shrimps, prawns","CAMARON","Sicyonia",19038.6,27
2017,"Cephalopods","CALAMAR","Dosidicus",620840.7,691
2017,"Crustaceans","JAIBA","Callinectes",1209946,965
2017,"Crustaceans","LANGOSTA","Panulirus",288747.86,450
2017,"Demersal marine fishes","BANDERA","Gerres",204519.7,357
2017,"Demersal marine fishes","BAQUETA","Hyporthodus",1451202.3,2825
2017,"Demersal marine fishes","BERRUGATA","Menticirrhus",69126.9,497
2017,"Demersal marine fishes","BERRUGATA","Micropogonias",6101278.25,5615
2017,"Demersal marine fishes","CABRILLA","Mycteroperca",684530.51,1820
2017,"Demersal marine fishes","CABRILLA","Paralabrax",878092.9,1353
2017,"Demersal marine fishes","CARPA","Balistes",4076393.15,4359
2017,"Demersal marine fishes","CINTILLA","Trichiurus",10810,45
2017,"Demersal marine fishes","CORVINA","Cynoscion",2579047.82,9536
2017,"Demersal marine fishes","CORVINA","Larimus",23881,82
2017,"Demersal marine fishes","GUACHINANGO","Lutjanus",9345625.89,20934
2017,"Demersal marine fishes","LENGUADO","Brotula",982167.7,620
2017,"Demersal marine fishes","LISA","Mugil",3348392.5,6233
2017,"Demersal marine fishes","MERO","Hyporthodus niphobles",54681.292,209
2017,"Demersal marine fishes","MOJARRA","Anisotremus",86707.3,302
2017,"Demersal marine fishes","MOJARRA","Calamus",17004.5,112
2017,"Demersal marine fishes","MOJARRA","Diapterus",21608,161
2017,"Demersal marine fishes","MOJARRA","Eucinostomus argenteus",166988,1190
2017,"Demersal marine fishes","MOJARRA","Eugerres",74477,697
2017,"Demersal marine fishes","MOJARRA","Haemulon",1146283,5543
2017,"Demersal marine fishes","OTRAS","Acanthurus",71866,158
2017,"Demersal marine fishes","OTRAS","Anoplopoma",5544.6,35
2017,"Demersal marine fishes","OTRAS","Diplectrum",54282.65,131
2017,"Demersal marine fishes","OTRAS","Merluccius",4798186.6,322
2017,"Demersal marine fishes","OTRAS","Microlepidotus",251071,806
2017,"Demersal marine fishes","OTRAS","Nematistius",9961,16
2017,"Demersal marine fishes","OTRAS","Nicholsina",158,9
2017,"Demersal marine fishes","OTRAS","Orthopristis",18031,114
2017,"Demersal marine fishes","OTRAS","Paranthias",25080,73
2017,"Demersal marine fishes","OTRAS","Parapsettus",5440,12
2017,"Demersal marine fishes","OTRAS","Pseudupeneus",10981,17
2017,"Demersal marine fishes","OTRAS","Scorpaena",26627,58
2017,"Demersal marine fishes","OTRAS","Sphoeroides",879840.05,1984
2017,"Demersal marine fishes","OTRAS","Stereolepis",2631.5,27
2017,"Demersal marine fishes","OTRAS","Synodus",548075.4,1748
2017,"Demersal marine fishes","PARGO","Hoplopagrus",200005.45,1009
2017,"Demersal marine fishes","PIERNA","Caulolatilus",514046,1003
2017,"Demersal marine fishes","RAYA Y SIMILARES","Aetobatus",15232.3,66
2017,"Demersal marine fishes","RAYA Y SIMILARES","Hypanus",1648724.2,1166
2017,"Demersal marine fishes","RAYA Y SIMILARES","Mobula",1613345.8,1055
2017,"Demersal marine fishes","RAYA Y SIMILARES","Pseudobatos",974992.55,979
2017,"Demersal marine fishes","ROBALO","Centropomus",1577178.06,7976
2017,"Demersal marine fishes","RONCO","Haemulopsis",188480.3,499
2017,"Demersal marine fishes","TIBURON","Alopias",1710158.05,476
2017,"Demersal marine fishes","TIBURON","Carcharhinus",3213741.7,2477
2017,"Demersal marine fishes","TIBURON","Galeocerdo",1678.5,13
2017,"Demersal marine fishes","TIBURON","Ginglymostoma",524,11
2017,"Demersal marine fishes","TIBURON","Isurus",321074.2,346
2017,"Demersal marine fishes","TIBURON","Lamna",38247.1,104
2017,"Demersal marine fishes","TIBURON","Mustelus",439892.5,141
2017,"Demersal marine fishes","TIBURON","Nasolamia",69152.5,76
2017,"Demersal marine fishes","TIBURON","Prionace",1265552.75,249
2017,"Demersal marine fishes","TIBURON","Sphyrna",2627010,509
2017,"Demersal marine fishes","TIBURON","Squatina",550488.3,645
2017,"Diadromous fishes","OTRAS","Chanos",253507,310
2017,"Marine algae","ALGAS","Gelidium",124464,4
2017,"Marine fishes NEI","MERO","Epinephelus",20170.9,159
2017,"Miscellaneous aquatic animals","ERIZO","Mesocentrotus",39892,55
2017,"Miscellaneous aquatic animals","ERIZO","Strongylocentrotus",39360,15
2017,"Molluscs excl. Cephalopods","ABULON","Haliotis",54742.78,95
