id,fishery_unit,fishery_unit_description,fishery,common_name,highest_taxonomic_id,highest_taxonomic_resolution,IHH_functional_detailed_groups_sm,IHH_functional_major_groups_sm,species,genus,subfamily,family,order,class,superclass,phylum,kingdom,ecosystem_type,motorization,orig_vessel_size,vessel_size_min,vessel_size_max,vessel_size_median,ISSCFV_vessel_type_code,ISSCFV_vessel_type_category,ISSCFG_gear_type_code,ISSCFG_gear_type_name,main_gear_category,main_gear_category_name
20995,MEXFISHESC013,"PIERNA, CONEJO/PACIFICO",Escama,PIERNA,Caulolatilus princeps,Species,Miscellaneous demersal fishes,Demersal marine fishes,Caulolatilus princeps,Caulolatilus,Latilinae,Malacanthidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,5-10.5,5,10.5,7.75,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 9.31,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Set longlines,9,Hooks and lines
20996,MEXFISHESC013,"PIERNA, CONEJO/PACIFICO",Escama,SALMON,Caulolatilus affinis,Species,Miscellaneous demersal fishes,Demersal marine fishes,Caulolatilus affinis,Caulolatilus,Latilinae,Malacanthidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,5-10.5,5,10.5,7.75,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 8.9; 9.31,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Traps (nei); Set longlines,Multiple,Multiple
20997,MEXFISHESC014,ROBALO/PACIFICO,Escama,BARBON,Bagre pinnimaculatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Bagre pinnimaculatus,Bagre,Bagreinae,Ariidae,Siluriformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
20998,MEXFISHESC014,ROBALO/PACIFICO,Escama,CHUCUMITE,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
20999,MEXFISHESC014,ROBALO/PACIFICO,Escama,CHUCUMITE DE AGUA DULCE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21000,MEXFISHESC014,ROBALO/PACIFICO,Escama,CONSTANTINO,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21001,MEXFISHESC014,ROBALO/PACIFICO,Escama,MACHIN,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21002,MEXFISHESC014,ROBALO/PACIFICO,Escama,PALETA,Centropomus medius,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus medius,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21003,MEXFISHESC014,ROBALO/PACIFICO,Escama,PIJOLIN,Centropomus robalito,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus robalito,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21004,MEXFISHESC014,ROBALO/PACIFICO,Escama,ROBALETE,Actinopterygii,Class,Marine fishes not identified,Marine fishes NEI,NEI,NEI,NEI,NEI,NEI,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21005,MEXFISHESC014,ROBALO/PACIFICO,Escama,ROBALO,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21006,MEXFISHESC014,ROBALO/PACIFICO,Escama,ROBALO ALETA AMARILLA,Centropomus robalito,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus robalito,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21007,MEXFISHESC014,ROBALO/PACIFICO,Escama,ROBALO BLANCO,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21008,MEXFISHESC014,ROBALO/PACIFICO,Escama,ROBALO BLANCO DE AGUA DULCE,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21009,MEXFISHESC014,ROBALO/PACIFICO,Escama,ROBALO DE AGUA DULCE,Centropomus armatus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Centropomus armatus,Centropomus,NEI,Centropomidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21010,MEXFISHESC014,ROBALO/PACIFICO,Escama,RONCACHO,Haemulopsis leuciscus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Haemulopsis leuciscus,Haemulopsis,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.1; 10.8; 10.1,Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Diving; Harpoons,Multiple,Multiple
21011,MEXFISHESC015,ROCOTE/PACIFICO,Escama,ROCOTE,Sebastes spp,Genus,Miscellaneous demersal fishes,Demersal marine fishes,NEI,Sebastes,Sebastinae,Sebastidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,9.1; 7.9; 8.9; 9.39; 3.9,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Traps (nei); Longlines (nei); Trawls (nei),Multiple,Multiple
21012,MEXFISHESC016,SIERRA/PACIFICO,Escama,MONA,Parapsettus panamensis,Species,Miscellaneous coastal fishes,Demersal marine fishes,Parapsettus panamensis,Parapsettus,NEI,Ephippidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.5; 2.1,Gillnets and entangling nets (nei); Trolling lines; Beach seines,Multiple,Multiple
21013,MEXFISHESC016,SIERRA/PACIFICO,Escama,PAMPANO,Trachinotus rhodopus,Species,Scads and mackerels,Pelagic marine fishes,Trachinotus rhodopus,Trachinotus,Trachinotinae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.1; 7.9; 9.39; 2.1; 9.5,Handlines and hand-operated pole-and-lines; Gillnets and entangling nets (nei); Longlines (nei); Beach seines; Trolling lines,Multiple,Multiple
21014,MEXFISHESC016,SIERRA/PACIFICO,Escama,PAMPANO RAYADO,Gnathanodon speciosus,Species,Scads and mackerels,Pelagic marine fishes,Gnathanodon speciosus,Gnathanodon,Caranginae,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21015,MEXFISHESC016,SIERRA/PACIFICO,Escama,PEZ SIERRA,Scomberomorus sierra,Species,"Tunas, bonitos, billfishes",Pelagic marine fishes,Scomberomorus sierra,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.5; 2.1,Gillnets and entangling nets (nei); Trolling lines; Beach seines,Multiple,Multiple
21016,MEXFISHESC016,SIERRA/PACIFICO,Escama,SIERRA,Scomberomorus sierra,Species,"Tunas, bonitos, billfishes",Pelagic marine fishes,Scomberomorus sierra,Scomberomorus,Scombrinae,Scombridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,7.9; 9.5; 2.1,Gillnets and entangling nets (nei); Trolling lines; Beach seines,Multiple,Multiple
21017,MEXFISHESC017,VERDILLOS/PACIFICO,Escama,VERDILLO,Paralabrax nebulifer,Species,Miscellaneous coastal fishes,Demersal marine fishes,Paralabrax nebulifer,Paralabrax,Serraninae,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,Pelagic; Reef,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,9.39; 7.9; 9.1; 8.9; 9.31; 3.9,Longlines (nei); Gillnets and entangling nets (nei); Handlines and hand-operated pole-and-lines; Traps (nei); Set longlines; Trawls (nei),Multiple,Multiple
21018,MEXFISHEST001,ESTRELLA DE MAR/PACIFICO,Estrella de Mar,ESTRELLA DE MAR,Asteroidea,Class,Sea-urchins and other echinoderms,Miscellaneous aquatic animals,NEI,NEI,NEI,NEI,NEI,Asteroidea,NEI,Echinodermata,Animalia,ND,Unmotorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,10.2,"Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears)",10,Miscellaneous gear
21019,MEXFISHJAI001,JAIBA/PACIFICO,Jaiba,JAIBA,Callinectes spp,Genus,"Crabs, sea-spiders",Crustaceans,NEI,Callinectes,Portuninae,Portunidae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21020,MEXFISHJAI001,JAIBA/PACIFICO,Jaiba,JAIBON,Callinectes bellicosus,Species,"Crabs, sea-spiders",Crustaceans,Callinectes bellicosus,Callinectes,Portuninae,Portunidae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Brackish/Estuarine,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,8.9; 8.3; 5.1,Traps (nei); Fyke nets; Portable lift nets,Multiple,Multiple
21021,MEXFISHLAN001,LANGOSTA/PACIFICO,Langosta,LANGOSTA,Panulirus spp,Genus,"Lobsters, spiny-rock lobsters",Crustaceans,NEI,Panulirus,NEI,Palinuridae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,8.9,Traps (nei),8,Traps
21022,MEXFISHLAN001,LANGOSTA/PACIFICO,Langosta,LANGOSTA AZUL,Panulirus inflatus,Species,"Lobsters, spiny-rock lobsters",Crustaceans,Panulirus inflatus,Panulirus,NEI,Palinuridae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,8.9,Traps (nei),8,Traps
21023,MEXFISHLAN001,LANGOSTA/PACIFICO,Langosta,LANGOSTA CARIBE,Panulirus inflatus,Species,"Lobsters, spiny-rock lobsters",Crustaceans,Panulirus inflatus,Panulirus,NEI,Palinuridae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,8.9,Traps (nei),8,Traps
21024,MEXFISHLAN001,LANGOSTA/PACIFICO,Langosta,LANGOSTA ROJA,Panulirus interruptus,Species,"Lobsters, spiny-rock lobsters",Crustaceans,Panulirus interruptus,Panulirus,NEI,Palinuridae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,8.9,Traps (nei),8,Traps
21025,MEXFISHLAN001,LANGOSTA/PACIFICO,Langosta,LANGOSTA VERDE,Panulirus gracilis,Species,"Lobsters, spiny-rock lobsters",Crustaceans,Panulirus gracilis,Panulirus,NEI,Palinuridae,Decapoda,Malacostraca,Multicrustacea,Arthropoda,Animalia,Pelagic; Reef,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,8.9,Traps (nei),8,Traps
21026,MEXFISHMED001,MEDUSA BOLA DE CANON/PACIFICO,Medusa Bola de Canon,MEDUSA BOLA DE CAÑON,Stomolophus meleagris,Species,Miscellaneous aquatic invertebrates,Miscellaneous aquatic animals,Stomolophus meleagris,Stomolophus,NEI,Stomolophidae,Rhizostomeae,Scyphozoa,NEI,Cnidaria,Animalia,Pelagic,Motorized vessel,<10,ND,10,10,09.9.0,Multipurpose vessels,5.1; 10.2,"Portable lift nets; Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears)",Multiple,Multiple
21027,MEXFISHMEJ001,MEJILLON/PACIFICO,Mejillon,CHORO,Mytilus californianus,Species,Mussels,Molluscs excl. Cephalopods,Mytilus californianus,Mytilus,Mytilinae,Mytilidae,Mytilida,Bivalvia,NEI,Mollusca,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,10.2; 10.8,"Hand implements (Wrenching gear, Clamps, Tongs, Rakes, Spears); Diving",10,Miscellaneous gear
21028,MEXFISHMEJ001,MEJILLON/PACIFICO,Mejillon,MEJILLON,Mytilus spp,Genus,Mussels,Molluscs excl. Cephalopods,NEI,Mytilus,Mytilinae,Mytilidae,Mytilida,Bivalvia,NEI,Mollusca,Animalia,ND,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21029,MEXFISHNOI001,NO ID/ PACIFICO,No ID,ABADEJO,Mycteroperca spp,Genus,Miscellaneous coastal fishes,Demersal marine fishes,NEI,Mycteroperca,Epinephelinae,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21030,MEXFISHNOI001,NO ID/ PACIFICO,No ID,ABANDERADO,Perissias taeniopterus,Species,"Flounders, halibuts, soles",Demersal marine fishes,Perissias taeniopterus,Perissias,NEI,Bothidae,Pleuronectiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21031,MEXFISHNOI001,NO ID/ PACIFICO,No ID,ACUMARA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21032,MEXFISHNOI001,NO ID/ PACIFICO,No ID,ANGUILA,Anguilla rostrata,Species,River eels,Diadromous fishes,Anguilla rostrata,Anguilla,NEI,Anguillidae,Anguilliformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21033,MEXFISHNOI001,NO ID/ PACIFICO,No ID,ARRAYADO,Lutjanus synagris,Species,Miscellaneous coastal fishes,Demersal marine fishes,Lutjanus synagris,Lutjanus,Lutjaninae,Lutjanidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21034,MEXFISHNOI001,NO ID/ PACIFICO,No ID,BALLUSA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21035,MEXFISHNOI001,NO ID/ PACIFICO,No ID,BARRASA,Mycteroperca interstitialis ; Mycteroperca venenosa,Other - Group of Taxa,Miscellaneous coastal fishes,Demersal marine fishes,NEI,Mycteroperca;;Mycteroperca,Epinephelinae,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21036,MEXFISHNOI001,NO ID/ PACIFICO,No ID,BLANQUITA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21037,MEXFISHNOI001,NO ID/ PACIFICO,No ID,BOCA COLORADA,Lutjanidae,Family,Miscellaneous coastal fishes,Demersal marine fishes,NEI,NEI,NEI,Lutjanidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21038,MEXFISHNOI001,NO ID/ PACIFICO,No ID,BOCA DE NOVIA,Larimus effulgens,Species,Miscellaneous coastal fishes,Demersal marine fishes,Larimus effulgens,Larimus,NEI,Sciaenidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21039,MEXFISHNOI001,NO ID/ PACIFICO,No ID,BOQUILLA,Haemulon parra,Species,Miscellaneous coastal fishes,Demersal marine fishes,Haemulon parra,Haemulon,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21040,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CABEZON,Scorpaenichthys marmoratus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Scorpaenichthys marmoratus,Scorpaenichthys,NEI,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21041,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CARDENAL,Paranthias spp,Genus,Miscellaneous coastal fishes,Demersal marine fishes,NEI,Paranthias,Epinephelinae,Serranidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21042,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CATAN,Lepisosteus osseus,Species,Miscellaneous freshwater fishes,Freshwater fishes,Lepisosteus osseus,Lepisosteus,NEI,Lepisosteidae,Lepisosteiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21043,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CHACALCAY,Lutjanus analis,Species,Miscellaneous coastal fishes,Demersal marine fishes,Lutjanus analis,Lutjanus,Lutjaninae,Lutjanidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21044,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CHATARRA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21045,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CHIHUA,Eucinostomus argenteus,Species,Miscellaneous coastal fishes,Demersal marine fishes,Eucinostomus argenteus,Eucinostomus,NEI,Gerreidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21046,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CHILE,Synodus scituliceps,Species,Miscellaneous coastal fishes,Demersal marine fishes,Synodus scituliceps,Synodus,Synodontinae,Synodontidae,Aulopiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21047,MEXFISHNOI001,NO ID/ PACIFICO,No ID,CHULA,Xenichthys xanti,Species,Miscellaneous coastal fishes,Demersal marine fishes,Xenichthys xanti,Xenichthys,Haemulinae,Haemulidae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21048,MEXFISHNOI001,NO ID/ PACIFICO,No ID,COCHINITO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21049,MEXFISHNOI001,NO ID/ PACIFICO,No ID,DORADO DE AGUA DULCE,Salminus brasiliensis,Species,Miscellaneous freshwater fishes,Freshwater fishes,Salminus brasiliensis,Salminus,Salmininae,Bryconidae,Characiformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21050,MEXFISHNOI001,NO ID/ PACIFICO,No ID,FAJADO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21051,MEXFISHNOI001,NO ID/ PACIFICO,No ID,FAUNA DE ACOMPANAMIENTO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21052,MEXFISHNOI001,NO ID/ PACIFICO,No ID,FREL,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21053,MEXFISHNOI001,NO ID/ PACIFICO,No ID,GALLINA,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21054,MEXFISHNOI001,NO ID/ PACIFICO,No ID,MACHORRO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21055,MEXFISHNOI001,NO ID/ PACIFICO,No ID,MENUDO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21056,MEXFISHNOI001,NO ID/ PACIFICO,No ID,MOSCO,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21057,MEXFISHNOI001,NO ID/ PACIFICO,No ID,MULEGINO,Abudefduf troschelii,Species,Miscellaneous pelagic fishes,Pelagic marine fishes,Abudefduf troschelii,Abudefduf,Pomacentrinae,Pomacentridae,Perciformes,Actinopterygii,Osteichthyes,Chordata,Animalia,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21058,MEXFISHNOI001,NO ID/ PACIFICO,No ID,OTRAS ESPECIES,Marine species NEI,Other - Functional Group,Marine species NEI,Marine species NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,NEI,ND,Motorized vessel,ND,ND,ND,,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
