id,fishery_unit,fishery_unit_description,fishery,common_name,highest_taxonomic_id,highest_taxonomic_resolution,IHH_functional_detailed_groups_sm,IHH_functional_major_groups_sm,species,genus,subfamily,family,order,class,superclass,phylum,kingdom,ecosystem_type,motorization,orig_vessel_size,vessel_size_min,vessel_size_max,vessel_size_median,ISSCFV_vessel_type_code,ISSCFV_vessel_type_category,ISSCFG_gear_type_code,ISSCFG_gear_type_name,main_gear_category,main_gear_category_name
21124,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,PUNTINEGRO,Carcharhinus limbatus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus limbatus,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21125,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,SARDINERO,Lamna ditropis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Lamna ditropis,Lamna,NEI,Lamnidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21126,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON,Elasmobranchii,Class,"Sharks, rays, chimaeras",Demersal marine fishes,NEI,NEI,NEI,NEI,NEI,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21127,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON ALETA BLANCA,Carcharhinus longimanus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus longimanus,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21128,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON ALETA CARTON,Carcharhinus falciformis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus falciformis,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21129,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON ANGELITO,Squatina californica,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Squatina californica,Squatina,NEI,Squatinidae,Squatiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21130,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON AZUL,Prionace glauca,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Prionace glauca,Prionace,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21131,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON BATEA,Carcharhinus leucas,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus leucas,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21132,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON CHATO,Carcharhinus leucas,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus leucas,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21133,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON COLORADO,Carcharhinus altimus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus altimus,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21134,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON COLUDO,Alopias pelagicus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Alopias pelagicus,Alopias,NEI,Alopiidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21135,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON CORNUDA,Sphyrna corona,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Sphyrna corona,Sphyrna,NEI,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21136,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON COYOTE,Nasolamia velox,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Nasolamia velox,Nasolamia,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21137,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON ENCERADO,Negaprion brevirostris,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Negaprion brevirostris,Negaprion,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21138,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON ESPINOZO,Echinorhinus cookei,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Echinorhinus cookei,Echinorhinus,NEI,Echinorhinidae,Squaliformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21139,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON LOBERO,Carcharhinus brachyurus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus brachyurus,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21140,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON MAKO,Isurus oxyrinchus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Isurus oxyrinchus,Isurus,NEI,Lamnidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21141,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON MAMON,Mustelus albipinnis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Mustelus albipinnis,Mustelus,Triakinae,Triakidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
21142,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON MARTILLO,Sphyrna corona,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Sphyrna corona,Sphyrna,NEI,Sphyrnidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21143,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON MAYO,Isurus oxyrinchus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Isurus oxyrinchus,Isurus,NEI,Lamnidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21144,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON PICUDO,Rhizoprionodon longurio,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Rhizoprionodon longurio,Rhizoprionodon,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21145,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON PRIETO,Carcharhinus falciformis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus falciformis,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21146,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON SARDINERO,Lamna ditropis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Lamna ditropis,Lamna,NEI,Lamnidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21147,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON SEDOSO,Carcharhinus falciformis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus falciformis,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21148,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON SULFIN,Galeorhinus galeus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Galeorhinus galeus,Galeorhinus,Galeorhininae,Triakidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21149,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON TIGRE,Galeocerdo cuvier,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Galeocerdo cuvier,Galeocerdo,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21150,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON TUNERO,Carcharhinus falciformis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus falciformis,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21151,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON TUNERO O CAFE,Carcharhinus falciformis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus falciformis,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21152,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON VOLADOR,Carcharhinus limbatus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus limbatus,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21153,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TIBURON ZORRO,Alopias superciliosus,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Alopias superciliosus,Alopias,NEI,Alopiidae,Lamniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21154,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TINTORERA,Galeocerdo cuvier,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Galeocerdo cuvier,Galeocerdo,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21155,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TORO,Carcharhinus leucas,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Carcharhinus leucas,Carcharhinus,NEI,Carcharhinidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,9.39; 9.32; 9.31; 7.9,Longlines (nei); Drifting longlines; Set longlines; Gillnets and entangling nets (nei),9,Hooks and lines
21156,MEXFISHTIB001,TIBURON/ PACIFICO,Tiburon,TRIPA,Mustelus albipinnis,Species,"Sharks, rays, chimaeras",Demersal marine fishes,Mustelus albipinnis,Mustelus,Triakinae,Triakidae,Carcharhiniformes,Elasmobranchii,Chondrichthyes,Chordata,Animalia,Pelagic,Motorized vessel,<10.5,ND,10.5,10.5,09.9.0,Multipurpose vessels,99,Gear not known,99,Gear not known
